player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,3,1,2,0.333,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1.0,176,139,24,132,219,1,190,1,117,164,149,162,165,1,1,159,161,83,1,163,172,196,1,NYK
1626166,Cameron Payne,Cameron,1610612752,NYK,30.0,14,8,6,0.571,7.3,0.432,0.568,0.467,0.133,0.5,0.0,0.033,0.067,0.333,0.286,0.714,1.0,0.0,0.583,0.417,12,37,0.324,36,38,186,63,161,147,71,106,25,62,149,160,157,128,155,32,1,83,133,70,121,105,181,NYK
1626153,Delon Wright,Delon,1610612752,NYK,33.0,6,2,4,0.333,8.0,0.333,0.667,0.286,0.0,0.429,0.0,0.285,0.0,0.286,1.0,0.0,1.0,0.0,1.0,0.0,2,9,0.222,104,121,75,132,154,167,45,160,117,81,149,18,165,143,1,159,1,83,1,163,172,155,193,NYK
1628973,Jalen Brunson,Jalen,1610612752,NYK,28.0,18,10,8,0.556,37.8,0.659,0.341,0.502,0.113,0.272,0.079,0.226,0.134,0.389,0.113,0.887,0.417,0.583,0.193,0.807,181,393,0.461,1,21,213,64,19,81,137,90,35,128,115,43,103,106,176,12,150,14,193,10,2,2,90,NYK
1628404,Josh Hart,Josh,1610612752,NYK,30.0,18,10,8,0.556,35.7,0.625,0.375,0.462,0.01,0.288,0.163,0.25,0.125,0.452,0.604,0.396,0.95,0.05,0.706,0.294,68,144,0.472,1,21,213,64,30,87,131,107,116,123,50,32,109,84,77,111,86,76,97,106,23,25,81,NYK
1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,29.0,18,10,8,0.556,35.5,0.74,0.26,0.585,0.083,0.202,0.044,0.213,0.117,0.503,0.54,0.46,0.885,0.115,0.604,0.396,139,285,0.488,1,21,213,64,32,56,162,62,49,144,138,48,123,63,101,87,100,64,128,75,4,5,67,NYK
1629013,Landry Shamet,Landry,1610612752,NYK,28.0,11,6,5,0.545,7.5,0.25,0.75,0.154,0.077,0.808,0.0,0.038,0.115,0.077,1.0,0.0,1.0,0.0,1.0,0.0,9,20,0.45,51,46,156,77,159,184,30,183,53,16,149,158,125,184,1,159,1,83,1,163,130,129,98,NYK
1628969,Mikal Bridges,Mikal,1610612752,NYK,28.0,18,10,8,0.556,39.2,0.681,0.319,0.657,0.15,0.3,0.186,0.043,0.143,0.507,0.402,0.598,0.964,0.036,0.533,0.467,120,263,0.456,1,21,213,64,11,68,150,51,19,120,36,156,94,62,135,53,84,80,141,62,9,8,92,NYK
1630540,Miles McBride,Miles,1610612752,NYK,24.0,18,10,8,0.556,19.0,0.344,0.656,0.231,0.077,0.635,0.115,0.134,0.202,0.154,0.167,0.833,0.727,0.273,0.529,0.471,34,90,0.378,1,21,213,64,104,166,52,172,53,37,89,102,47,174,170,17,122,42,142,61,63,56,155,NYK
1629011,Mitchell Robinson,Mitchell,1610612752,NYK,27.0,18,10,8,0.556,20.6,1.0,0.0,0.738,0.0,0.0,0.036,0.262,0.179,0.738,0.484,0.516,0.0,0.0,0.484,0.516,31,51,0.608,1,21,213,64,98,1,190,35,117,164,141,30,65,30,120,67,161,83,159,44,68,89,29,NYK
1628384,OG Anunoby,OG,1610612752,NYK,27.0,18,10,8,0.556,39.2,0.51,0.49,0.422,0.075,0.418,0.143,0.16,0.122,0.347,0.565,0.435,0.805,0.195,0.66,0.34,103,247,0.417,1,21,213,64,12,120,98,119,58,87,68,82,113,123,93,95,114,50,116,87,12,11,126,NYK
200782,P.J. Tucker,P.J.,1610612752,NYK,40.0,1,1,0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,212,139,1,1,188,204,190,188,117,164,149,162,165,186,179,159,161,83,199,163,203,218,203,NYK
