player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1641817,Anton Watson,Anton,1610612752,NYK,24.0,9,5,4,0.556,2.5,0.0,0.2,0.0,0.7,1.6,0.9,0.4,3.8,0.0,0.1,0.3,0.0,1.7,509,485,50,223,560,534,501,530,507,26,25,12,544,519,99,35,556,560,NYK
1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,25,17,8,0.68,8.7,0.4,0.2,0.2,1.7,4.0,2.6,2.6,9.0,0.6,0.1,1.3,0.5,6.1,427,323,104,80,471,481,508,483,410,132,100,97,472,119,76,211,439,488,NYK
1626166,Cameron Payne,Cameron,1610612752,NYK,30.0,72,46,26,0.639,15.1,1.4,0.4,1.0,2.1,4.6,3.9,3.8,15.2,0.2,0.2,1.5,0.8,14.5,95,45,315,106,364,231,454,270,358,157,172,159,364,334,137,266,338,327,NYK
1626153,Delon Wright,Delon,1610612752,NYK,33.0,40,22,18,0.55,15.9,0.5,0.6,0.2,1.2,5.8,4.3,4.9,16.1,0.3,0.2,0.6,0.8,11.0,342,274,211,231,351,456,399,508,461,227,194,210,349,273,149,79,356,394,NYK
1628973,Jalen Brunson,Jalen,1610612752,NYK,28.0,65,40,25,0.615,35.4,3.5,1.7,2.4,10.2,11.4,9.4,11.4,37.0,0.1,0.8,2.1,6.3,41.0,162,89,300,144,17,24,131,80,28,493,507,537,17,437,500,425,2,28,NYK
1628404,Josh Hart,Josh,1610612752,NYK,30.0,77,48,29,0.623,37.6,2.3,1.8,2.7,7.7,11.7,9.9,11.5,38.8,0.4,0.8,2.6,2.4,37.6,43,30,362,132,2,91,115,57,73,510,531,540,6,243,499,527,111,45,NYK
1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,29.0,72,46,26,0.639,35.0,3.3,4.3,1.3,12.8,10.3,9.0,10.1,36.3,0.7,1.2,3.5,4.8,46.8,95,45,315,106,25,32,3,195,9,449,483,490,24,89,557,568,19,10,NYK
1641755,Kevin McCullar Jr.,Kevin,1610612752,NYK,24.0,4,4,0,1.0,7.3,0.0,0.0,0.5,1.0,3.3,0.5,2.3,8.5,0.3,0.3,1.5,0.8,6.2,541,493,1,1,497,534,531,399,469,99,15,79,478,309,215,255,369,485,NYK
1629013,Landry Shamet,Landry,1610612752,NYK,28.0,50,30,20,0.6,15.2,1.0,0.4,1.2,1.4,4.9,4.1,3.3,16.7,0.0,0.2,1.0,0.7,9.1,283,196,242,168,361,306,447,237,438,172,186,122,340,513,208,162,383,438,NYK
1630699,MarJon Beauchamp,MarJon,1610612752,NYK,24.0,35,19,16,0.543,4.5,0.5,0.4,0.3,0.7,2.6,1.2,1.1,3.5,0.0,0.1,0.4,0.3,4.2,381,302,189,236,536,447,463,459,503,62,37,25,549,516,123,45,489,519,NYK
