season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2017-18,1610612762,21700010,2017-10-18,DEN,UTA,1610612743,1,106,96,W,10
2017-18,1610612762,21700023,2017-10-20,UTA,MIN,1610612750,2,97,100,L,-3
2017-18,1610612762,21700036,2017-10-21,OKC,UTA,1610612760,3,96,87,W,9
2017-18,1610612762,21700054,2017-10-24,UTA,LAC,1610612746,4,84,102,L,-18
2017-18,1610612762,21700062,2017-10-25,UTA,PHX,1610612756,5,88,97,L,-9
2017-18,1610612762,21700082,2017-10-28,LAL,UTA,1610612747,6,96,81,W,15
2017-18,1610612762,21700098,2017-10-30,DAL,UTA,1610612742,7,104,89,W,15
2017-18,1610612762,21700115,2017-11-01,POR,UTA,1610612757,8,112,103,W,9
2017-18,1610612762,21700128,2017-11-03,TOR,UTA,1610612761,9,100,109,L,-9
2017-18,1610612762,21700140,2017-11-05,UTA,HOU,1610612745,10,110,137,L,-27
2017-18,1610612762,21700156,2017-11-07,PHI,UTA,1610612755,11,97,104,L,-7
2017-18,1610612762,21700175,2017-11-10,MIA,UTA,1610612748,12,74,84,L,-10
2017-18,1610612762,21700187,2017-11-11,BKN,UTA,1610612751,13,114,106,W,8
2017-18,1610612762,21700197,2017-11-13,MIN,UTA,1610612750,14,98,109,L,-11
2017-18,1610612762,21700206,2017-11-15,UTA,NYK,1610612752,15,101,106,L,-5
2017-18,1610612762,21700219,2017-11-17,UTA,BKN,1610612751,16,107,118,L,-11
2017-18,1610612762,21700229,2017-11-18,UTA,ORL,1610612753,17,125,85,W,40
2017-18,1610612762,21700244,2017-11-20,UTA,PHI,1610612755,18,86,107,L,-21
2017-18,1610612762,21700265,2017-11-22,CHI,UTA,1610612741,19,110,80,W,30
2017-18,1610612762,21700285,2017-11-25,MIL,UTA,1610612749,20,121,108,W,13
2017-18,1610612762,21700301,2017-11-28,DEN,UTA,1610612743,21,106,77,W,29
2017-18,1610612762,21700317,2017-11-30,UTA,LAC,1610612746,22,126,107,W,19
2017-18,1610612762,21700325,2017-12-01,NOP,UTA,1610612740,23,114,108,W,6
2017-18,1610612762,21700349,2017-12-04,WAS,UTA,1610612764,24,116,69,W,47
2017-18,1610612762,21700351,2017-12-05,UTA,OKC,1610612760,25,94,100,L,-6
2017-18,1610612762,21700366,2017-12-07,HOU,UTA,1610612745,26,101,112,L,-11
2017-18,1610612762,21700381,2017-12-09,UTA,MIL,1610612749,27,100,117,L,-17
2017-18,1610612762,21700409,2017-12-13,UTA,CHI,1610612741,28,100,103,L,-3
2017-18,1610612762,21700423,2017-12-15,UTA,BOS,1610612738,29,107,95,W,12
2017-18,1610612762,21700430,2017-12-16,UTA,CLE,1610612739,30,100,109,L,-9
2017-18,1610612762,21700445,2017-12-18,UTA,HOU,1610612745,31,99,120,L,-21
2017-18,1610612762,21700460,2017-12-20,UTA,OKC,1610612760,32,79,107,L,-28
2017-18,1610612762,21700470,2017-12-21,SAS,UTA,1610612759,33,100,89,W,11
2017-18,1610612762,21700488,2017-12-23,OKC,UTA,1610612760,34,89,103,L,-14
2017-18,1610612762,21700503,2017-12-26,UTA,DEN,1610612743,35,83,107,L,-24
2017-18,1610612762,21700514,2017-12-27,UTA,GSW,1610612744,36,101,126,L,-25
2017-18,1610612762,21700534,2017-12-30,CLE,UTA,1610612739,37,104,101,W,3
2017-18,1610612762,21700564,2018-01-03,NOP,UTA,1610612740,38,98,108,L,-10
2017-18,1610612762,21700574,2018-01-05,UTA,DEN,1610612743,39,91,99,L,-8
2017-18,1610612762,21700586,2018-01-07,UTA,MIA,1610612748,40,102,103,L,-1
2017-18,1610612762,21700605,2018-01-10,UTA,WAS,1610612764,41,107,104,W,3
2017-18,1610612762,21700618,2018-01-12,UTA,CHA,1610612766,42,88,99,L,-11
2017-18,1610612762,21700647,2018-01-15,IND,UTA,1610612754,43,94,109,L,-15
2017-18,1610612762,21700661,2018-01-17,UTA,SAC,1610612758,44,120,105,W,15
2017-18,1610612762,21700672,2018-01-19,NYK,UTA,1610612752,45,115,117,L,-2
2017-18,1610612762,21700681,2018-01-20,LAC,UTA,1610612746,46,125,113,W,12
2017-18,1610612762,21700688,2018-01-22,UTA,ATL,1610612737,47,90,104,L,-14
2017-18,1610612762,21700702,2018-01-24,UTA,DET,1610612765,48,98,95,W,3
2017-18,1610612762,21700716,2018-01-26,UTA,TOR,1610612761,49,97,93,W,4
2017-18,1610612762,21700751,2018-01-30,GSW,UTA,1610612744,50,129,99,W,30
2017-18,1610612762,21700773,2018-02-02,UTA,PHX,1610612756,51,129,97,W,32
2017-18,1610612762,21700781,2018-02-03,UTA,SAS,1610612759,52,120,111,W,9
2017-18,1610612762,21700793,2018-02-05,UTA,NOP,1610612740,53,133,109,W,24
2017-18,1610612762,21700808,2018-02-07,UTA,MEM,1610612763,54,92,88,W,4
2017-18,1610612762,21700824,2018-02-09,CHA,UTA,1610612766,55,106,94,W,12
2017-18,1610612762,21700840,2018-02-11,UTA,POR,1610612757,56,115,96,W,19
2017-18,1610612762,21700845,2018-02-12,SAS,UTA,1610612759,57,101,99,W,2
2017-18,1610612762,21700863,2018-02-14,PHX,UTA,1610612756,58,107,97,W,10
2017-18,1610612762,21700882,2018-02-23,POR,UTA,1610612757,59,81,100,L,-19
2017-18,1610612762,21700890,2018-02-24,DAL,UTA,1610612742,60,97,90,W,7
2017-18,1610612762,21700905,2018-02-26,HOU,UTA,1610612745,61,85,96,L,-11
2017-18,1610612762,21700934,2018-03-02,MIN,UTA,1610612750,62,116,108,W,8
2017-18,1610612762,21700942,2018-03-03,UTA,SAC,1610612758,63,98,91,W,7
2017-18,1610612762,21700955,2018-03-05,ORL,UTA,1610612753,64,94,80,W,14
2017-18,1610612762,21700965,2018-03-07,UTA,IND,1610612754,65,104,84,W,20
2017-18,1610612762,21700980,2018-03-09,UTA,MEM,1610612763,66,95,78,W,17
2017-18,1610612762,21700995,2018-03-11,UTA,NOP,1610612740,67,116,99,W,17
2017-18,1610612762,21701013,2018-03-13,DET,UTA,1610612765,68,110,79,W,31
2017-18,1610612762,21701027,2018-03-15,PHX,UTA,1610612756,69,116,88,W,28
2017-18,1610612762,21701043,2018-03-17,SAC,UTA,1610612758,70,103,97,W,6
2017-18,1610612762,21701062,2018-03-20,ATL,UTA,1610612737,71,94,99,L,-5
2017-18,1610612762,21701076,2018-03-22,UTA,DAL,1610612742,72,119,112,W,7
2017-18,1610612762,21701085,2018-03-23,UTA,SAS,1610612759,73,120,124,L,-4
2017-18,1610612762,21701102,2018-03-25,UTA,GSW,1610612744,74,110,91,W,19
2017-18,1610612762,21701121,2018-03-28,BOS,UTA,1610612738,75,94,97,L,-3
2017-18,1610612762,21701135,2018-03-30,MEM,UTA,1610612763,76,107,97,W,10
2017-18,1610612762,21701151,2018-04-01,UTA,MIN,1610612750,77,121,97,W,24
2017-18,1610612762,21701166,2018-04-03,LAL,UTA,1610612747,78,117,110,W,7
2017-18,1610612762,21701179,2018-04-05,LAC,UTA,1610612746,79,117,95,W,22
2017-18,1610612762,21701201,2018-04-08,UTA,LAL,1610612747,80,112,97,W,15
2017-18,1610612762,21701217,2018-04-10,GSW,UTA,1610612744,81,119,79,W,40
2017-18,1610612762,21701229,2018-04-11,UTA,POR,1610612757,82,93,102,L,-9
