player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
201143,Al Horford,Al,1610612738,BOS,39.0,60,44,16,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,206,62,189,61,247,5,2,11,4,18,12,1,157,41,122,85,1,1,137,BOS
1631248,Baylor Scheierman,Baylor,1610612738,BOS,24.0,31,27,4,0.871,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,232,50,14,36,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1628401,Derrick White,Derrick,1610612738,BOS,30.0,76,58,18,0.763,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,7,211,53,36,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1641809,Drew Peterson,Drew,1610612738,BOS,25.0,25,17,8,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,323,104,80,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1631120,JD Davison,JD,1610612738,BOS,22.0,16,13,3,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469,382,39,27,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1627759,Jaylen Brown,Jaylen,1610612738,BOS,28.0,63,46,17,0.73,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,185,45,202,64,36,5,2,11,4,18,12,1,13,41,8,85,1,1,137,BOS
1628369,Jayson Tatum,Jayson,1610612738,BOS,27.0,72,53,19,0.736,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,95,17,226,60,36,5,2,11,4,18,12,1,37,41,8,85,1,1,137,BOS
1641775,Jordan Walsh,Jordan,1610612738,BOS,21.0,52,39,13,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,100,157,56,36,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
201950,Jrue Holiday,Jrue,1610612738,BOS,34.0,62,47,15,0.758,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,36,179,55,36,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
204001,Kristaps Porziņģis,Kristaps,1610612738,BOS,29.0,42,30,12,0.714,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,330,196,146,68,36,5,2,11,4,18,12,1,13,41,122,17,1,1,21,BOS
1628436,Luke Kornet,Luke,1610612738,BOS,29.0,73,53,20,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,86,17,242,65,247,5,2,11,4,18,12,1,157,41,122,85,1,1,21,BOS
1641936,Miles Norris,Miles,1610612738,BOS,25.0,3,2,1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549,525,10,84,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1629674,Neemias Queta,Neemias,1610612738,BOS,25.0,62,46,16,0.742,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,192,45,189,57,36,5,2,11,4,18,12,1,37,41,122,17,1,1,137,BOS
1630202,Payton Pritchard,Payton,1610612738,BOS,27.0,80,59,21,0.738,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16,6,253,58,36,5,2,11,4,18,12,1,157,41,122,85,1,1,137,BOS
1630573,Sam Hauser,Sam,1610612738,BOS,27.0,71,52,19,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,19,226,62,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1628470,Torrey Craig,Torrey,1610612738,BOS,34.0,26,16,10,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,340,117,144,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
1630214,Xavier Tillman,Xavier,1610612738,BOS,26.0,33,26,7,0.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,240,90,38,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137,BOS
