season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2019-20,1610612765,21900004,2019-10-23,DET,IND,1610612754,1,119,110,W,9
2019-20,1610612765,21900014,2019-10-24,ATL,DET,1610612737,2,100,117,L,-17
2019-20,1610612765,21900027,2019-10-26,PHI,DET,1610612755,3,111,117,L,-6
2019-20,1610612765,21900041,2019-10-28,IND,DET,1610612754,4,96,94,W,2
2019-20,1610612765,21900060,2019-10-30,DET,TOR,1610612761,5,113,125,L,-12
2019-20,1610612765,21900073,2019-11-01,DET,CHI,1610612741,6,106,112,L,-6
2019-20,1610612765,21900078,2019-11-02,BKN,DET,1610612751,7,113,109,W,4
2019-20,1610612765,21900091,2019-11-04,DET,WAS,1610612764,8,99,115,L,-16
2019-20,1610612765,21900103,2019-11-06,NYK,DET,1610612752,9,122,102,W,20
2019-20,1610612765,21900116,2019-11-08,DET,IND,1610612754,10,106,112,L,-6
2019-20,1610612765,21900140,2019-11-11,MIN,DET,1610612750,11,114,120,L,-6
2019-20,1610612765,21900148,2019-11-12,DET,MIA,1610612748,12,108,117,L,-9
2019-20,1610612765,21900167,2019-11-15,DET,CHA,1610612766,13,106,109,L,-3
2019-20,1610612765,21900209,2019-11-20,DET,CHI,1610612741,14,89,109,L,-20
2019-20,1610612765,21900215,2019-11-22,ATL,DET,1610612737,15,128,103,W,25
2019-20,1610612765,21900233,2019-11-23,DET,MIL,1610612749,16,90,104,L,-14
2019-20,1610612765,21900241,2019-11-25,ORL,DET,1610612753,17,103,88,W,15
2019-20,1610612765,21900254,2019-11-27,DET,CHA,1610612766,18,101,102,L,-1
2019-20,1610612765,21900268,2019-11-29,CHA,DET,1610612766,19,107,110,L,-3
2019-20,1610612765,21900288,2019-12-01,SAS,DET,1610612759,20,132,98,W,34
2019-20,1610612765,21900299,2019-12-03,DET,CLE,1610612739,21,127,94,W,33
2019-20,1610612765,21900307,2019-12-04,MIL,DET,1610612749,22,103,127,L,-24
2019-20,1610612765,21900322,2019-12-06,IND,DET,1610612754,23,108,101,W,7
2019-20,1610612765,21900348,2019-12-09,DET,NOP,1610612740,24,105,103,W,2
