GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,201582,Alexis Ajinca,Alexis,1610612740,NOP,28.0,6,2,4,0.333,1.5,0.2,0.5,0.333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.3,-2.0,1.1,0,0,1.0,312,326,285,330,339,263,251,255,209,211,209,299,312,299,270,181,242,287,107,42,200,206,183,326,318,389,309,190,13,300
Players,202087,Alonzo Gee,Alonzo,1610612740,NOP,29.0,27,15,12,0.556,1.9,0.1,0.1,0.75,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.3,-1.4,0.6,0,0,0.6,131,109,157,142,302,305,370,33,209,266,209,295,302,261,256,293,308,206,172,237,200,206,280,323,336,364,368,190,13,361
Players,203076,Anthony Davis,Anthony,1610612740,NOP,23.0,31,15,16,0.484,3.9,1.0,1.7,0.596,0.2,0.4,0.417,0.8,1.1,0.788,0.3,1.0,1.3,0.1,0.1,0.1,0.2,0.1,0.4,0.8,3.0,-0.1,5.4,22,0,5.1,100,109,97,232,58,13,53,65,81,128,64,34,36,158,52,12,17,256,155,170,30,94,170,28,20,225,16,8,13,16
Players,1626214,Bryce Dejean-Jones,Bryce,1610612740,NOP,23.0,3,1,2,0.333,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.7,0.3,2.6,0,0,2.0,357,362,329,330,372,342,379,342,209,275,209,55,84,1,270,181,242,64,282,6,200,206,183,128,238,162,141,190,13,171
Players,201967,Dante Cunningham,Dante,1610612740,NOP,29.0,30,13,17,0.433,2.8,0.2,0.7,0.35,0.1,0.4,0.25,0.0,0.0,0.0,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.1,0.6,0.0,0.6,-1.8,1.2,0,0,1.2,107,129,77,266,207,231,200,245,119,117,140,299,312,299,151,274,242,252,225,220,179,126,48,326,269,381,292,190,13,285
Players,201569,Eric Gordon,Eric,1610612740,NOP,27.0,27,9,18,0.333,3.5,0.4,0.9,0.44,0.2,0.6,0.313,0.5,0.6,0.875,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.1,0.3,0.4,1.5,-1.0,2.2,0,0,2.3,131,182,59,330,101,141,146,153,62,62,112,84,107,96,270,293,327,206,172,81,173,75,229,115,107,325,169,190,13,146
Players,203516,James Ennis III,James,1610612740,NOP,25.0,2,1,1,0.5,3.7,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,374,362,363,188,74,342,251,342,209,275,209,87,122,1,270,356,370,287,282,237,200,5,73,66,274,136,375,190,13,364
Players,202706,Jordan Hamilton,Jordan,1610612740,NOP,25.0,3,1,2,0.333,3.5,0.3,1.3,0.25,0.3,1.0,0.333,0.7,0.7,1.0,0.3,0.3,0.7,0.3,0.0,0.3,0.0,0.0,1.0,0.3,1.7,-5.3,4.0,0,0,3.7,357,362,329,330,102,171,82,298,12,5,88,55,84,1,40,181,112,64,282,6,200,206,4,128,92,436,52,190,13,55
Players,201950,Jrue Holiday,Jrue,1610612740,NOP,26.0,38,17,21,0.447,3.8,0.8,1.8,0.456,0.2,0.6,0.333,0.8,0.9,0.909,0.0,0.4,0.4,0.7,0.6,0.2,0.0,0.1,0.4,0.7,2.6,-0.4,4.1,5,0,4.3,38,88,26,257,65,38,45,140,63,71,88,43,59,80,270,155,211,17,4,35,200,109,131,48,29,256,49,70,13,33
Players,2570,Kendrick Perkins,Kendrick,1610612740,NOP,31.0,4,2,2,0.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,-2.0,0.8,0,0,0.8,339,326,329,188,249,342,379,342,209,275,209,299,312,299,270,244,294,287,52,237,20,206,258,326,359,389,347,190,13,342
