close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203110,Draymond Green,1610612744,GSW,F,35.0,12,12,1.0,88,212,0.415,0.477,-0.062
1627741,Buddy Hield,1610612744,GSW,G,32.0,12,12,1.0,69,130,0.531,0.459,0.071
202710,Jimmy Butler III,1610612744,GSW,F,35.0,11,11,1.0,70,126,0.556,0.473,0.082
1641764,Brandin Podziemski,1610612744,GSW,G,22.0,12,12,1.0,53,116,0.457,0.46,-0.003
1642366,Quinten Post,1610612744,GSW,C,25.0,11,11,1.0,40,81,0.494,0.477,0.016
1630541,Moses Moody,1610612744,GSW,G,23.0,12,12,1.0,35,74,0.473,0.457,0.016
201939,Stephen Curry,1610612744,GSW,G,37.0,8,8,1.0,29,70,0.414,0.45,-0.036
1626172,Kevon Looney,1610612744,GSW,F,29.0,11,11,1.0,32,66,0.485,0.47,0.015
1630228,Jonathan Kuminga,1610612744,GSW,F,22.0,8,8,1.0,25,60,0.417,0.465,-0.048
1627780,Gary Payton II,1610612744,GSW,G,32.0,11,11,1.0,18,49,0.367,0.445,-0.077
1631218,Trayce Jackson-Davis,1610612744,GSW,F,25.0,7,7,1.0,19,39,0.487,0.478,0.009
1630611,Gui Santos,1610612744,GSW,F,22.0,7,7,1.0,13,30,0.433,0.464,-0.031
1630311,Pat Spencer,1610612744,GSW,G,28.0,6,6,1.0,13,25,0.52,0.466,0.054
1628995,Kevin Knox II,1610612744,GSW,F,25.0,5,5,1.0,1,10,0.1,0.454,-0.354
1630296,Braxton Key,1610612744,GSW,F,28.0,3,3,1.0,2,6,0.333,0.443,-0.11
