group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,201976,Patrick Beverley,Patrick,1610612746,LAC,32.0,5,1,4,0.2,12.088333333333331,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,2,0,-16,2.4,0,0,2.0,30,54,114,95,41,73,51,73,36,26,36,46,47,46,13,44,36,39,27,22,20,1,93,17,85,121,81,44,5,81,LAC
Players,1627826,Ivica Zubac,Ivica,1610612746,LAC,24.0,3,0,3,0.0,7.355,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,1,1,2,-3,6.2,2,0,5.0,53,100,98,100,68,38,70,1,36,66,36,46,47,46,13,73,56,39,27,22,4,1,58,27,61,88,56,15,5,61,LAC
Players,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,31.0,8,2,6,0.25,16.838333333333335,0,3,0.0,0,3,0.0,1,4,0.25,1,0,1,0,0,0,0,1,1,2,1,-15,2.2,0,0,2.0,11,35,129,90,22,73,41,73,36,14,36,34,13,45,13,73,56,39,27,22,20,113,58,17,80,116,86,44,5,81,LAC
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,30.0,6,1,5,0.167,14.318333333333332,4,6,0.667,2,3,0.667,1,1,1.0,0,3,3,0,1,0,0,0,1,1,11,-30,13.6,1,0,16.0,25,54,123,98,34,10,20,22,6,14,8,34,42,1,40,16,25,39,11,22,20,1,58,27,16,132,24,23,5,17,LAC
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,32.0,9,3,6,0.333,15.628333333333334,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,1,0,-6,2.4,0,0,2.0,2,19,129,74,25,73,51,73,36,46,36,46,47,46,13,44,36,39,27,22,20,1,93,27,85,99,81,44,5,81,LAC
Players,1628379,Luke Kennard,Luke,1610612746,LAC,25.0,5,1,4,0.2,7.045,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5,2.0,0,0,2.0,30,54,114,95,70,38,51,30,36,46,36,46,47,46,40,73,81,39,27,22,20,1,1,63,61,33,89,44,5,81,LAC
Players,202331,Paul George,Paul,1610612746,LAC,31.0,11,3,8,0.273,28.04833333333333,4,11,0.364,0,6,0.0,6,11,0.545,0,9,9,3,3,0,1,1,5,7,14,-26,29.3,7,0,28.0,1,19,132,89,8,10,8,53,36,4,36,6,5,35,40,2,2,5,4,22,4,113,127,3,7,131,5,2,5,5,LAC
Players,202326,DeMarcus Cousins,DeMarcus,1610612746,LAC,30.0,2,0,2,0.0,0.075,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-3,1.0,0,0,1.0,75,100,69,100,129,73,91,73,36,66,36,34,22,36,40,73,81,39,27,22,20,1,1,27,80,88,102,44,5,95,LAC
Players,202704,Reggie Jackson,Reggie,1610612746,LAC,31.0,9,3,6,0.333,19.876666666666665,2,7,0.286,0,3,0.0,0,0,0.0,1,2,3,1,1,0,0,0,2,1,4,-3,8.1,1,0,8.0,2,19,129,74,19,24,14,63,36,14,36,46,47,46,13,28,25,22,11,22,20,1,93,27,39,88,48,23,5,45,LAC
Players,1629611,Terance Mann,Terance,1610612746,LAC,24.0,7,2,5,0.286,12.105,3,5,0.6,1,2,0.5,1,2,0.5,1,1,2,0,0,1,0,1,3,1,8,-14,13.4,0,0,13.0,19,35,123,85,40,16,26,26,13,26,12,34,22,36,13,44,36,39,27,3,20,113,118,27,23,114,25,44,5,24,LAC
Players,200765,Rajon Rondo,Rajon,1610612746,LAC,35.0,4,0,4,0.0,6.971666666666667,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,2,0,1,1,0,0,0,0,-19,12.6,0,0,9.0,36,100,114,100,71,73,51,73,36,46,36,46,47,46,13,28,25,9,27,3,4,1,1,63,85,127,26,44,5,39,LAC
