group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,201976,Patrick Beverley,Patrick,1610612746,LAC,32.0,5,1,4,0.2,12.088333333333331,0,0,0,0,2,2,0,14,0,0,2,2,2.4,30,54,114,95,41,21,26,9,47,65,60,1,105,20,1,93,17,81,LAC
Players,1627826,Ivica Zubac,Ivica,1610612746,LAC,24.0,3,0,3,0.0,7.355,0,0,0,2,2,2,0,8,1,0,1,1,6.2,53,100,98,100,68,21,26,9,24,65,60,1,79,4,1,58,27,56,LAC
Players,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,31.0,8,2,6,0.25,16.838333333333335,0,0,0,0,6,2,0,10,0,1,1,2,2.2,11,35,129,90,22,21,26,9,47,113,60,1,95,20,113,58,17,86,LAC
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,30.0,6,1,5,0.167,14.318333333333332,0,0,0,2,6,3,0,10,0,0,1,1,13.6,25,54,123,98,34,21,26,9,24,113,85,1,95,20,1,58,27,24,LAC
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,32.0,9,3,6,0.333,15.628333333333334,0,0,0,0,6,5,0,12,0,0,2,1,2.4,2,19,129,74,25,21,26,9,47,113,100,1,102,20,1,93,27,81,LAC
Players,1628379,Luke Kennard,Luke,1610612746,LAC,25.0,5,1,4,0.2,7.045,0,0,0,0,0,0,0,6,0,0,0,0,2.0,30,54,114,95,70,21,26,9,47,1,1,1,59,20,1,1,63,89,LAC
Players,202331,Paul George,Paul,1610612746,LAC,31.0,11,3,8,0.273,28.04833333333333,4,0,2,2,8,5,0,24,1,1,5,7,29.3,1,19,132,89,8,4,26,4,24,122,100,1,128,4,113,127,3,5,LAC
Players,202326,DeMarcus Cousins,DeMarcus,1610612746,LAC,30.0,2,0,2,0.0,0.075,0,1,0,0,0,2,0,2,0,0,0,1,1.0,75,100,69,100,129,21,21,9,47,1,60,1,27,20,1,1,27,102,LAC
Players,202704,Reggie Jackson,Reggie,1610612746,LAC,31.0,9,3,6,0.333,19.876666666666665,0,0,0,4,2,1,0,14,0,0,2,1,8.1,2,19,129,74,19,21,26,9,13,65,55,1,105,20,1,93,27,48,LAC
Players,1629611,Terance Mann,Terance,1610612746,LAC,24.0,7,2,5,0.286,12.105,2,3,0,4,5,1,0,10,0,1,3,1,13.4,19,35,123,85,40,10,5,9,13,101,55,1,95,20,113,118,27,25,LAC
Players,200765,Rajon Rondo,Rajon,1610612746,LAC,35.0,4,0,4,0.0,6.971666666666667,0,0,0,0,3,2,0,10,1,0,0,0,12.6,36,100,114,100,71,21,26,9,47,92,60,1,95,4,1,1,63,26,LAC
