close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
200768,Kyle Lowry,1610612761,TOR,G,30.0,20,20,0.551,44,119,0.37,0.383,-0.014
201960,DeMarre Carroll,1610612761,TOR,F,29.0,20,20,0.515,42,118,0.356,0.376,-0.02
202335,Patrick Patterson,1610612761,TOR,F,27.0,20,20,0.556,42,110,0.382,0.38,0.002
202709,Cory Joseph,1610612761,TOR,G,24.0,20,19,0.512,38,86,0.442,0.378,0.064
201942,DeMar DeRozan,1610612761,TOR,G,26.0,20,20,0.593,34,86,0.395,0.379,0.017
202687,Bismack Biyombo,1610612761,TOR,C-F,23.0,20,20,0.3,24,57,0.421,0.377,0.044
203082,Terrence Ross,1610612761,TOR,F-G,25.0,18,18,0.506,18,43,0.419,0.373,0.045
2449,Luis Scola,1610612761,TOR,F,36.0,11,10,0.519,8,27,0.296,0.384,-0.088
1626181,Norman Powell,1610612761,TOR,G,23.0,14,13,0.563,13,27,0.481,0.368,0.114
202685,Jonas Valančiūnas,1610612761,TOR,C,24.0,12,9,0.202,9,23,0.391,0.368,0.023
201949,James Johnson,1610612761,TOR,F,29.0,10,9,0.5,7,22,0.318,0.378,-0.06
1626153,Delon Wright,1610612761,TOR,G,24.0,8,6,0.789,3,15,0.2,0.382,-0.182
201574,Jason Thompson,1610612761,TOR,F-C,29.0,9,6,0.368,2,7,0.286,0.348,-0.062
203512,Lucas Nogueira,1610612761,TOR,C,23.0,4,2,0.167,1,3,0.333,0.377,-0.043
