season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2024-25,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,31.8,90.0,92.2,92.2,142.9,148.4,148.4,-52.9,-56.2,-56.2,0.235,1.33,20.0,0.079,0.321,0.182,15.0,14.7,0.5,0.484,0.216,0.221,98.06,95.13,79.27,95.13,0.103,64,6,13,6.0,13.0,0.462,1,851,851,851,519,1377,1334,1334,1537,1584,1584,1563,1563,1563,329,421,531,331,81,119,1274,1267,727,1014,533,553,912,1138,1138,689,334,339,334,339,744,1,31:47,2024,2025
2024-25,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,12.6,87.7,88.0,88.0,126.4,128.0,128.0,-38.7,-40.0,-40.0,0.143,0.0,14.3,0.167,0.091,0.138,0.0,0.0,0.2,0.34,0.188,0.189,96.04,95.28,79.4,95.28,0.052,25,1,5,1.0,5.0,0.2,1,851,851,851,1232,1414,1403,1403,1338,1342,1342,1471,1468,1469,611,796,767,82,950,293,1,1,1313,1252,744,788,1089,1123,1123,1096,1101,944,1101,944,1291,1,12:36,2024,2025
2024-25,1631107,Nikola Jović,Nikola,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,29.3,84.5,86.7,86.7,128.0,131.1,131.1,-43.5,-44.5,-44.5,0.167,1.0,9.5,0.054,0.111,0.078,9.5,9.6,0.667,0.716,0.275,0.27,101.74,99.28,82.74,99.28,0.184,60,8,15,8.0,15.0,0.533,1,851,851,851,625,1451,1424,1424,1368,1398,1398,1511,1505,1505,527,448,958,517,809,815,987,994,409,372,217,273,558,724,724,223,180,242,180,242,471,1,29:15,2024,2025
2024-25,1642352,Keshad Johnson,Keshad,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,6.8,109.7,107.7,107.7,120.6,125.0,125.0,-10.9,-17.3,-17.3,0.0,0.0,0.0,0.111,0.0,0.067,50.0,50.0,1.0,1.0,0.111,0.119,89.6,88.89,74.07,88.89,0.019,13,1,1,1.0,1.0,1.0,1,851,851,851,1416,811,891,891,1189,1256,1256,1092,1209,1209,1135,796,1135,185,1363,935,1637,1637,41,57,1295,1277,1500,1546,1546,1303,1101,1398,1101,1398,1,1,6:45,2024,2025
2024-25,1629312,Haywood Highsmith,Haywood,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,10.8,30.6,28.0,28.0,147.5,154.2,154.2,-116.9,-126.2,-126.2,0.0,0.0,0.0,0.063,0.429,0.174,33.3,33.3,0.25,0.25,0.214,0.232,106.25,108.55,90.46,108.55,0.023,25,1,4,1.0,4.0,0.25,1,851,851,851,1295,1636,1638,1638,1573,1618,1618,1670,1673,1673,1135,796,1135,449,35,136,1575,1578,1270,1344,541,475,227,172,172,1275,1101,1037,1101,1037,1213,1,10:50,2024,2025
2024-25,1629130,Duncan Robinson,Duncan,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,14.6,89.8,89.7,89.7,120.6,117.2,117.2,-30.8,-27.6,-27.6,0.0,0.0,0.0,0.0,0.071,0.029,37.5,35.5,0.0,0.0,0.216,0.235,94.28,95.67,79.73,95.67,-0.15,29,0,5,0.0,5.0,0.0,1,851,851,851,1151,1383,1376,1376,1187,1051,1051,1415,1353,1353,1135,796,1135,889,1087,1373,1620,1620,1362,1411,533,462,1207,1087,1087,1638,1362,944,1362,944,1362,1,14:33,2024,2025
2024-25,1630558,Davion Mitchell,Davion,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,35.2,85.8,86.3,86.3,133.0,140.8,140.8,-47.2,-54.5,-54.5,0.238,1.67,27.8,0.0,0.0,0.0,16.7,16.8,0.389,0.405,0.159,0.156,101.43,98.32,81.93,98.32,0.013,73,3,9,3.0,9.0,0.333,1,851,851,851,355,1437,1432,1432,1439,1528,1528,1537,1556,1556,317,346,304,889,1363,1460,1313,1338,1083,1161,968,1032,580,830,830,1327,711,586,711,586,1049,1,35:09,2024,2025
2024-25,1642276,Kel'el Ware,Kel'el,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,15.3,80.4,80.6,80.6,136.1,141.9,141.9,-55.7,-61.3,-61.3,0.0,0.0,0.0,0.05,0.429,0.206,0.0,0.0,0.167,0.167,0.158,0.162,99.38,97.18,80.98,97.18,0.054,31,1,6,1.0,6.0,0.167,1,851,851,851,1124,1483,1483,1483,1485,1538,1538,1577,1586,1586,1135,796,1135,547,35,73,1,1,1327,1391,969,986,779,945,945,1080,1101,868,1101,868,1315,1,15:19,2024,2025
2024-25,1629639,Tyler Herro,Tyler,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,30.5,82.3,83.9,83.9,148.6,152.4,152.4,-66.3,-68.5,-68.5,0.05,1.0,7.7,0.0,0.045,0.017,7.7,7.8,0.15,0.184,0.169,0.167,100.51,98.31,81.92,98.31,-0.055,62,1,10,1.0,10.0,0.1,1,851,851,851,566,1468,1453,1453,1580,1612,1612,1611,1604,1604,1040,448,1019,889,1262,1441,879,887,1340,1383,877,945,662,832,832,1562,1101,523,1101,523,1357,1,30:31,2024,2025
2024-25,203937,Kyle Anderson,Kyle,1610612748,MIA,Miami Heat,42400104,2025-04-28T00:00:00,MIA vs. CLE,L,7.7,59.7,57.9,57.9,151.1,172.2,172.2,-91.4,-114.3,-114.3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.1,0.103,122.23,116.08,96.73,116.08,-0.077,19,0,1,0.0,1.0,0.0,1,851,851,851,1388,1590,1598,1598,1599,1657,1657,1643,1665,1665,1135,796,1135,889,1363,1460,1637,1637,1362,1411,1360,1368,32,76,76,1588,1362,1398,1362,1398,1362,1,7:39,2024,2025
