close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203954,Joel Embiid,1610612755,PHI,C,24.0,62,62,1.0,7.63,18.18,0.42,0.481,-0.061
203967,Dario Šarić,1610612755,PHI,F,24.0,76,76,1.0,5.71,12.37,0.462,0.461,0.001
1627732,Ben Simmons,1610612755,PHI,G-F,21.0,80,80,1.0,4.94,11.98,0.412,0.463,-0.051
203496,Robert Covington,1610612755,PHI,F,27.0,79,79,1.0,5.34,11.61,0.46,0.457,0.003
101141,Ersan Ilyasova,1610612755,PHI,F,31.0,69,69,1.0,4.8,10.39,0.462,0.463,-0.002
200755,JJ Redick,1610612755,PHI,G-F,34.0,69,69,1.0,3.68,8.35,0.441,0.452,-0.011
201573,Jerryd Bayless,1610612755,PHI,G,29.0,38,38,1.0,3.61,8.29,0.435,0.451,-0.016
101161,Amir Johnson,1610612755,PHI,C-F,31.0,74,74,1.0,3.51,8.24,0.426,0.476,-0.049
204456,T.J. McConnell,1610612755,PHI,G,26.0,75,75,1.0,3.27,8.24,0.396,0.444,-0.047
1626158,Richaun Holmes,1610612755,PHI,F-C,24.0,45,45,1.0,3.51,8.11,0.433,0.469,-0.037
1628365,Markelle Fultz,1610612755,PHI,G,20.0,14,14,1.0,3.14,7.43,0.423,0.44,-0.017
201158,Marco Belinelli,1610612755,PHI,G-F,32.0,79,79,1.0,3.41,7.19,0.474,0.447,0.026
1627789,Timothe Luwawu-Cabarrot,1610612755,PHI,G-F,23.0,49,49,1.0,2.2,5.35,0.412,0.445,-0.033
1626147,Justin Anderson,1610612755,PHI,G-F,24.0,33,33,1.0,1.76,4.64,0.379,0.446,-0.067
203949,James Michael McAdoo,1610612755,PHI,F,25.0,2,2,1.0,2.0,4.0,0.5,0.429,0.071
203923,James Young,1610612755,PHI,G-F,22.0,5,5,1.0,0.8,3.8,0.211,0.459,-0.248
1627743,Demetrius Jackson,1610612755,PHI,G,23.0,11,11,1.0,1.45,2.91,0.5,0.453,0.047
1627788,Furkan Korkmaz,1610612755,PHI,G-F,20.0,9,9,1.0,1.67,2.78,0.6,0.421,0.179
1626643,Jacob Pullen,1610612755,PHI,G,28.0,1,1,1.0,1.0,2.0,0.5,0.395,0.105
