season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612741,CHI,Chicago Bulls,21900962,2020-03-10,CHI vs. CLE,W,48.0,42,84,0.5,12,34,0.353,12,15,0.8,14,32,46,23,21.0,8,6,5,21,15,108,5.0,1,1,1,1,139,784,1564,492,971,986,1099,1673,1788,832,227,1374,826,1201,1952,772,514,1008,1021,1879,1259,781,1,2019,2020,True,CHI,CLE,MAR
2019-20,1610612741,CHI,Chicago Bulls,21900946,2020-03-08,CHI @ BKN,L,48.0,39,92,0.424,12,34,0.353,17,25,0.68,5,26,31,23,7.0,14,3,5,31,24,107,-3.0,1,1060,1060,1060,139,1270,604,1570,971,986,1099,1053,753,1730,1920,1994,2076,1201,32,34,1447,1008,2077,409,1321,1162,1,2019,2020,False,BKN,CHI,MAR
2019-20,1610612741,CHI,Chicago Bulls,21900934,2020-03-06,CHI vs. IND,L,48.0,40,97,0.412,9,38,0.237,13,15,0.867,17,28,45,27,17.0,12,6,8,25,16,102,-6.0,1,1060,1060,1060,139,1110,216,1722,1595,533,1957,1560,1788,353,55,1854,952,545,1472,124,514,1801,1711,1757,1647,1339,1,2019,2020,True,CHI,IND,MAR
2019-20,1610612741,CHI,Chicago Bulls,21900922,2020-03-04,CHI @ MIN,L,48.0,45,94,0.479,11,30,0.367,7,11,0.636,9,31,40,24,10.0,10,5,4,19,15,108,-7.0,1,1060,1060,1060,139,375,422,774,1158,1470,952,2048,2019,1916,1152,1518,1565,1009,227,356,785,673,651,1879,1259,1406,1,2019,2020,False,MIN,CHI,MAR
2019-20,1610612741,CHI,Chicago Bulls,21900907,2020-03-02,CHI vs. DAL,W,48.0,44,94,0.468,10,36,0.278,11,17,0.647,12,30,42,24,14.0,7,5,5,21,20,109,2.0,1,1,1,1,139,496,422,937,1399,744,1750,1793,1604,1871,528,1640,1317,1009,867,1046,785,1008,1021,1099,1186,958,1,2019,2020,True,CHI,DAL,MAR
2019-20,1610612741,CHI,Chicago Bulls,21900887,2020-02-29,CHI @ NYK,L,48.0,41,89,0.461,17,35,0.486,16,23,0.696,13,20,33,26,8.0,12,3,4,22,19,115,-10.0,1,1060,1060,1060,139,941,935,1046,195,845,142,1193,971,1639,363,2115,2042,688,67,124,1447,673,1229,1301,786,1615,1,2019,2020,False,NYK,CHI,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900859,2020-02-25,CHI vs. OKC,L,48.0,52,97,0.536,12,31,0.387,6,9,0.667,13,26,39,22,11.0,6,4,7,25,17,122,-2.0,1,1060,1060,1060,139,26,216,190,971,1348,764,2075,2078,1757,363,1994,1661,1352,349,1334,1112,1606,1711,1627,403,1107,1,2019,2020,True,CHI,OKC,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900845,2020-02-23,CHI vs. WAS,W,48.0,45,81,0.556,18,37,0.486,18,28,0.643,10,27,37,27,29.0,15,4,3,28,27,126,9.0,1,1,1,1,139,375,1835,96,116,632,138,930,493,1888,918,1924,1820,545,2115,17,1112,354,1980,140,263,505,1,2019,2020,True,CHI,WAS,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900839,2020-02-22,CHI vs. PHX,L,48.0,36,83,0.434,14,38,0.368,18,21,0.857,11,27,38,18,26.0,11,7,4,29,23,104,-8.0,1,1060,1060,1060,139,1710,1686,1426,562,533,932,930,1202,397,701,1924,1748,1895,2101,212,319,673,2019,531,1516,1479,1,2019,2020,True,CHI,PHX,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900823,2020-02-20,CHI vs. CHA,L,48.0,37,87,0.425,7,31,0.226,12,19,0.632,12,26,38,24,14.0,12,3,4,23,16,93,-10.0,1,1060,1060,1060,139,1573,1183,1556,1889,1348,1989,1673,1418,1928,528,1994,1748,1009,867,124,1447,673,1421,1757,1983,1615,1,2019,2020,True,CHI,CHA,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900803,2020-02-11,CHI @ WAS,L,48.0,44,92,0.478,16,39,0.41,10,14,0.714,10,34,44,25,22.0,9,4,6,22,16,114,-12.0,1,1060,1060,1060,139,496,604,777,295,448,567,1874,1865,1527,918,1080,1081,831,2013,520,1112,1335,1229,1757,852,1706,1,2019,2020,False,WAS,CHI,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900788,2020-02-09,CHI @ PHI,L,48.0,43,88,0.489,12,32,0.375,13,17,0.765,14,28,42,23,18.0,8,3,6,24,18,111,-7.0,1,1060,1060,1060,139,624,1074,646,971,1221,869,1560,1604,1141,227,1854,1317,1201,1641,772,1447,1335,1589,1469,1057,1406,1,2019,2020,False,PHI,CHI,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900765,2020-02-06,CHI vs. NOP,L,48.0,46,93,0.495,13,29,0.448,14,23,0.609,11,29,40,25,16.0,11,1,7,16,20,119,-6.0,1,1060,1060,1060,139,282,513,558,763,1573,307,1458,971,1989,701,1763,1565,831,1282,212,1986,1606,241,1099,553,1339,1,2019,2020,True,CHI,NOP,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900740,2020-02-02,CHI @ TOR,L,48.0,35,90,0.389,15,48,0.313,17,26,0.654,17,24,41,25,16.0,10,0,5,21,18,102,-27.0,1,1060,1060,1060,139,1811,826,1930,400,56,1466,1053,662,1839,55,2066,1443,831,1282,356,2088,1008,1021,1469,1647,2049,1,2019,2020,False,TOR,CHI,FEB
2019-20,1610612741,CHI,Chicago Bulls,21900721,2020-01-31,CHI @ BKN,L,48.0,42,86,0.488,12,34,0.353,22,26,0.846,11,27,38,27,14.0,7,3,5,21,21,118,-15.0,1,1060,1060,1060,139,784,1320,650,971,986,1099,479,662,480,701,1924,1748,545,867,1046,1447,1008,1021,891,609,1817,1,2019,2020,False,BKN,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900708,2020-01-29,CHI @ IND,L,53.0,45,85,0.529,6,33,0.182,10,15,0.667,6,28,34,26,20.0,10,3,2,17,14,106,-9.0,1,1060,1060,1060,13,375,1446,238,1994,1103,2074,1874,1788,1757,1776,1854,1996,688,1869,356,1447,134,363,1971,1389,1552,1,2019,2020,False,IND,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900695,2020-01-27,CHI vs. SAS,W,48.0,42,93,0.452,14,37,0.378,12,15,0.8,14,36,50,28,12.0,8,2,6,23,12,110,1.0,1,1,1,1,139,784,513,1191,562,632,848,1673,1788,832,227,749,431,429,522,772,1766,1335,1421,2067,1125,1013,1,2019,2020,True,CHI,SAS,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900682,2020-01-25,CHI @ CLE,W,48.0,44,85,0.518,12,33,0.364,18,24,0.75,7,29,36,24,11.0,15,2,1,16,20,118,12.0,1,1,1,1,139,496,1446,332,971,1103,978,930,865,1227,1604,1763,1896,1009,349,17,1766,32,241,1099,609,372,1,2019,2020,False,CLE,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900674,2020-01-24,CHI vs. SAC,L,48.0,31,79,0.392,8,37,0.216,11,14,0.786,8,35,43,23,21.0,6,4,8,21,20,81,-17.0,1,1060,1060,1060,139,2062,1934,1903,1773,632,2015,1793,1865,988,1393,898,1202,1201,1952,1334,1112,1801,1021,1099,2106,1884,1,2019,2020,True,CHI,SAC,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900661,2020-01-22,CHI vs. MIN,W,48.0,39,84,0.464,9,30,0.3,30,37,0.811,12,38,50,21,13.0,9,2,3,22,25,117,7.0,1,1,1,1,139,1270,1564,993,1595,1470,1571,64,62,774,528,498,431,1520,689,520,1766,354,1229,294,665,641,1,2019,2020,True,CHI,MIN,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900647,2020-01-20,CHI @ MIL,L,48.0,34,92,0.37,14,48,0.292,16,18,0.889,7,32,39,18,17.0,11,2,5,21,15,98,-13.0,1,1060,1060,1060,139,1890,604,2026,562,56,1647,1193,1511,237,1604,1374,1661,1895,1472,212,1766,1008,1021,1879,1835,1748,1,2019,2020,False,MIL,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900631,2020-01-18,CHI vs. CLE,W,48.0,48,87,0.552,9,25,0.36,13,17,0.765,4,22,26,25,12.0,18,4,5,24,18,118,2.0,1,1,1,1,139,153,1183,111,1595,1889,1022,1560,1604,1141,2016,2104,2116,831,522,1,1112,1008,1589,1469,609,958,1,2019,2020,True,CHI,CLE,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900620,2020-01-17,CHI @ PHI,L,48.0,35,81,0.432,8,35,0.229,11,15,0.733,6,31,37,21,17.0,8,3,7,14,12,89,-11.0,1,1060,1060,1060,139,1811,1835,1453,1773,845,1980,1793,1788,1409,1776,1518,1820,1520,1472,772,1447,1606,83,2067,2042,1662,1,2019,2020,False,PHI,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900607,2020-01-15,CHI vs. WAS,W,48.0,43,85,0.506,14,38,0.368,15,22,0.682,8,33,41,26,15.0,11,5,6,19,17,115,9.0,1,1,1,1,139,624,1446,445,562,533,932,1318,1101,1713,1393,1232,1443,688,1078,212,785,1335,651,1627,786,505,1,2019,2020,True,CHI,WAS,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900593,2020-01-13,CHI @ BOS,L,48.0,37,81,0.457,6,25,0.24,21,26,0.808,7,31,38,16,14.0,5,5,6,22,19,101,-12.0,1,1060,1060,1060,139,1573,1835,1117,1994,1889,1946,572,662,801,1604,1518,1748,2017,867,1609,785,1335,1229,1301,1701,1706,1,2019,2020,False,BOS,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900579,2020-01-11,CHI @ DET,W,48.0,42,83,0.506,11,35,0.314,13,14,0.929,9,29,38,24,15.0,11,6,4,21,20,108,9.0,1,1,1,1,139,784,1686,435,1158,845,1447,1560,1865,92,1152,1763,1748,1009,1078,212,514,673,1021,1099,1259,505,1,2019,2020,False,DET,CHI,JAN
2019-20,1610612741,CHI,Chicago Bulls,21900570,2020-01-10,CHI vs. IND,L,48.0,37,80,0.463,18,41,0.439,13,16,0.813,6,30,36,16,16.0,6,3,5,15,16,105,-11.0,1,1060,1060,1060,139,1573,1892,1025,116,321,356,1560,1706,748,1776,1640,1896,2017,1282,1334,1447,1008,149,1757,1467,1662,1,2019,2020,True,CHI,IND,JAN
