season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2019-20,1610612748,MIA,Miami Heat,41900406,2020-10-11T00:00:00,MIA vs. LAL,L,48.0,14.0,5.0,8.0,44.0,20.0,18.0,16.0,52.0,0,0,0,84,13,94,145,104,58,130,149,134,147,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,48.0,20.0,18.0,16.0,52.0,14.0,5.0,8.0,44.0,0,0,0,1,13,30,14,28,15,62,16,50,99,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900405,2020-10-09T00:00:00,LAL vs. MIA,L,48.0,14.0,16.0,25.0,42.0,20.0,15.0,4.0,32.0,0,0,0,84,13,94,25,2,70,130,123,9,25,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900405,2020-10-09T00:00:00,MIA @ LAL,W,48.0,20.0,15.0,4.0,32.0,14.0,16.0,25.0,42.0,0,0,0,1,13,30,37,155,133,62,131,164,85,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900404,2020-10-06T00:00:00,MIA vs. LAL,L,48.0,13.0,7.0,4.0,32.0,19.0,12.0,7.0,34.0,0,0,0,84,13,107,125,155,133,123,95,37,36,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900404,2020-10-06T00:00:00,LAL @ MIA,W,48.0,19.0,12.0,7.0,34.0,13.0,7.0,4.0,32.0,0,0,0,1,13,39,64,119,122,51,36,9,25,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900403,2020-10-04T00:00:00,LAL @ MIA,L,48.0,17.0,6.0,15.0,34.0,21.0,5.0,9.0,52.0,0,0,0,84,13,56,134,34,122,138,16,65,147,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900403,2020-10-04T00:00:00,MIA vs. LAL,W,48.0,21.0,5.0,9.0,52.0,17.0,6.0,15.0,34.0,0,0,0,1,13,26,145,90,15,96,23,128,36,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900402,2020-10-02T00:00:00,LAL vs. MIA,W,48.0,8.0,21.0,9.0,56.0,8.0,14.0,2.0,46.0,0,0,0,1,13,151,9,90,10,10,112,2,110,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900402,2020-10-02T00:00:00,MIA @ LAL,L,48.0,8.0,14.0,2.0,46.0,8.0,21.0,9.0,56.0,0,0,0,84,13,151,45,161,39,10,157,65,155,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900401,2020-09-30T00:00:00,LAL vs. MIA,W,48.0,16.0,16.0,10.0,38.0,14.0,9.0,12.0,46.0,0,0,0,1,13,73,25,75,95,62,51,100,110,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900401,2020-09-30T00:00:00,MIA @ LAL,L,48.0,14.0,9.0,12.0,46.0,16.0,16.0,10.0,38.0,0,0,0,84,13,94,101,57,39,85,131,81,58,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900306,2020-09-27T00:00:00,MIA vs. BOS,W,48.0,10.0,1.0,3.0,48.0,18.0,16.0,11.0,48.0,0,0,0,1,13,136,165,159,28,113,131,94,131,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900306,2020-09-27T00:00:00,BOS @ MIA,L,48.0,18.0,16.0,11.0,48.0,10.0,1.0,3.0,48.0,0,0,0,84,13,45,25,68,28,23,1,8,131,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900315,2020-09-26T00:00:00,LAL vs. DEN,W,48.0,11.0,3.0,18.0,52.0,22.0,16.0,15.0,50.0,0,0,0,1,13,129,160,17,15,142,131,128,141,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900315,2020-09-26T00:00:00,DEN @ LAL,L,48.0,22.0,16.0,15.0,50.0,11.0,3.0,18.0,52.0,0,0,0,84,13,20,25,34,21,32,4,146,147,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900305,2020-09-25T00:00:00,BOS vs. MIA,W,48.0,14.0,15.0,17.0,56.0,13.0,9.0,6.0,48.0,0,0,0,1,13,94,37,22,10,51,51,24,131,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900305,2020-09-25T00:00:00,MIA @ BOS,L,48.0,13.0,9.0,6.0,48.0,14.0,15.0,17.0,56.0,0,0,0,84,13,107,101,132,28,62,123,140,155,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900314,2020-09-24T00:00:00,LAL @ DEN,W,48.0,14.0,25.0,17.0,44.0,11.0,6.0,9.0,46.0,0,0,0,1,13,94,3,22,58,32,23,65,110,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900314,2020-09-24T00:00:00,DEN vs. LAL,L,48.0,11.0,6.0,9.0,46.0,14.0,25.0,17.0,44.0,0,0,0,84,13,129,134,90,39,62,164,140,99,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900304,2020-09-23T00:00:00,BOS @ MIA,L,48.0,9.0,23.0,7.0,38.0,17.0,21.0,8.0,38.0,0,0,0,84,13,147,5,119,95,96,157,50,58,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900304,2020-09-23T00:00:00,MIA vs. BOS,W,48.0,17.0,21.0,8.0,38.0,9.0,23.0,7.0,38.0,0,0,0,1,13,56,9,104,95,17,162,37,58,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900313,2020-09-22T00:00:00,LAL @ DEN,L,48.0,23.0,4.0,21.0,64.0,25.0,11.0,10.0,48.0,0,0,0,84,13,15,152,7,2,154,82,81,131,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900313,2020-09-22T00:00:00,DEN vs. LAL,W,48.0,25.0,11.0,10.0,48.0,23.0,4.0,21.0,64.0,0,0,0,1,13,10,74,75,28,148,8,160,165,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900312,2020-09-20T00:00:00,LAL vs. DEN,W,48.0,15.0,16.0,8.0,34.0,19.0,12.0,5.0,38.0,0,0,0,1,13,85,25,104,122,123,95,13,58,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900312,2020-09-20T00:00:00,DEN @ LAL,L,48.0,19.0,12.0,5.0,38.0,15.0,16.0,8.0,34.0,0,0,0,84,13,39,64,145,95,75,131,50,36,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900303,2020-09-19T00:00:00,MIA vs. BOS,L,48.0,20.0,18.0,13.0,36.0,12.0,10.0,17.0,60.0,0,0,0,84,13,30,14,45,111,41,70,140,163,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900303,2020-09-19T00:00:00,BOS @ MIA,W,48.0,12.0,10.0,17.0,60.0,20.0,18.0,13.0,36.0,0,0,0,1,13,118,86,22,4,130,149,113,48,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900311,2020-09-18T00:00:00,DEN @ LAL,L,48.0,17.0,13.0,10.0,52.0,24.0,12.0,16.0,54.0,0,0,0,84,13,56,57,75,15,153,95,134,153,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,41900311,2020-09-18T00:00:00,LAL vs. DEN,W,48.0,24.0,12.0,16.0,54.0,17.0,13.0,10.0,52.0,0,0,0,1,13,14,64,28,13,96,106,81,147,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900302,2020-09-17T00:00:00,BOS vs. MIA,L,48.0,10.0,11.0,13.0,46.0,26.0,16.0,10.0,44.0,0,0,0,84,13,136,74,45,39,158,131,81,99,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,41900302,2020-09-17T00:00:00,MIA @ BOS,W,48.0,26.0,16.0,10.0,44.0,10.0,11.0,13.0,46.0,0,0,0,1,13,8,25,75,58,23,82,113,110,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,41900237,2020-09-15T00:00:00,DEN @ LAC,W,48.0,16.0,6.0,6.0,36.0,15.0,6.0,4.0,46.0,0,0,0,1,13,73,134,132,111,75,23,9,110,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,41900301,2020-09-15T00:00:00,BOS vs. MIA,L,53.0,16.3,12.7,9.1,23.5,12.7,13.6,14.5,43.5,0,0,0,84,3,72,62,89,163,50,111,127,98,1,2019,2020
