SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2020-21,1610612753,ORL,Orlando Magic,0022001075,2021-05-16T00:00:00,ORL @ PHI,L,46.2,19.2,13.5,15.4,46.2,17.3,11.5,22.1,46.2,0,0,0,1081,113,639,929,629,1161,1248,910,2017,984,1
2020-21,1610612764,WAS,Washington Wizards,0022001080,2021-05-16T00:00:00,WAS vs. CHA,W,47.1,14.7,9.8,5.9,49.0,15.7,11.8,3.9,41.2,0,0,0,1,113,1282,1512,1859,905,1019,949,130,585,1
2020-21,1610612750,MIN,Minnesota Timberwolves,0022001071,2021-05-16T00:00:00,MIN vs. DAL,W,48.5,19.2,16.2,15.2,62.6,18.2,20.2,7.1,38.4,0,0,0,1,113,651,585,655,145,1369,1962,421,392,1
2020-21,1610612760,OKC,Oklahoma City Thunder,0022001074,2021-05-16T00:00:00,OKC vs. LAC,W,48.5,4.0,19.2,7.1,76.8,15.2,20.2,7.1,44.4,0,0,0,1,113,2137,270,1731,6,940,1962,421,839,1
2020-21,1610612762,UTA,Utah Jazz,0022001077,2021-05-16T00:00:00,UTA @ SAC,W,47.5,14.9,14.9,16.8,41.6,12.9,7.9,18.8,59.4,0,0,0,1,113,1260,730,462,1546,603,362,1860,1902,1
2020-21,1610612757,POR,Portland Trail Blazers,0022001076,2021-05-16T00:00:00,POR vs. DEN,W,49.5,5.2,16.5,13.4,47.4,21.6,15.5,11.3,45.4,0,0,0,1,113,2122,547,873,1060,1742,1496,977,925,1
2020-21,1610612751,BKN,Brooklyn Nets,0022001067,2021-05-16T00:00:00,BKN vs. CLE,W,49.0,28.6,3.1,22.4,51.0,15.3,19.4,8.2,49.0,0,0,0,1,113,60,2121,128,749,962,1905,568,1230,1
2020-21,1610612756,PHX,Phoenix Suns,0022001078,2021-05-16T00:00:00,PHX @ SAS,W,46.2,13.5,13.5,9.6,53.8,14.4,15.4,16.3,61.5,0,0,0,1,113,1459,929,1398,541,808,1489,1637,1979,1
2020-21,1610612761,TOR,Toronto Raptors,0022001079,2021-05-16T00:00:00,TOR vs. IND,L,45.7,8.6,17.1,9.5,47.6,19.0,11.4,21.9,57.1,0,0,0,1081,113,1967,465,1421,1036,1487,895,2008,1802,1
2020-21,1610612747,LAL,Los Angeles Lakers,0022001072,2021-05-16T00:00:00,LAL @ NOP,W,48.0,23.0,7.0,12.0,62.0,9.0,12.0,15.0,54.0,0,0,0,1,113,301,1890,1080,166,219,981,1472,1620,1
