season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612747,LAL,Los Angeles Lakers,41900401,2020-09-30,LAL vs. MIA,W,48.0,16.0,16.0,10.0,38.0,14.0,9.0,12.0,46.0,0,0,0,0,13,75,25,77,97,59,50,99,108,1,2019,2020,True,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900401,2020-09-30,MIA @ LAL,L,48.0,14.0,9.0,12.0,46.0,16.0,16.0,10.0,38.0,0,0,0,0,13,95,101,57,40,81,131,78,55,1,2019,2020,False,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900306,2020-09-27,MIA vs. BOS,W,48.0,10.0,1.0,3.0,48.0,18.0,16.0,11.0,48.0,0,0,0,0,13,138,165,159,30,111,131,91,128,1,2019,2020,True,MIA,BOS
2019-20,1610612738,BOS,Boston Celtics,41900306,2020-09-27,BOS @ MIA,L,48.0,18.0,16.0,11.0,48.0,10.0,1.0,3.0,48.0,0,0,0,0,13,46,25,69,30,21,1,7,128,1,2019,2020,False,MIA,BOS
2019-20,1610612747,LAL,Los Angeles Lakers,41900315,2020-09-26,LAL vs. DEN,W,48.0,11.0,3.0,18.0,52.0,22.0,16.0,15.0,50.0,0,0,0,0,13,129,160,17,16,141,131,127,138,1,2019,2020,True,LAL,DEN
2019-20,1610612743,DEN,Denver Nuggets,41900315,2020-09-26,DEN @ LAL,L,48.0,22.0,16.0,15.0,50.0,11.0,3.0,18.0,52.0,0,0,0,0,13,20,25,35,24,30,4,146,144,1,2019,2020,False,LAL,DEN
2019-20,1610612738,BOS,Boston Celtics,41900305,2020-09-25,BOS vs. MIA,W,48.0,14.0,15.0,17.0,56.0,13.0,9.0,6.0,48.0,0,0,0,0,13,95,37,22,10,48,50,23,128,1,2019,2020,True,BOS,MIA
2019-20,1610612748,MIA,Miami Heat,41900305,2020-09-25,MIA @ BOS,L,48.0,13.0,9.0,6.0,48.0,14.0,15.0,17.0,56.0,0,0,0,0,13,109,101,132,30,59,122,140,155,1,2019,2020,False,BOS,MIA
2019-20,1610612747,LAL,Los Angeles Lakers,41900314,2020-09-24,LAL @ DEN,W,48.0,14.0,25.0,17.0,44.0,11.0,6.0,9.0,46.0,0,0,0,0,13,95,3,22,60,30,23,63,108,1,2019,2020,False,DEN,LAL
2019-20,1610612743,DEN,Denver Nuggets,41900314,2020-09-24,DEN vs. LAL,L,48.0,11.0,6.0,9.0,46.0,14.0,25.0,17.0,44.0,0,0,0,0,13,129,134,90,40,59,164,140,97,1,2019,2020,True,DEN,LAL
