season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2024-25,1642347,Jamal Shead,Jamal,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,36.21666666666667,0,3,3,4,11,10,12,40,0,1,3,4,26.3,1,13222,13222,13222,2521,12252,3453,3983,9689,17892,19393,20701,23261,8263,17462,18916,2493,9203,1,36:13,2024,2025
2024-25,202066,Garrett Temple,Garrett,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,1.8666666666666667,0,0,0,0,0,0,3,6,0,0,0,0,1.5,1,13222,13222,13222,25549,12252,10743,10985,19404,1,1,6106,2555,8263,1,1,17725,24554,1,1:52,2024,2025
2024-25,1630639,A.J. Lawson,A.J.,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,21.3,5,0,7,4,9,1,7,32,0,0,1,3,13.0,1,13222,13222,13222,15068,1768,10743,595,9689,14868,3395,13321,19142,8263,1,6051,4218,17709,1,21:18,2024,2025
2024-25,1630658,Colin Castleton,Colin,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,29.266666666666666,4,0,2,10,7,1,9,36,0,0,6,2,12.4,1,13222,13222,13222,8428,2905,10743,6000,2719,11441,3395,16699,21492,8263,1,26091,6956,18115,1,29:16,2024,2025
2024-25,1630534,Ochai Agbaji,Ochai,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,37.516666666666666,2,0,2,8,10,10,13,40,1,1,5,1,31.9,1,13222,13222,13222,1673,6942,10743,6000,4288,16426,19393,21807,23261,2537,17462,25158,11254,6220,1,37:31,2024,2025
2024-25,1642419,Jamison Battle,Jamison,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,42.35,3,3,0,2,13,9,18,52,0,0,5,0,38.3,1,13222,13222,13222,220,4557,3453,10985,13901,20532,17844,25003,25894,8263,1,25158,17725,3719,1,42:21,2024,2025
2024-25,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,34.916666666666664,0,2,0,6,13,9,13,40,0,0,3,1,50.8,1,13222,13222,13222,3527,12252,5638,10985,6553,20532,17844,21807,23261,8263,1,18916,11254,1074,1,34:55,2024,2025
2024-25,1630567,Scottie Barnes,Scottie,1610612761,TOR,Toronto Raptors,22401197,2025-04-13T00:00:00,TOR @ SAS,L,36.56666666666667,4,4,8,20,12,10,15,44,0,0,0,2,56.2,1,13222,13222,13222,2294,2905,2011,342,174,19263,19393,23453,24560,8263,1,1,6956,563,1,36:34,2024,2025
2024-25,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,37.91666666666666,0,4,0,8,10,17,20,50,2,4,4,1,35.6,1,13222,13222,13222,1431,12252,2011,10985,4288,16426,25307,25608,25685,808,26177,22904,11254,4667,1,37:55,2024,2025
2024-25,202066,Garrett Temple,Garrett,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,33.44,2,6,0,10,15,8,14,36,0,1,0,1,25.5,1,13222,13222,13222,4781,6942,634,10985,2719,22518,16097,22687,21492,8263,17462,1,11254,9681,1,33:26,2024,2025
2024-25,1630567,Scottie Barnes,Scottie,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,30.516666666666666,4,5,6,24,12,14,11,30,1,2,2,6,44.3,1,13222,13222,13222,7300,2905,1211,934,48,19263,23811,19514,17774,2537,23925,12976,792,2165,1,30:31,2024,2025
2024-25,1642419,Jamison Battle,Jamison,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,37.42666666666667,6,3,3,2,12,19,18,50,1,1,2,0,26.5,1,13222,13222,13222,1726,1068,3453,3983,13901,19263,25773,25003,25685,2537,17462,12976,17725,9093,1,37:26,2024,2025
2024-25,1630639,A.J. Lawson,A.J.,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,31.633333333333333,5,0,2,4,12,7,11,36,0,1,3,3,30.0,1,13222,13222,13222,6299,1768,10743,6000,9689,19263,14198,19514,21492,8263,17462,18916,4218,7167,1,31:38,2024,2025
2024-25,1642347,Jamal Shead,Jamal,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,33.45,4,0,0,4,9,16,13,34,0,0,3,1,19.5,1,13222,13222,13222,4768,2905,10743,10985,9689,14868,24910,21807,20352,8263,1,18916,11254,13445,1,33:27,2024,2025
2024-25,1630534,Ochai Agbaji,Ochai,1610612761,TOR,Toronto Raptors,22401178,2025-04-11T00:00:00,TOR @ DAL,L,35.61666666666667,5,4,5,6,15,14,13,44,0,1,1,0,40.2,1,13222,13222,13222,2975,1768,2011,1629,6553,22518,23811,21807,24560,8263,17462,6051,17725,3162,1,35:37,2024,2025
2024-25,1630639,A.J. Lawson,A.J.,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,27.89333333333333,4,3,0,6,6,4,14,26,0,0,1,3,34.7,1,1,1,1,9636,2905,3453,10985,6553,9723,7928,22687,14870,8263,1,6051,4218,5004,1,27:54,2024,2025
2024-25,1630193,Immanuel Quickley,Immanuel,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,14.323333333333334,3,0,3,0,0,5,2,18,0,0,1,0,11.9,1,1,1,1,20002,4557,10743,3983,19404,1,10300,3555,8995,8263,1,6051,17725,18455,1,14:19,2024,2025
2024-25,1642419,Jamison Battle,Jamison,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,27.343333333333334,0,0,6,4,6,7,12,26,0,0,5,2,19.6,1,1,1,1,10074,12252,10743,934,9689,9723,14198,20701,14870,8263,1,25158,6956,13373,1,27:21,2024,2025
2024-25,1631306,Cole Swider,Cole,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,25.866666666666667,3,0,3,0,6,2,10,20,1,1,1,1,16.6,1,1,1,1,11270,4557,10743,3983,19404,9723,3675,18148,10385,2537,17462,6051,11254,15339,1,25:52,2024,2025
2024-25,1629628,RJ Barrett,RJ,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,14.323333333333334,3,3,3,2,0,5,2,18,0,1,0,0,16.7,1,1,1,1,20002,4557,3453,3983,13901,1,10300,3555,8995,8263,17462,1,17725,15274,1,14:19,2024,2025
2024-25,202066,Garrett Temple,Garrett,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,8.916666666666666,2,0,2,6,0,0,4,8,0,0,0,0,16.5,1,1,1,1,22484,6942,10743,6000,6553,1,1,7406,3422,8263,1,1,17725,15409,1,8:55,2024,2025
2024-25,1630567,Scottie Barnes,Scottie,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,20.39,4,2,3,6,0,5,4,24,1,0,0,1,39.7,1,1,1,1,15725,2905,5638,3983,6553,1,10300,7406,13331,2537,1,1,11254,3306,1,20:23,2024,2025
2024-25,1631115,Orlando Robinson,Orlando,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,33.57333333333333,2,5,0,6,2,7,8,34,0,1,5,2,26.9,1,1,1,1,4666,6942,1211,10985,6553,2807,14198,15013,20352,8263,17462,25158,6956,8865,1,33:34,2024,2025
2024-25,1631197,Jared Rhoden,Jared,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,29.76,7,0,4,10,4,4,10,28,0,0,2,2,36.4,1,1,1,1,7999,703,10743,2520,2719,6180,7928,18148,16342,8263,1,12976,6956,4356,1,29:46,2024,2025
2024-25,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,Toronto Raptors,22401158,2025-04-09T00:00:00,TOR vs. CHA,W,37.61,2,4,0,12,6,6,14,38,0,0,1,2,50.5,1,1,1,1,1630,6942,2011,10985,1646,9723,12121,22687,22431,8263,1,6051,6956,1115,1,37:37,2024,2025
2024-25,1642347,Jamal Shead,Jamal,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,28.966666666666665,0,0,0,4,9,10,6,32,0,3,3,1,37.8,1,1,1,1,8697,12252,10743,10985,9689,14868,19393,11374,19142,8263,25707,18916,11254,3876,1,28:58,2024,2025
2024-25,1631197,Jared Rhoden,Jared,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,17.333333333333332,4,0,6,10,5,0,6,28,0,0,3,0,16.5,1,1,1,1,18048,2905,10743,934,2719,8055,1,11374,16342,8263,1,18916,17725,15409,1,17:20,2024,2025
2024-25,1630534,Ochai Agbaji,Ochai,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,30.016666666666666,0,2,0,8,11,7,9,34,0,1,3,3,23.6,1,1,1,1,7767,12252,5638,10985,4288,17892,14198,16699,20352,8263,17462,18916,4218,10799,1,30:01,2024,2025
2024-25,1642419,Jamison Battle,Jamison,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,19.133333333333333,5,0,7,6,17,3,7,22,0,0,1,0,20.4,1,1,1,1,16723,1768,10743,595,6553,23983,6537,13321,11853,8263,1,6051,17725,12816,1,19:08,2024,2025
2024-25,1631306,Cole Swider,Cole,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,23.933333333333334,0,3,0,0,9,3,6,28,0,0,1,1,21.6,1,1,1,1,12962,12252,3453,10985,19404,14868,6537,11374,16342,8263,1,6051,11254,12003,1,23:56,2024,2025
2024-25,1631115,Orlando Robinson,Orlando,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,21.7,4,8,0,10,12,3,7,24,0,0,2,1,20.9,1,1,1,1,14753,2905,190,10985,2719,19263,6537,13321,13331,8263,1,12976,11254,12468,1,21:42,2024,2025
2024-25,1630639,A.J. Lawson,A.J.,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,22.116666666666667,2,0,4,8,17,3,6,30,0,1,2,2,18.2,1,1,1,1,14402,6942,10743,2520,4288,23983,6537,11374,17774,8263,17462,12976,6956,14270,1,22:07,2024,2025
2024-25,1642266,Ja'Kobe Walter,Ja'Kobe,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,17.75,2,0,2,0,4,7,7,16,1,1,3,1,24.0,1,1,1,1,17741,6942,10743,6000,19404,6180,14198,13321,7694,2537,17462,18916,11254,10563,1,17:45,2024,2025
2024-25,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,30.366666666666667,2,0,2,14,9,7,10,40,2,0,3,1,52.7,1,1,1,1,7443,6942,10743,6000,947,14868,14198,18148,23261,808,1,18916,11254,852,1,30:22,2024,2025
2024-25,1629628,RJ Barrett,RJ,1610612761,TOR,Toronto Raptors,22401134,2025-04-06T00:00:00,TOR @ BKN,W,28.683333333333334,3,2,0,8,12,7,11,36,1,1,0,8,27.7,1,1,1,1,8938,4557,5638,10985,4288,19263,14198,19514,21492,2537,17462,1,220,8387,1,28:41,2024,2025
2024-25,1630193,Immanuel Quickley,Immanuel,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,29.35,3,0,2,4,12,17,15,38,0,1,0,2,36.6,1,13222,13222,13222,8346,4557,10743,6000,9689,19263,25307,23453,22431,8263,17462,1,6956,4288,1,29:21,2024,2025
2024-25,1627751,Jakob Poeltl,Jakob,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,30.766666666666666,0,4,0,10,12,17,15,40,3,1,4,0,34.2,1,13222,13222,13222,7073,12252,2011,10985,2719,19263,25307,23453,23261,252,17462,22904,17725,5198,1,30:46,2024,2025
2024-25,1642266,Ja'Kobe Walter,Ja'Kobe,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,31.516666666666666,8,6,2,8,9,11,6,38,0,0,2,1,34.1,1,13222,13222,13222,6406,386,634,6000,4288,14868,20804,11374,22431,8263,1,12976,11254,5238,1,31:31,2024,2025
2024-25,1642347,Jamal Shead,Jamal,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,25.966666666666665,0,2,2,8,7,12,4,24,0,1,4,3,34.7,1,13222,13222,13222,11188,12252,5638,6000,4288,11441,22016,7406,13331,8263,17462,22904,4218,5004,1,25:58,2024,2025
2024-25,1631197,Jared Rhoden,Jared,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,16.55,2,0,2,4,3,7,6,14,0,0,2,1,18.0,1,13222,13222,13222,18569,6942,10743,6000,9689,4967,14198,11374,6493,8263,1,12976,11254,14409,1,16:33,2024,2025
2024-25,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,29.2,2,2,2,6,14,17,9,38,1,2,3,0,17.6,1,13222,13222,13222,8496,6942,5638,6000,6553,21614,25307,16699,22431,2537,23925,18916,17725,14672,1,29:12,2024,2025
2024-25,1642419,Jamison Battle,Jamison,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,22.5,0,0,0,0,12,12,5,30,0,0,2,1,9.4,1,13222,13222,13222,14100,12252,10743,10985,19404,19263,22016,9616,17774,8263,1,12976,11254,20083,1,22:30,2024,2025
2024-25,1631115,Orlando Robinson,Orlando,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,15.766666666666667,2,1,2,0,5,7,0,14,0,1,5,3,7.1,1,13222,13222,13222,19092,6942,10305,6000,19404,8055,14198,1,6493,8263,17462,25158,4218,21498,1,15:46,2024,2025
2024-25,1630639,A.J. Lawson,A.J.,1610612761,TOR,Toronto Raptors,22401121,2025-04-04T00:00:00,TOR vs. DET,L,23.183333333333334,2,3,4,2,8,13,9,18,2,0,2,3,22.1,1,13222,13222,13222,13567,6942,3453,2520,13901,13254,23002,16699,8995,808,1,12976,4218,11691,1,23:11,2024,2025
