season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2015-16,201586,Serge Ibaka,Serge,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,43.45,2,2,0,4,10,1,12,32,1,0,2,3,25.3,1,947,947,947,26,394,327,639,545,1376,363,1663,1585,190,1,833,370,547,1.0,43:27,2015,2016
2015-16,203460,Andre Roberson,Andre,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,39.00833333333333,0,2,0,4,4,3,10,26,1,1,1,1,21.4,1,947,947,947,181,788,327,639,545,623,633,1529,1317,190,1313,392,862,676,1.0,39:01,2015,2016
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,25.605,2,6,0,6,4,1,5,10,0,1,2,2,20.3,1,947,947,947,816,394,30,639,333,623,363,981,519,563,1313,833,567,724,1.0,25:36,2015,2016
2015-16,200751,Randy Foye,Randy,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,0.09,0,0,0,0,0,0,2,2,0,0,0,0,0.0,1,947,947,947,1894,788,720,639,1276,1,1,419,116,563,1,1,1307,1770,1.0,0:05,2015,2016
2015-16,201142,Kevin Durant,Kevin,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,45.656666666666666,2,4,3,2,10,3,12,28,1,0,1,3,43.9,1,947,947,947,10,394,116,206,840,1376,633,1663,1412,190,1,392,370,137,1.0,45:39,2015,2016
2015-16,201566,Russell Westbrook,Russell,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,45.21,2,0,3,6,10,3,12,32,0,2,3,5,49.9,1,947,947,947,13,394,720,206,333,1376,633,1663,1585,563,1710,1279,138,81,1.0,45:13,2015,2016
2015-16,202683,Enes Freedom,Enes,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,9.086666666666666,4,2,2,6,2,2,0,6,1,0,0,0,15.8,1,947,947,947,1496,153,327,305,333,300,403,1,310,190,1,1,1307,926,1.0,9:05,2015,2016
2015-16,203079,Dion Waiters,Dion,1610612760,OKC,Oklahoma City Thunder,41500317,2016-05-30T00:00:00,OKC @ GSW,L,31.89333333333333,0,0,0,2,10,2,7,24,1,0,2,2,14.8,1,947,947,947,514,788,720,639,840,1376,403,1245,1249,190,1,833,567,985,1.0,31:54,2015,2016
2015-16,202683,Enes Freedom,Enes,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,10.626666666666669,0,2,0,6,0,1,2,6,1,0,3,1,13.6,1,947,947,947,1438,788,327,639,333,1,363,419,310,190,1,1279,862,1055,1.0,10:38,2015,2016
2015-16,200751,Randy Foye,Randy,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,7.133333333333334,0,0,0,0,0,0,0,2,0,0,0,0,-1.0,1,947,947,947,1573,788,720,639,1276,1,1,1,116,563,1,1,1307,1887,1.0,7:08,2015,2016
2015-16,201627,Anthony Morrow,Anthony,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,4.6433333333333335,0,0,0,0,4,0,0,4,0,0,0,1,0.0,1,947,947,947,1676,788,720,639,1276,623,1,1,225,563,1,1,862,1770,1.0,4:39,2015,2016
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,28.085,0,3,0,6,8,18,8,14,0,1,4,5,22.3,1,947,947,947,704,788,224,639,333,1153,1846,1331,753,563,1313,1593,138,644,1.0,28:05,2015,2016
2015-16,203460,Andre Roberson,Andre,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,29.071666666666665,2,4,2,10,12,12,12,20,3,0,5,1,29.6,1,947,947,947,657,394,116,305,114,1542,1639,1663,1052,24,1,1800,862,426,1.0,29:04,2015,2016
2015-16,201142,Kevin Durant,Kevin,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,44.8,7,4,5,12,19,19,14,26,3,1,4,7,53.9,1,947,947,947,15,34,116,99,69,1852,1862,1750,1317,24,1313,1593,43,53,1.0,44:48,2015,2016
2015-16,203079,Dion Waiters,Dion,1610612760,OKC,Oklahoma City Thunder,41500316,2016-05-28T00:00:00,OKC vs. GSW,L,35.983333333333334,3,3,0,0,14,11,6,18,0,0,0,0,12.3,1,947,947,947,331,253,224,639,1276,1657,1558,1105,947,563,1,1,1307,1130,1.0,35:59,2015,2016
