GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,101187,Alan Anderson,Alan,1610612764,WAS,33.0,1,0,1,0.0,5.166666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,0,2,2.7,0,0,2.0,404,408,31,408,363,342,337,342,209,275,209,299,312,299,270,313,329,216,282,237,200,1,63,326,359,168,367,190,13,365
Players,203078,Bradley Beal,Bradley,1610612764,WAS,23.0,25,12,13,0.48,87.45,20,42,0.476,7,17,0.412,12,18,0.667,1,7,8,5,4,5,0,1,15,11,59,-11,87.1,0,0,89.0,151,144,281,237,123,55,61,128,30,48,66,88,74,211,196,157,174,94,83,28,200,232,376,92,59,322,94,190,13,83
Players,201971,DeJuan Blair,DeJuan,1610612764,WAS,27.0,2,1,1,0.5,0.0666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,374,362,31,188,426,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,1,1,326,359,185,400,190,13,400
Players,2400,Drew Gooden,Drew,1610612764,WAS,34.0,1,0,1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,404,408,31,408,434,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,1,1,326,359,206,400,190,13,400
Players,202066,Garrett Temple,Garrett,1610612764,WAS,30.0,22,11,11,0.5,49.38333333333333,3,12,0.25,0,6,0.0,7,8,0.875,0,7,7,3,3,3,1,0,9,7,13,8,34.9,0,0,31.0,182,157,251,188,195,223,187,298,209,141,209,128,144,96,270,157,188,143,119,59,126,1,296,127,203,118,188,190,13,196
Players,202390,Gary Neal,Gary,1610612764,WAS,31.0,11,6,5,0.545,20.43,4,11,0.364,2,6,0.333,3,3,1.0,0,4,4,0,0,0,0,0,2,1,13,-7,17.8,0,0,19.0,269,235,153,152,283,197,197,224,105,141,88,209,233,1,270,212,246,287,282,237,200,1,130,268,203,283,256,190,13,242
Players,201581,JJ Hickson,JJ,1610612764,WAS,27.0,5,3,2,0.6,12.908333333333331,3,5,0.6,0,0,0.0,4,5,0.8,0,3,3,1,1,0,0,0,3,3,10,-1,14.1,2,0,14.0,329,293,75,103,304,223,269,59,209,275,209,177,189,144,270,249,273,216,194,237,200,1,158,192,224,223,282,103,13,269
Players,201162,Jared Dudley,Jared,1610612764,WAS,30.0,23,10,13,0.435,70.44666666666667,7,20,0.35,3,13,0.231,4,6,0.667,3,11,14,4,2,3,0,0,15,2,21,9,50.8,0,0,48.0,173,176,281,265,152,149,136,245,86,76,160,177,167,211,110,117,113,116,152,59,200,1,376,224,161,115,146,190,13,148
Players,202322,John Wall,John,1610612764,WAS,25.0,33,16,17,0.485,128.90666666666667,28,81,0.346,8,27,0.296,50,59,0.847,3,17,20,30,12,10,3,5,11,33,114,3,210.0,22,1,198.0,81,99,341,231,57,29,21,251,22,21,119,7,9,116,110,64,82,7,18,2,48,402,323,18,18,152,14,8,6,16
Players,1626162,Kelly Oubre Jr.,Kelly,1610612764,WAS,20.0,3,1,2,0.333,0.645,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-7,0.0,0,0,0.0,357,362,75,330,413,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,1,63,326,359,283,400,190,13,400
