close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1629027,Trae Young,1610612737,ATL,G,23.0,5,5,0.593,2.4,7.0,0.343,0.381,-0.038
1629631,De'Andre Hunter,1610612737,ATL,F-G,24.0,5,5,0.493,2.6,6.6,0.394,0.36,0.034
1628989,Kevin Huerter,1610612737,ATL,G-F,23.0,5,5,0.525,3.4,6.2,0.548,0.37,0.178
203992,Bogdan Bogdanović,1610612737,ATL,G,29.0,4,4,0.533,2.0,6.0,0.333,0.369,-0.035
1628381,John Collins,1610612737,ATL,F-C,24.0,5,5,0.476,1.8,6.0,0.3,0.374,-0.074
1626153,Delon Wright,1610612737,ATL,G,30.0,5,5,0.517,2.6,6.0,0.433,0.38,0.053
201568,Danilo Gallinari,1610612737,ATL,F,33.0,5,5,0.579,1.4,4.4,0.318,0.384,-0.066
1630168,Onyeka Okongwu,1610612737,ATL,F-C,21.0,5,5,0.444,1.0,4.0,0.25,0.36,-0.11
1627789,Timothe Luwawu-Cabarrot,1610612737,ATL,G-F,27.0,2,2,0.714,1.0,2.5,0.4,0.367,0.033
203476,Gorgui Dieng,1610612737,ATL,C,32.0,2,2,0.8,0.5,2.0,0.25,0.337,-0.087
1630552,Jalen Johnson,1610612737,ATL,F,20.0,1,1,1.0,2.0,2.0,1.0,0.356,0.644
203991,Clint Capela,1610612737,ATL,C,28.0,2,2,0.267,0.0,2.0,0.0,0.36,-0.36
1628995,Kevin Knox II,1610612737,ATL,F,22.0,2,1,0.667,0.5,1.0,0.5,0.383,0.117
