group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1631260,AJ Green,AJ,1610612749,MIL,25.0,25,13,12,0.52,2.9,0.0,1.0,0.0,0.0,0.9,0.3,0.1,0.3,0.0,0.0,0.0,0.833,0.167,0.833,0.167,6,11,0.545,103,96,372,199,201,380,1,337,123,22,31,281,61,331,285,269,177,87,109,252,160,196,110
Players,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,23.0,13,8,5,0.615,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,233,187,214,111,288,380,347,337,123,265,189,307,248,331,285,269,256,94,342,276,369,419,369
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,30.0,15,6,9,0.4,3.2,0.5,0.5,0.429,0.0,0.429,0.143,0.142,0.571,0.429,0.667,0.333,1.0,0.0,0.8,0.2,5,16,0.313,214,229,308,340,157,238,153,204,123,103,84,248,21,167,105,199,1,94,120,230,180,147,313
Players,201572,Brook Lopez,Brook,1610612749,MIL,37.0,34,18,16,0.529,3.4,0.625,0.375,0.48,0.04,0.24,0.04,0.28,0.2,0.44,0.917,0.083,1.0,0.0,0.938,0.063,16,32,0.5,21,31,449,190,135,184,232,173,108,199,173,143,110,163,70,267,1,94,94,274,57,69,129
Players,203081,Damian Lillard,Damian,1610612749,MIL,34.0,27,14,13,0.519,3.6,0.491,0.509,0.433,0.167,0.2,0.033,0.367,0.0,0.267,0.0,1.0,0.0,1.0,0.0,1.0,17,53,0.321,85,77,399,202,104,267,152,202,26,220,180,77,248,254,285,1,256,1,342,1,50,27,310
Players,1629018,Gary Trent Jr.,Gary,1610612749,MIL,26.0,25,15,10,0.6,3.1,0.345,0.655,0.194,0.129,0.677,0.097,0.129,0.097,0.065,0.333,0.667,1.0,0.0,0.8,0.2,10,29,0.345,103,66,328,122,163,326,93,309,42,47,125,265,199,329,223,100,1,94,120,230,104,78,287
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,30.0,29,17,12,0.586,4.0,0.933,0.067,0.627,0.096,0.072,0.145,0.301,0.313,0.53,0.462,0.538,0.5,0.5,0.464,0.536,28,60,0.467,63,38,372,139,66,75,344,107,63,262,83,121,55,121,195,142,223,24,269,100,16,17,180
Players,1631123,Jamaree Bouyea,Jamaree,1610612749,MIL,25.0,1,1,0,1.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,439,375,1,1,8,380,347,337,123,265,189,1,248,331,285,269,256,94,342,276,369,419,369
Players,1630579,Jericho Sims,Jericho,1610612749,MIL,26.0,2,2,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,410,335,1,1,490,380,347,337,123,265,189,307,248,331,285,269,256,94,342,276,369,419,369
Players,1629645,Kevin Porter Jr.,Kevin,1610612749,MIL,25.0,15,9,6,0.6,3.2,0.846,0.154,0.583,0.0,0.125,0.333,0.292,0.167,0.583,0.143,0.857,1.0,0.0,0.25,0.75,8,13,0.615,214,172,240,122,160,90,328,122,123,249,24,131,139,102,278,58,1,94,328,37,130,174,78
