season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42024,1630595,Cade Cunningham,1610612765,DET,Detroit Pistons,Isolation,Offensive,0.262,6,0.067,0.833,0.4,0.083,0.083,0.083,0.0,0.417,0.4,2.0,1.7,0.7,1.7,1.0,2024-25,2024,2025
42024,203471,Dennis Schröder,1610612765,DET,Detroit Pistons,Isolation,Offensive,0.136,6,0.147,0.7,0.375,0.1,0.1,0.1,0.0,0.4,0.375,1.7,1.2,0.5,1.3,0.8,2024-25,2024,2025
