player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Luka Dončić,LAL,77,Forward-Guard,78.0,230.0,Real Madrid,Slovenia,https://www.nba.com/player/1629029/luka-don,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2018.0,1.0,3.0,Drafted,dončilu01
Dorian Finney-Smith,LAL,17,Forward,79.0,220.0,Florida,USA,https://www.nba.com/player/1627827/dorian-finney-smith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png,1980-01-01,8.0,False,0.0,0.0,0.0,UDF,finnedo01
Jordan Goodwin,LAL,30,Guard,77.0,215.0,St. Louis,USA,https://www.nba.com/player/1630692/jordan-goodwin,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,0.0,0.0,0.0,UDF,goodwjo01
Rui Hachimura,LAL,28,Forward,80.0,230.0,Gonzaga,Japan,https://www.nba.com/player/1629060/rui-hachimura,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,2019.0,1.0,9.0,Drafted,hachiru01
Jaxson Hayes,LAL,11,Center-Forward,84.0,220.0,Texas,USA,https://www.nba.com/player/1629637/jaxson-hayes,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,2019.0,1.0,8.0,Drafted,hayesja01
Bronny James,LAL,9,Guard,75.0,210.0,Southern California,USA,https://www.nba.com/player/1642355/tmp-bronny-james,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629020.png,1980-01-01,,False,2024.0,2.0,55.0,Drafted,jamesbr01
LeBron James,LAL,23,Forward,81.0,250.0,St. Vincent-St. Mary HS (OH),USA,https://www.nba.com/player/2544/lebron-james,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629020.png,1980-01-01,21.0,False,2003.0,1.0,1.0,Drafted,jamesle01
Trey Jemison III,LAL,55,Center,83.0,270.0,Alabama-Birmingham,USA,https://www.nba.com/player/1641998/trey-jemison,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629020.png,1980-01-01,1.0,False,0.0,0.0,0.0,UDF,iiitr0100
Maxi Kleber,LAL,14,Forward,82.0,240.0,Bayern Munich,Germany,https://www.nba.com/player/1628467/maxi-kleber,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629216.png,1980-01-01,7.0,False,0.0,0.0,0.0,UDF,klebema01
Dalton Knecht,LAL,4,Forward,78.0,215.0,Tennessee,USA,https://www.nba.com/player/1642261/dalton-knecht,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,17.0,Drafted,knechda01
