GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,203076,Anthony Davis,Anthony,1610612740,NOP,25.0,4,3,1,0.75,11.0,0.375,0.273,0.391,0.167,0.364,0.75,0.5,0.167,0.4,0.273,0.0,0.0,0.5,0.0,1.0,0.0,0.4,0.361,26,21,16,20,41,9,34,15,31,22,6,10,41,15,29,48,1,7,21,126,1,17,18
Players,203121,Darius Miller,Darius,1610612740,NOP,28.0,2,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,47,16,43,124,107,66,99,35,65,47,49,46,72,81,48,1,20,21,1,1,55,77
Players,202734,E'Twaun Moore,E'Twaun,1610612740,NOP,29.0,3,2,1,0.667,8.0,0.091,0.0,0.056,0.0,0.0,0.0,0.25,0.333,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.5,0.143,0.0,53,31,16,27,58,88,66,95,35,65,47,30,26,72,33,40,1,20,21,1,115,44,77
Players,203546,Ian Clark,Ian,1610612740,NOP,27.0,1,1,0,1.0,3.0,0.2,0.5,0.2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.333,105,47,1,1,94,41,8,51,1,7,47,49,46,72,81,48,126,20,21,1,1,55,19
Players,201950,Jrue Holiday,Jrue,1610612740,NOP,28.0,4,3,1,0.75,11.0,0.281,0.364,0.304,0.333,0.273,0.125,0.167,0.333,0.2,0.273,0.667,0.5,0.5,1.0,0.0,0.333,0.3,0.306,26,21,16,20,41,23,24,24,22,37,41,39,26,43,29,6,126,7,1,1,103,27,26
Players,202703,Nikola Mirotic,Nikola,1610612740,NOP,27.0,3,3,0,1.0,11.0,0.094,0.091,0.087,0.167,0.182,0.125,0.167,0.0,0.4,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.111,53,21,1,1,44,86,61,89,31,50,41,39,46,15,55,48,1,20,21,1,1,38,60
Players,200765,Rajon Rondo,Rajon,1610612740,NOP,32.0,4,3,1,0.75,10.0,0.103,0.222,0.15,0.2,0.111,0.0,0.0,0.167,0.0,0.091,0.25,0.0,0.0,0.0,0.0,0.333,0.0,0.167,26,21,16,20,49,80,44,67,26,58,47,49,41,72,74,35,1,20,21,1,103,55,52
