game_id,game_date,away_team,home_team,pf,opp_pf,round,game_no_in_series
41500121,2016-04-17,CHA,MIA,91,123.0,rnd1,1
41500122,2016-04-20,CHA,MIA,103,115.0,rnd1,2
41500123,2016-04-23,MIA,CHA,96,80.0,rnd1,3
41500124,2016-04-25,MIA,CHA,89,85.0,rnd1,4
41500125,2016-04-27,CHA,MIA,90,88.0,rnd1,5
41500126,2016-04-29,MIA,CHA,90,97.0,rnd1,6
41500127,2016-05-01,CHA,MIA,73,106.0,rnd1,7
