group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1641931,Onuralp Bitim,Onuralp,1610612741,CHI,25.0,4,4,0,1.0,16.0,0.081,0.0,0.08,0.0,0.0,0.2,0.167,0.0,0.333,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.056,341,261,1,1,296,359,355,369,222,324,117,160,298,63,87,308,1,254,218,1,1,125,347,CHI
Players,1629632,Coby White,Coby,1610612741,CHI,24.0,41,24,17,0.585,193.0,0.211,0.214,0.218,0.233,0.304,0.191,0.191,0.146,0.127,0.132,0.315,0.222,0.088,0.1,0.2,0.138,0.272,0.21,5,3,425,137,1,105,121,124,119,78,129,139,211,292,298,80,346,244,197,319,175,89,120,CHI
Players,202696,Nikola Vučević,Nikola,1610612741,CHI,33.0,42,25,17,0.595,192.0,0.156,0.172,0.187,0.186,0.219,0.092,0.093,0.474,0.236,0.291,0.184,0.045,0.125,0.143,0.05,0.239,0.101,0.155,3,1,425,132,3,192,185,162,150,149,229,242,50,142,86,163,208,209,178,257,316,258,204,CHI
Players,1630929,Henri Drell,Henri,1610612741,CHI,24.0,1,1,0,1.0,4.0,0.231,0.2,0.333,0.5,0.667,0.143,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.211,420,359,1,1,393,86,130,35,23,3,175,175,298,355,379,308,1,254,218,1,465,227,117,CHI
Players,1628470,Torrey Craig,Torrey,1610612741,CHI,33.0,18,10,8,0.556,32.0,0.091,0.138,0.113,0.429,0.25,0.043,0.061,0.2,0.292,0.276,0.154,0.0,0.0,0.333,0.0,0.276,0.08,0.136,173,153,263,157,228,343,242,304,35,109,264,265,159,93,99,199,1,254,76,1,360,281,234,CHI
Players,1629750,Javonte Green,Javonte,1610612741,CHI,30.0,2,1,1,0.5,10.0,0.12,0.1,0.13,0.0,0.111,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.077,393,359,29,200,338,282,298,278,222,268,272,280,32,355,35,308,1,254,218,437,463,310,324,CHI
Players,203897,Zach LaVine,Zach,1610612741,CHI,29.0,12,6,6,0.5,59.0,0.2,0.191,0.214,0.25,0.2,0.156,0.143,0.125,0.235,0.22,0.344,0.2,0.111,0.286,0.75,0.3,0.147,0.188,247,221,218,200,154,118,152,126,103,157,165,185,223,143,156,57,323,227,97,463,386,199,147,CHI
Players,1641766,Adama Sanogo,Adama,1610612741,CHI,22.0,1,1,0,1.0,5.0,0.333,0.0,0.0,0.0,0.0,0.714,0.615,0.0,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.263,420,359,1,1,383,27,355,399,222,324,2,7,298,6,9,308,463,254,218,1,448,10,83,CHI
Players,1627936,Alex Caruso,Alex,1610612741,CHI,30.0,35,20,15,0.571,168.0,0.132,0.117,0.114,0.286,0.212,0.113,0.12,0.125,0.277,0.243,0.203,0.297,0.471,0.4,0.059,0.265,0.13,0.131,20,20,399,141,4,250,275,303,84,153,204,209,223,105,134,139,393,45,66,260,350,224,246,CHI
Players,203083,Andre Drummond,Andre,1610612741,CHI,30.0,14,10,4,0.714,29.0,0.125,0.241,0.154,0.0,0.0,0.0,0.074,0.5,0.467,0.48,0.0,0.0,0.4,0.333,0.0,0.417,0.174,0.167,215,153,164,56,235,266,103,219,222,324,272,258,32,21,18,308,1,55,76,1,441,170,183,CHI
