group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1641766,Adama Sanogo,Adama,1610612741,CHI,22.0,1,1,0,1.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,359,1,1,8,371,324,332,128,222,169,1,80,329,286,251,217,79,323,259,355,399,355
Players,1627936,Alex Caruso,Alex,1610612741,CHI,30.0,35,20,15,0.571,4.8,0.364,0.636,0.226,0.0,0.566,0.057,0.208,0.132,0.226,0.833,0.167,1.0,0.0,0.938,0.063,16,33,0.485,20,20,399,141,15,310,87,296,128,66,140,188,150,278,89,243,1,79,97,257,57,70,157
Players,203083,Andre Drummond,Andre,1610612741,CHI,30.0,14,10,4,0.714,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.571,0.429,0.0,0.0,0.571,0.429,7,8,0.875,215,153,164,56,331,1,324,1,128,222,169,272,226,1,157,172,217,79,211,142,152,211,22
Players,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,24.0,26,18,8,0.692,3.8,0.583,0.417,0.5,0.063,0.375,0.063,0.125,0.063,0.438,0.5,0.5,1.0,0.0,0.667,0.333,12,24,0.5,111,28,263,62,65,204,193,173,92,111,126,251,208,170,167,137,1,79,169,165,86,108,103
Players,1629632,Coby White,Coby,1610612741,CHI,24.0,41,24,17,0.585,4.7,0.534,0.466,0.485,0.04,0.303,0.111,0.212,0.273,0.444,0.292,0.708,0.7,0.3,0.412,0.588,34,73,0.466,5,3,425,137,17,227,172,191,118,142,79,185,50,167,243,89,171,51,269,86,11,12,169
Players,1631207,Dalen Terry,Dalen,1610612741,CHI,21.0,3,2,1,0.667,1.9,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.4,0.8,0.0,1.0,0.0,0.0,0.0,1.0,2,2,1.0,364,315,29,70,345,1,324,78,128,222,169,194,25,69,286,1,217,79,323,1,252,330,1
Players,201942,DeMar DeRozan,DeMar,1610612741,CHI,34.0,40,24,16,0.6,4.8,0.867,0.133,0.527,0.121,0.115,0.049,0.358,0.187,0.407,0.313,0.688,0.571,0.429,0.345,0.655,55,113,0.487,6,3,411,121,16,87,312,161,50,205,148,71,98,184,240,92,185,34,285,70,2,2,155
Players,1630929,Henri Drell,Henri,1610612741,CHI,24.0,1,1,0,1.0,4.2,0.0,1.0,0.0,0.0,0.75,0.0,0.25,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,420,359,1,1,26,371,1,332,128,17,169,150,10,329,286,251,1,79,1,259,290,330,103
Players,1629750,Javonte Green,Javonte,1610612741,CHI,30.0,2,1,1,0.5,5.0,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,393,359,29,200,11,159,224,1,128,222,169,272,226,1,286,1,217,79,323,1,290,299,278
Players,1628975,Jevon Carter,Jevon,1610612741,CHI,28.0,4,2,2,0.5,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,341,315,98,200,323,1,324,1,128,222,169,272,226,1,1,251,217,79,1,259,290,330,103
Players,1641763,Julian Phillips,Julian,1610612741,CHI,20.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,359,1,1,456,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
