season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2022-23,1629663,Louis King,Louis,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,28.8,2.5,2.5,2.5,5.0,16.3,7.5,5.0,35.0,0.0,0.0,5.0,2.5,36.0,1,1,1,1,9095,9620,7979,7879,14324,18534,9937,6769,14931,7930,1,20715,11569,9657,1,28:48,2022,2023
2022-23,203473,Dewayne Dedmon,Dewayne,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,19.116666666666667,5.6,3.8,0.0,15.1,13.2,9.4,0.0,22.6,0.0,0.0,9.4,1.9,55.4,1,1,1,1,16605,3466,5518,10252,2787,14689,12935,1,23156,7930,1,24910,14090,1573,1,19:07,2022,2023
2022-23,1630194,Paul Reed,Paul,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,27.716666666666665,5.2,7.8,0.0,18.2,10.4,2.6,13.0,26.0,6.5,2.6,2.6,2.6,65.6,1,1,1,1,9986,4091,1410,10252,1437,10671,3905,17895,21697,258,24184,12399,11255,561,1,27:43,2022,2023
2022-23,1630531,Jaden Springer,Jaden,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,2.1166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,25208,12084,10381,10252,19499,1,1,1,25269,7930,1,1,17929,24963,1,2:07,2022,2023
2022-23,1627863,Danuel House Jr.,Danuel,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,23.466666666666665,4.6,0.0,7.7,6.1,18.4,3.1,15.3,30.7,0.0,1.5,1.5,3.1,26.5,1,1,1,1,13297,5044,10381,1315,12505,20665,4274,20344,18545,7930,21437,7966,9616,16444,1,23:28,2022,2023
2022-23,1629667,Jalen McDaniels,Jalen,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,17.933333333333334,0.0,8.0,8.0,16.1,14.1,4.0,10.0,32.1,0.0,0.0,2.0,0.0,41.4,1,1,1,1,17440,12084,1303,1149,2288,15791,5233,13920,17408,7930,1,9795,17929,6345,1,17:56,2022,2023
2022-23,1630644,Mac McClung,Mac,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,33.25,7.6,2.2,9.7,10.8,11.9,5.4,8.7,21.7,0.0,0.0,3.2,3.2,46.9,1,1,1,1,5264,1744,8865,628,6133,12928,6991,11906,23486,7930,1,15291,9051,3810,1,33:15,2022,2023
2022-23,1626149,Montrezl Harrell,Montrezl,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,21.45,8.4,0.0,5.0,16.8,18.5,5.0,6.7,26.9,0.0,1.7,0.0,13.4,40.6,1,1,1,1,14838,1320,10381,3360,1958,20707,6464,9046,21168,7930,21872,1,143,6745,1,21:27,2022,2023
2022-23,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,29.883333333333333,2.4,0.0,0.0,0.0,14.5,6.0,8.4,24.1,0.0,1.2,3.6,1.2,22.6,1,1,1,1,8214,9860,10381,10252,19499,16328,7829,11543,22577,7930,20028,16684,16645,18952,1,29:53,2022,2023
2022-23,1629003,Shake Milton,Shake,1610612755,PHI,Philadelphia 76ers,22201217,2023-04-09T00:00:00,PHI @ BKN,W,36.266666666666666,2.0,2.0,0.0,11.9,13.9,5.0,11.9,27.8,0.0,1.0,4.0,3.0,39.3,1,1,1,1,2720,11158,9458,10252,5073,15602,6367,16627,20572,7930,18389,17927,9960,7491,1,36:16,2022,2023
2022-23,1630194,Paul Reed,Paul,1610612755,PHI,Philadelphia 76ers,22201205,2023-04-07T00:00:00,PHI @ ATL,W,24.605,2.9,2.9,0.0,11.7,16.1,2.9,5.9,43.9,0.0,1.5,4.4,1.5,36.7,1,1,1,1,12423,8561,7081,10252,5272,18355,4152,7925,7191,7930,21219,19183,15541,9208,1,24:36,2022,2023
2022-23,203473,Dewayne Dedmon,Dewayne,1610612755,PHI,Philadelphia 76ers,22201205,2023-04-07T00:00:00,PHI @ ATL,W,13.966666666666669,5.2,0.0,5.2,10.3,18.0,15.5,25.8,51.6,0.0,2.6,5.2,2.6,34.8,1,1,1,1,20056,4157,10381,3240,6711,20320,20933,24832,3087,7930,24154,21062,11333,10462,1,13:58,2022,2023
