team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612762,Utah Jazz,UTA,11,11,0.344,10.27,26.27,0.391,0.436,0.232,7.91,17.73,0.446,0.112,2.36,8.55,0.277
1610612737,Atlanta Hawks,ATL,6,6,0.302,11.5,25.17,0.457,0.507,0.224,9.0,18.67,0.482,0.078,2.5,6.5,0.385
1610612744,Golden State Warriors,GSW,17,17,0.296,8.35,24.59,0.34,0.397,0.179,5.53,14.88,0.372,0.117,2.82,9.71,0.291
1610612760,Oklahoma City Thunder,OKC,5,5,0.322,7.8,24.4,0.32,0.414,0.106,3.2,8.0,0.4,0.216,4.6,16.4,0.28
1610612763,Memphis Grizzlies,MEM,6,6,0.319,11.5,23.83,0.483,0.514,0.254,10.0,19.0,0.526,0.065,1.5,4.83,0.31
1610612757,Portland Trail Blazers,POR,4,4,0.288,9.75,23.75,0.411,0.495,0.161,5.75,13.25,0.434,0.127,4.0,10.5,0.381
1610612745,Houston Rockets,HOU,11,11,0.278,9.55,23.55,0.405,0.45,0.197,7.45,16.73,0.446,0.08,2.09,6.82,0.307
1610612746,LA Clippers,LAC,7,7,0.318,7.71,23.29,0.331,0.374,0.218,5.71,16.0,0.357,0.099,2.0,7.29,0.275
1610612754,Indiana Pacers,IND,4,4,0.294,10.0,23.25,0.43,0.511,0.152,6.25,12.0,0.521,0.142,3.75,11.25,0.333
1610612759,San Antonio Spurs,SAS,16,16,0.291,8.94,22.63,0.395,0.479,0.137,5.13,10.63,0.482,0.154,3.81,12.0,0.318
1610612739,Cleveland Cavaliers,CLE,18,18,0.265,8.72,22.11,0.394,0.469,0.163,5.44,13.61,0.4,0.102,3.28,8.5,0.386
1610612764,Washington Wizards,WAS,13,13,0.284,8.92,21.85,0.408,0.488,0.168,5.46,12.92,0.423,0.116,3.46,8.92,0.388
1610612738,Boston Celtics,BOS,18,18,0.272,8.56,21.67,0.395,0.45,0.174,6.17,13.89,0.444,0.098,2.39,7.78,0.307
1610612761,Toronto Raptors,TOR,10,10,0.291,7.9,21.6,0.366,0.417,0.205,5.7,15.2,0.375,0.086,2.2,6.4,0.344
1610612749,Milwaukee Bucks,MIL,6,6,0.232,6.0,16.0,0.375,0.422,0.143,4.5,9.83,0.458,0.09,1.5,6.17,0.243
1610612741,Chicago Bulls,CHI,6,6,0.188,5.17,14.83,0.348,0.41,0.095,3.33,7.5,0.444,0.093,1.83,7.33,0.25
