player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Patrick Baldwin Jr.,LAC,23,Forward,81.0,220.0,Wisconsin-Milwaukee,USA,https://www.nba.com/player/1631116/patrick-baldwin-jr,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,28.0,Drafted,jr.pa0100
Nicolas Batum,LAC,33,Guard-Forward,80.0,230.0,Le Mans,France,https://www.nba.com/player/201587/nicolas-batum,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,16.0,False,2008.0,1.0,25.0,Drafted,batumni01
Bogdan Bogdanović,LAC,10,Guard,77.0,225.0,Fenerbahce,Serbia,https://www.nba.com/player/203992/bogdan-bogdanovic,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,7.0,False,2014.0,1.0,27.0,Drafted,bogdabo01
Kobe Brown,LAC,21,Forward,79.0,250.0,Missouri,USA,https://www.nba.com/player/1641738/kobe-brown,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,1.0,30.0,Drafted,brownko01
Cam Christie,LAC,12,Guard,78.0,190.0,Minnesota,USA,https://www.nba.com/player/1642353/cam-christie,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,2.0,46.0,Drafted,chrisca01
Amir Coffey,LAC,7,Guard-Forward,79.0,210.0,Minnesota,USA,https://www.nba.com/player/1629599/amir-coffey,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,0.0,0.0,0.0,UDF,coffeam01
Kris Dunn,LAC,8,Guard,75.0,205.0,Providence,USA,https://www.nba.com/player/1627739/kris-dunn,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,8.0,False,2016.0,1.0,5.0,Drafted,dunnkr010
Drew Eubanks,LAC,15,Forward-Center,82.0,245.0,Oregon State,USA,https://www.nba.com/player/1629234/drew-eubanks,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,0.0,0.0,0.0,UDF,eubandr01
Trentyn Flowers,LAC,9,Forward,81.0,185.0,Adelaide,USA,https://www.nba.com/player/1642280/trentyn-flowers,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,flowetr01
James Harden,LAC,1,Guard,77.0,220.0,Arizona State,USA,https://www.nba.com/player/201935/james-harden,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,15.0,False,2009.0,1.0,3.0,Drafted,hardeja01
Derrick Jones Jr.,LAC,55,Forward,78.0,210.0,UNLV,USA,https://www.nba.com/player/1627884/derrick-jones-jr,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,8.0,False,0.0,0.0,0.0,UDF,jr.de0100
Kawhi Leonard,LAC,2,Forward,79.0,225.0,San Diego State,USA,https://www.nba.com/player/202695/kawhi-leonard,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,12.0,False,2011.0,1.0,15.0,Drafted,leonaka01
