player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1641729,Brice Sensabaugh,Brice,1610612762,UTA,21.0,71,14,57,0.197,20.2,108.1,109.9,109.9,119.0,119.5,119.5,-10.9,-9.6,-9.6,0.117,1.03,13.0,0.028,0.11,0.069,12.7,12.6,0.59,0.612,0.208,0.213,104.27,103.21,86.01,103.21,0.087,3084,275,599,3.9,8.4,0.459,108,364,564,524,268,360,305,305,532,541,541,488,472,472,313,474,421,378,336,360,478,476,101,109,148,152,76,140,140,284,141,131,175,171,245,UTA
1642262,Cody Williams,Cody,1610612762,UTA,20.0,50,9,41,0.18,21.2,103.0,103.0,103.0,117.5,118.5,118.5,-14.6,-15.5,-15.5,0.078,1.34,15.6,0.024,0.075,0.049,11.6,11.7,0.391,0.419,0.122,0.126,103.64,103.19,85.99,103.19,0.021,2284,83,257,1.7,5.1,0.323,283,434,512,534,252,487,482,482,512,523,523,532,537,537,450,405,347,429,508,499,416,416,521,521,501,502,99,142,142,548,345,303,405,320,524,UTA
1629012,Collin Sexton,Collin,1610612762,UTA,26.0,63,14,49,0.222,27.9,109.5,110.4,110.4,117.7,117.9,117.9,-8.2,-7.5,-7.5,0.246,1.65,18.9,0.033,0.06,0.047,11.5,11.4,0.543,0.593,0.264,0.27,101.88,101.38,84.48,101.38,0.106,3709,416,867,6.6,13.8,0.48,185,364,548,509,126,304,274,274,515,510,510,446,431,431,77,311,243,336,544,519,405,403,246,170,51,51,237,265,265,165,62,68,66,69,178,UTA
1641989,Elijah Harkless,Elijah,1610612762,UTA,25.0,10,1,9,0.1,13.8,109.8,113.2,113.2,102.3,103.5,103.5,7.5,9.7,9.7,0.073,2.67,16.3,0.058,0.092,0.074,6.1,6.2,0.414,0.425,0.12,0.12,101.49,99.3,82.75,99.3,0.037,287,11,35,1.1,3.5,0.314,503,539,112,551,389,296,181,181,36,57,57,72,52,52,465,94,325,163,419,320,58,61,513,519,512,517,268,438,438,532,497,484,467,413,530,UTA
1642268,Isaiah Collier,Isaiah,1610612762,UTA,20.0,71,14,57,0.197,25.9,107.4,108.3,108.3,118.3,118.6,118.6,-10.9,-10.4,-10.4,0.342,2.14,34.9,0.017,0.104,0.061,16.3,16.3,0.459,0.494,0.186,0.19,103.01,102.44,85.37,102.44,0.077,3927,234,555,3.3,7.8,0.422,108,364,564,524,164,388,360,360,523,526,526,489,485,485,16,161,24,493,364,420,541,543,475,475,222,227,140,191,191,370,181,160,223,200,385,UTA
1630531,Jaden Springer,Jaden,1610612762,UTA,22.0,43,22,21,0.512,8.5,107.5,105.6,105.6,109.2,108.9,108.9,-1.7,-3.3,-3.3,0.13,2.06,21.0,0.044,0.107,0.076,10.2,10.3,0.456,0.511,0.139,0.143,101.73,102.79,85.66,102.79,0.063,779,35,90,0.8,2.1,0.389,328,274,253,261,475,381,432,432,196,176,176,301,345,345,279,188,174,238,348,317,324,332,478,441,438,440,248,157,157,460,437,427,494,490,470,UTA
1628381,John Collins,John,1610612762,UTA,27.0,40,12,28,0.3,30.5,111.8,112.4,112.4,113.0,113.3,113.3,-1.3,-0.9,-0.9,0.105,0.78,10.2,0.073,0.179,0.128,13.2,13.1,0.583,0.628,0.234,0.24,102.09,101.72,84.77,101.72,0.129,2590,280,531,7.0,13.3,0.527,342,393,349,456,92,225,204,204,375,352,352,289,264,264,348,518,501,116,106,100,485,485,111,73,83,85,218,236,236,67,132,170,56,76,84,UTA
1630548,Johnny Juzang,Johnny,1610612762,UTA,24.0,64,15,49,0.234,19.8,105.6,107.2,107.2,119.9,120.3,120.3,-14.3,-13.1,-13.1,0.08,1.89,11.3,0.031,0.109,0.07,6.0,6.0,0.554,0.573,0.174,0.177,103.03,102.1,85.08,102.1,0.071,2700,204,475,3.2,7.4,0.429,170,349,548,504,275,431,388,388,540,542,542,529,520,520,435,231,467,348,338,349,55,55,211,251,270,278,139,209,209,399,207,197,236,225,351,UTA
203903,Jordan Clarkson,Jordan,1610612762,UTA,33.0,37,10,27,0.27,26.0,105.9,107.5,107.5,116.9,117.5,117.5,-11.0,-10.0,-10.0,0.238,1.6,17.8,0.025,0.092,0.058,11.1,11.0,0.493,0.54,0.269,0.277,103.19,102.16,85.14,102.16,0.102,2049,201,493,5.4,13.3,0.408,361,419,334,478,162,424,379,379,497,502,502,490,477,477,85,333,277,420,420,438,382,381,413,374,43,40,129,206,206,189,213,184,99,75,421,UTA
1630231,KJ Martin,KJ,1610612762,UTA,24.0,43,11,32,0.256,21.2,108.7,109.3,109.3,116.3,117.4,117.4,-7.6,-8.1,-8.1,0.074,2.0,16.4,0.032,0.103,0.067,8.2,8.2,0.59,0.618,0.112,0.116,101.42,100.63,83.86,100.63,0.061,1917,111,201,2.6,4.7,0.552,328,407,413,488,251,337,319,319,483,500,500,437,445,445,462,200,322,345,368,371,163,162,102,92,528,528,275,330,330,477,317,333,298,354,68,UTA
