player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1641729,Brice Sensabaugh,Brice,1610612762,UTA,21.0,71,14,57,0.197,1431.9216666666666,119,93,93,188,647,518,551,1670,8,27,111,54,1244.0,108,364,564,524,187,139,142,162,229,441,440,429,417,361,395,385,278,202,UTA
1642262,Cody Williams,Cody,1610612762,UTA,20.0,50,9,41,0.18,1059.611666666667,27,12,26,86,479,357,439,1176,16,17,95,31,527.1,283,434,512,534,260,374,438,342,350,355,342,363,326,242,299,328,349,339,UTA
1629012,Collin Sexton,Collin,1610612762,UTA,26.0,63,14,49,0.222,1757.76,126,106,155,540,811,544,769,1908,6,75,144,219,1759.2,185,364,548,509,135,125,119,72,58,520,455,533,455,383,555,468,54,108,UTA
1641989,Elijah Harkless,Elijah,1610612762,UTA,25.0,10,1,9,0.1,138.0,10,2,6,8,57,36,27,128,1,0,18,12,99.2,503,539,112,551,477,454,509,459,507,96,82,67,90,489,1,113,441,480,UTA
1642268,Isaiah Collier,Isaiah,1610612762,UTA,20.0,71,14,57,0.197,1839.1066666666663,100,39,155,358,806,581,686,1982,16,55,149,135,1604.0,108,364,564,524,119,176,307,72,123,519,470,502,466,242,523,476,111,130,UTA
1630531,Jaden Springer,Jaden,1610612762,UTA,22.0,43,22,21,0.512,365.175,26,21,21,44,153,111,121,398,4,4,42,37,296.1,328,274,253,261,415,376,387,364,418,167,163,164,168,414,125,194,332,412,UTA
1628381,John Collins,John,1610612762,UTA,27.0,40,12,28,0.3,1220.4916666666666,80,128,73,402,568,346,443,1208,40,54,116,155,1404.4,342,393,349,456,232,221,78,204,101,405,335,365,334,84,520,406,92,167,UTA
1630548,Johnny Juzang,Johnny,1610612762,UTA,24.0,64,15,49,0.234,1269.83,71,64,79,140,596,405,552,1392,8,15,126,43,998.8,170,349,548,504,218,241,224,192,282,415,366,430,371,361,284,432,312,250,UTA
203903,Jordan Clarkson,Jordan,1610612762,UTA,33.0,37,10,27,0.27,962.47,62,69,74,196,481,348,397,1066,9,37,52,110,982.6,361,419,334,478,277,261,208,202,222,356,338,338,311,346,451,225,151,257,UTA
1630231,KJ Martin,KJ,1610612762,UTA,24.0,43,11,32,0.256,911.4983333333332,50,25,73,190,388,317,345,986,22,20,101,36,589.0,328,407,413,488,284,294,369,204,226,310,315,314,299,187,329,351,336,324,UTA
1641718,Keyonte George,Keyonte,1610612762,UTA,21.0,67,13,54,0.194,2108.475,126,93,107,312,971,721,906,2392,9,71,111,227,1976.1,147,382,557,527,75,125,142,131,146,560,547,562,531,346,553,385,47,85,UTA
1642271,Kyle Filipowski,Kyle,1610612762,UTA,21.0,72,13,59,0.181,1521.54,69,93,79,356,678,477,599,1774,22,40,171,125,1536.0,95,382,568,533,175,248,142,192,125,458,417,460,434,187,473,525,125,147,UTA
1628374,Lauri Markkanen,Lauri,1610612762,UTA,28.0,47,9,38,0.191,1475.8433333333332,111,121,122,288,649,420,567,1510,17,39,79,159,1414.6,298,434,475,529,182,152,87,113,159,443,381,436,390,225,462,290,89,166,UTA
1630695,Micah Potter,Micah,1610612762,UTA,27.0,38,10,28,0.263,705.165,11,28,15,50,260,247,277,738,14,5,50,26,458.3,357,419,349,483,325,450,351,392,410,248,269,279,248,265,141,217,372,363,UTA
1631131,Oscar Tshiebwe,Oscar,1610612762,UTA,25.0,14,3,11,0.214,255.17333333333332,10,38,4,84,103,79,88,268,1,10,24,22,298.9,482,508,128,516,438,454,312,485,353,136,132,137,129,489,207,139,388,410,UTA
1629004,Svi Mykhailiuk,Svi,1610612762,UTA,28.0,38,6,32,0.158,760.3066666666666,35,42,34,76,298,255,306,808,7,16,43,30,582.0,357,473,413,538,318,346,292,302,364,268,272,298,265,370,294,196,355,325,UTA
1641707,Taylor Hendricks,Taylor,1610612762,UTA,21.0,3,0,3,0.0,74.51666666666667,2,3,5,2,31,34,23,86,4,0,8,2,60.0,549,557,39,557,507,517,499,476,540,63,79,58,69,414,1,64,518,509,UTA
1631117,Walker Kessler,Walker,1610612762,UTA,23.0,58,14,44,0.241,1740.32,67,240,54,544,826,564,763,1792,138,41,130,129,2070.9,223,364,524,500,140,250,9,252,54,529,463,530,438,4,477,441,120,75,UTA
