season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42021,1610612749,MIL,Milwaukee Bucks,Postup,Offensive,0.333,12,0.078,0.854,0.439,0.126,0.107,0.126,0.029,0.437,0.439,103,88,36,82,46
42021,1610612743,DEN,Denver Nuggets,Postup,Offensive,0.867,5,0.144,1.076,0.596,0.177,0.139,0.139,0.038,0.557,0.596,79,85,34,57,23
42021,1610612742,DAL,Dallas Mavericks,Postup,Offensive,0.533,18,0.046,0.928,0.435,0.181,0.108,0.12,0.036,0.47,0.435,83,77,27,62,35
42021,1610612748,MIA,Miami Heat,Postup,Offensive,0.8,18,0.035,1.06,0.543,0.179,0.149,0.149,0.015,0.537,0.543,67,71,25,46,21
42021,1610612738,BOS,Boston Celtics,Postup,Offensive,0.2,24,0.033,0.771,0.41,0.108,0.181,0.108,0.024,0.386,0.41,83,64,25,61,36
42021,1610612756,PHX,Phoenix Suns,Postup,Offensive,0.4,13,0.052,0.9,0.491,0.1,0.143,0.057,0.0,0.471,0.491,70,63,26,53,27
42021,1610612755,PHI,Philadelphia 76ers,Postup,Offensive,0.267,12,0.048,0.831,0.447,0.169,0.22,0.119,0.034,0.424,0.447,59,49,17,38,21
42021,1610612744,GSW,Golden State Warriors,Postup,Offensive,0.067,22,0.025,0.717,0.435,0.05,0.217,0.033,0.033,0.35,0.435,60,43,20,46,26
42021,1610612740,NOP,New Orleans Pelicans,Postup,Offensive,0.933,6,0.047,1.258,0.5,0.387,0.032,0.29,0.065,0.645,0.5,31,39,10,20,10
42021,1610612763,MEM,Memphis Grizzlies,Postup,Offensive,0.692,12,0.025,1.0,0.44,0.314,0.057,0.314,0.086,0.543,0.44,35,35,11,25,14
42021,1610612737,ATL,Atlanta Hawks,Postup,Offensive,1.0,5,0.04,1.333,0.733,0.19,0.143,0.19,0.048,0.667,0.733,21,28,11,15,4
42021,1610612741,CHI,Chicago Bulls,Postup,Offensive,0.692,5,0.029,1.0,0.417,0.188,0.063,0.188,0.0,0.5,0.417,16,16,5,12,7
42021,1610612761,TOR,Toronto Raptors,Postup,Offensive,0.133,6,0.034,0.762,0.438,0.143,0.143,0.143,0.048,0.429,0.438,21,16,7,16,9
42021,1610612750,MIN,Minnesota Timberwolves,Postup,Offensive,0.0,6,0.033,0.591,0.308,0.136,0.273,0.091,0.0,0.318,0.308,22,13,4,13,9
42021,1610612751,BKN,Brooklyn Nets,Postup,Offensive,0.467,4,0.031,0.923,0.5,0.0,0.077,0.0,0.0,0.462,0.5,13,12,6,12,6
42021,1610612762,UTA,Utah Jazz,Postup,Offensive,0.692,6,0.016,1.0,0.556,0.0,0.1,0.0,0.0,0.5,0.556,10,10,5,9,4
