close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203999,Nikola Jokić,1610612743,DEN,C,24.0,80,80,0.365,2.5,6.49,0.385,0.371,0.014
200794,Paul Millsap,1610612743,DEN,F,34.0,70,69,0.46,1.87,5.76,0.325,0.363,-0.038
1627750,Jamal Murray,1610612743,DEN,G,22.0,75,73,0.461,1.76,4.6,0.383,0.371,0.012
203486,Mason Plumlee,1610612743,DEN,F-C,29.0,82,81,0.398,1.63,4.5,0.363,0.367,-0.004
203115,Will Barton,1610612743,DEN,G,28.0,43,41,0.477,1.63,4.02,0.405,0.379,0.026
1628470,Torrey Craig,1610612743,DEN,F,28.0,72,68,0.489,1.38,3.9,0.352,0.372,-0.019
203914,Gary Harris,1610612743,DEN,G,24.0,57,57,0.521,1.0,3.89,0.257,0.373,-0.116
1628420,Monté Morris,1610612743,DEN,G,24.0,82,79,0.498,1.28,3.76,0.341,0.363,-0.022
1627823,Juancho Hernangomez,1610612743,DEN,F,23.0,68,61,0.465,1.24,3.66,0.337,0.366,-0.029
1627736,Malik Beasley,1610612743,DEN,G,22.0,81,77,0.492,1.32,3.6,0.366,0.367,0.0
1626168,Trey Lyles,1610612743,DEN,F,23.0,63,62,0.464,1.17,3.44,0.341,0.355,-0.014
202738,Isaiah Thomas,1610612743,DEN,G,30.0,12,9,0.467,0.42,2.33,0.179,0.373,-0.194
1629118,Thomas Welsh,1610612743,DEN,C,23.0,7,6,0.6,0.43,1.71,0.25,0.353,-0.103
201156,Nick Young,1610612743,DEN,G-F,34.0,3,3,0.5,0.67,1.67,0.4,0.36,0.04
1629020,Jarred Vanderbilt,1610612743,DEN,F,20.0,10,9,0.429,0.5,1.5,0.333,0.398,-0.064
1628399,Tyler Lydon,1610612743,DEN,F,23.0,16,8,0.375,0.25,0.75,0.333,0.373,-0.04
1629164,Brandon Goodwin,1610612743,DEN,G,23.0,11,6,0.444,0.27,0.73,0.375,0.388,-0.013
1629152,DeVaughn Akoon-Purcell,1610612743,DEN,G-F,26.0,5,3,0.333,0.4,0.6,0.667,0.348,0.319
