season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2020-21,203994,Jusuf Nurkić,Jusuf,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,33.35,0,2,0,10,10,14,12,42,2,0,5,4,25.4,1,933,933,933,503,711,349,555,176,1357,1694,1668,1731,49,1,1746,242,597,1,33:21,2020,2021
2020-21,1626178,Rondae Hollis-Jefferson,Rondae,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,9.461666666666666,2,0,0,2,0,0,3,4,1,0,1,0,11.6,1,933,933,933,1421,381,691,555,809,1,1,744,241,152,1,474,1193,1126,1,9:28,2020,2021
2020-21,1629014,Anfernee Simons,Anfernee,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,20.668333333333333,0,0,3,0,8,7,9,30,1,0,0,0,12.0,1,933,933,933,992,711,691,175,1226,1164,1142,1473,1360,152,1,1,1193,1114,1,20:40,2020,2021
2020-21,1629642,Nassir Little,Nassir,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,0.5183333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,933,933,933,1838,711,691,555,1226,1,1,1,1,521,1,1,1193,1720,1,0:31,2020,2021
2020-21,203081,Damian Lillard,Damian,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,43.38166666666667,3,2,2,10,15,17,13,46,0,0,1,6,53.3,1,933,933,933,43,247,349,298,176,1693,1788,1710,1780,521,1,474,100,89,1,43:23,2020,2021
2020-21,1626181,Norman Powell,Norman,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,32.266666666666666,5,2,3,6,11,17,13,30,0,2,5,2,26.8,1,933,933,933,551,100,349,175,386,1448,1788,1710,1360,521,1719,1746,527,557,1,32:16,2020,2021
2020-21,2546,Carmelo Anthony,Carmelo,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,22.69833333333333,0,0,0,2,9,9,13,22,1,0,2,3,27.0,1,933,933,933,919,711,691,555,809,1270,1364,1710,1009,152,1,869,348,548,1,22:42,2020,2021
2020-21,203468,CJ McCollum,CJ,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,38.21,2,2,2,8,9,16,14,38,1,1,5,2,32.3,1,933,933,933,248,381,349,298,259,1270,1770,1758,1634,152,1320,1746,527,407,1,38:13,2020,2021
2020-21,203496,Robert Covington,Robert,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,38.40833333333333,0,0,0,0,13,15,13,38,1,0,3,1,33.0,1,933,933,933,237,711,691,555,1226,1578,1739,1710,1634,152,1,1238,752,384,1,38:25,2020,2021
2020-21,1629833,Keljin Blevins,Keljin,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,0.5183333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,933,933,933,1838,711,691,555,1226,1,1,1,1,521,1,1,1193,1720,1,0:31,2020,2021
2020-21,1628388,T.J. Leaf,T.J.,1610612757,POR,Portland Trail Blazers,42000166,2021-06-03T00:00:00,POR vs. DEN,L,0.5183333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,933,933,933,1838,711,691,555,1226,1,1,1,1,521,1,1,1193,1720,1,0:31,2020,2021
2020-21,1629014,Anfernee Simons,Anfernee,1610612757,POR,Portland Trail Blazers,42000165,2021-06-01T00:00:00,POR @ DEN,L,15.126666666666669,0,0,0,0,5,6,3,8,0,0,0,0,11.1,1,933,933,933,1201,711,691,555,1226,808,1017,744,429,521,1,1,1193,1141,1,15:08,2020,2021
