group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1631117,Walker Kessler,Walker,1610612762,UTA,22.0,15,8,7,0.533,37.89,7,9,0.778,0,0,0.0,3,6,0.5,4,10,14,3,3,0,4,2,6,3,17,13,47.3,1,0,42.0,204,181,243,179,201,152,198,26,222,324,222,173,151,223,86,86,91,159,106,254,19,341,301,182,176,96,154,145,22,161,UTA
Players,1641729,Brice Sensabaugh,Brice,1610612762,UTA,20.0,4,1,3,0.25,12.083333333333334,1,4,0.25,0,1,0.0,0,0,0.0,2,3,5,1,2,0,0,1,3,0,2,-8,7.5,1,0,8.0,341,359,132,382,320,290,273,329,222,268,222,272,280,272,144,231,217,240,138,254,218,257,199,310,321,317,329,145,22,306,UTA
Players,1627739,Kris Dunn,Kris,1610612762,UTA,30.0,13,6,7,0.462,28.161666666666665,3,5,0.6,0,0,0.0,0,0,0.0,1,0,1,7,0,1,2,0,5,0,6,21,26.7,1,0,20.0,229,221,243,263,237,216,253,56,222,324,222,272,280,272,196,355,334,75,270,139,61,1,273,310,252,64,222,145,22,236,UTA
Players,1629659,Talen Horton-Tucker,Talen,1610612762,UTA,23.0,9,5,4,0.556,20.398333333333333,2,6,0.333,1,2,0.5,2,2,1.0,1,1,2,4,3,1,2,0,3,2,7,7,21.4,0,0,20.0,265,240,164,157,274,252,235,278,159,226,27,199,229,1,196,308,294,133,106,139,61,1,199,207,243,130,237,215,22,236,UTA
Players,203903,Jordan Clarkson,Jordan,1610612762,UTA,32.0,19,8,11,0.421,79.185,19,47,0.404,9,23,0.391,9,11,0.818,8,9,17,11,2,1,1,3,5,6,56,16,96.9,4,0,97.0,163,181,324,318,112,46,39,221,14,23,91,89,94,126,23,104,61,40,138,139,126,401,273,119,49,81,58,79,22,53,UTA
Players,1641707,Taylor Hendricks,Taylor,1610612762,UTA,20.0,7,2,5,0.286,17.873333333333335,2,3,0.667,2,3,0.667,0,0,0.0,1,4,5,1,0,1,0,0,2,1,6,-15,16.5,0,0,16.0,294,315,196,376,284,252,299,37,131,196,10,272,280,272,196,205,217,240,270,139,218,1,159,252,252,381,261,215,22,252,UTA
Players,1630548,Johnny Juzang,Johnny,1610612762,UTA,23.0,4,3,1,0.75,11.493333333333334,2,3,0.667,0,1,0.0,0,0,0.0,1,0,1,1,0,0,1,0,1,0,4,7,9.7,0,0,8.0,341,288,29,44,324,252,299,37,222,268,222,272,280,272,196,355,334,240,270,254,126,1,104,310,293,130,308,215,22,306,UTA
Players,1628381,John Collins,John,1610612762,UTA,26.0,22,10,12,0.455,79.67,12,21,0.571,3,4,0.75,10,12,0.833,5,12,17,0,2,1,4,3,8,9,37,-9,70.4,10,0,67.0,141,153,337,272,111,86,126,72,103,178,9,79,86,113,64,61,61,308,138,139,19,401,348,80,87,330,100,26,22,102,UTA
Players,1630209,Omer Yurtseven,Omer,1610612762,UTA,26.0,6,3,3,0.5,15.306666666666668,2,3,0.667,0,0,0.0,0,0,0.0,1,1,2,1,0,0,2,0,0,1,4,5,13.9,1,0,11.0,308,288,132,200,297,252,299,37,222,324,222,272,280,272,196,308,294,240,270,254,61,1,1,252,293,147,277,145,22,283,UTA
Players,1629677,Luka Samanic,Luka,1610612762,UTA,24.0,4,3,1,0.75,14.648333333333332,2,4,0.5,0,2,0.0,1,1,1.0,1,3,4,1,3,0,0,0,2,1,5,0,8.3,0,0,10.0,341,288,29,44,303,252,273,103,222,226,222,246,267,1,196,231,237,240,106,254,218,1,159,252,272,194,320,215,22,297,UTA
