group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,204456,T.J. McConnell,T.J.,1610612754,IND,29.0,29,15,14,0.517,3.0,0.824,0.176,0.688,0.188,0.094,0.0,0.218,0.063,0.5,0.455,0.545,1.0,0.0,0.5,0.5,12,17,0.706,46,51,383,173,173,109,292,73,28,235,150,179,211,117,162,152,1,85,202,114,75,127,51,IND
Players,1629052,Oshae Brissett,Oshae,1610612754,IND,23.0,4,3,1,0.75,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,344,284,25,39,224,1,320,1,113,245,150,295,225,1,1,245,235,85,1,251,284,356,1,IND
Players,203087,Jeremy Lamb,Jeremy,1610612754,IND,29.0,9,4,5,0.444,3.5,0.667,0.333,0.5,0.2,0.3,0.1,0.2,0.2,0.3,0.6,0.4,1.0,0.0,0.714,0.286,7,15,0.467,271,259,171,247,115,155,233,154,20,162,88,189,89,216,111,198,1,85,147,200,130,140,171,IND
Players,1626167,Myles Turner,Myles,1610612754,IND,25.0,28,12,16,0.429,3.5,0.378,0.622,0.444,0.0,0.4,0.0,0.156,0.178,0.444,0.9,0.1,1.0,0.0,0.938,0.063,16,37,0.432,58,93,410,265,96,286,113,180,113,120,150,239,103,144,73,242,1,85,106,249,49,50,204,IND
Players,203933,T.J. Warren,T.J.,1610612754,IND,27.0,2,1,1,0.5,2.7,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,386,351,25,176,215,221,156,315,113,245,150,295,225,305,254,245,235,85,325,251,355,323,355,IND
Players,1627734,Domantas Sabonis,Domantas,1610612754,IND,25.0,32,14,18,0.438,4.2,0.872,0.128,0.654,0.0,0.058,0.115,0.288,0.115,0.654,0.588,0.412,1.0,0.0,0.611,0.389,18,39,0.462,22,64,433,257,36,94,307,100,113,242,77,130,168,84,118,197,1,85,184,170,42,45,174,IND
Players,1627763,Malcolm Brogdon,Malcolm,1610612754,IND,28.0,31,15,16,0.484,4.0,0.619,0.381,0.432,0.081,0.324,0.041,0.244,0.135,0.351,0.063,0.938,0.625,0.375,0.25,0.75,24,63,0.381,32,51,410,216,47,186,215,187,84,154,142,169,140,193,251,64,200,43,307,44,28,17,248,IND
Players,203960,JaKarr Sampson,JaKarr,1610612754,IND,28.0,3,2,1,0.667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,363,318,25,67,414,360,320,315,113,245,150,295,225,305,254,245,235,85,325,251,355,401,355,IND
Players,1628410,Edmond Sumner,Edmond,1610612754,IND,25.0,12,5,7,0.417,2.5,0.667,0.333,0.4,0.2,0.6,0.0,0.0,0.3,0.2,1.0,0.0,1.0,0.0,1.0,0.0,4,6,0.667,235,237,238,277,252,155,233,200,20,56,150,295,45,254,1,245,1,85,1,251,189,232,53,IND
Players,203200,Justin Holiday,Justin,1610612754,IND,32.0,36,17,19,0.472,3.9,0.148,0.852,0.067,0.0,0.8,0.0,0.133,0.1,0.067,0.0,1.0,1.0,0.0,0.889,0.111,9,27,0.333,4,26,441,226,54,353,47,312,113,29,150,249,179,300,254,1,1,85,110,242,101,81,273,IND
