group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1628988,Aaron Holiday,Aaron,1610612754,IND,24.0,12,7,5,0.583,27.0,0.154,0.194,0.184,0.091,0.067,0.133,0.111,0.0,0.1,0.095,0.211,0.0,0.25,0.0,0.333,0.2,0.125,0.17,235,193,171,112,242,195,157,166,218,295,179,228,263,310,336,139,1,120,180,369,235,233,175
Players,1627747,Caris LeVert,Caris,1610612754,IND,26.0,22,12,10,0.545,81.0,0.358,0.355,0.391,0.278,0.291,0.297,0.391,0.222,0.167,0.173,0.257,0.261,0.2,0.3,0.375,0.25,0.395,0.335,121,93,302,148,91,24,39,19,109,92,73,32,144,229,221,111,365,148,92,398,314,28,45
Players,1627734,Domantas Sabonis,Domantas,1610612754,IND,25.0,32,14,18,0.438,134.0,0.177,0.202,0.173,0.048,0.059,0.319,0.322,0.278,0.258,0.261,0.244,0.156,0.261,0.071,0.235,0.243,0.32,0.211,22,64,433,257,13,148,136,192,240,302,60,59,116,108,107,120,287,119,177,336,312,63,127
Players,203926,Doug McDermott,Doug,1610612754,IND,29.0,20,7,13,0.35,42.0,0.073,0.081,0.1,0.167,0.147,0.0,0.0,0.25,0.107,0.125,0.05,0.0,0.077,0.0,0.0,0.107,0.0,0.081,137,193,369,327,182,379,314,315,162,223,295,304,126,304,295,279,1,230,180,1,122,319,327
Players,1628410,Edmond Sumner,Edmond,1610612754,IND,25.0,12,5,7,0.417,30.0,0.092,0.148,0.128,0.222,0.133,0.0,0.0,0.0,0.105,0.095,0.059,0.0,0.333,0.0,0.5,0.294,0.0,0.13,235,237,238,277,229,327,218,263,137,245,295,304,263,306,336,270,1,63,180,416,371,319,254
Players,1629048,Goga Bitadze,Goga,1610612754,IND,21.0,8,4,4,0.5,12.0,0.167,0.0,0.176,0.0,0.3,0.0,0.0,0.0,0.182,0.182,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,286,259,142,176,309,163,355,180,245,86,295,304,263,207,209,291,321,238,180,1,443,319,368
Players,203960,JaKarr Sampson,JaKarr,1610612754,IND,28.0,3,2,1,0.667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,318,25,67,411,409,355,401,245,320,295,304,263,360,374,291,1,238,180,1,1,319,368
Players,203087,Jeremy Lamb,Jeremy,1610612754,IND,29.0,9,4,5,0.444,31.0,0.271,0.292,0.283,0.333,0.278,0.267,0.211,0.667,0.2,0.308,0.0,0.333,0.25,0.0,0.333,0.143,0.143,0.29,271,259,171,247,225,65,75,79,62,106,91,125,12,179,70,291,387,120,180,369,159,194,70
Players,203200,Justin Holiday,Justin,1610612754,IND,32.0,36,17,19,0.472,141.0,0.106,0.089,0.116,0.267,0.235,0.069,0.058,0.056,0.204,0.181,0.109,0.1,0.138,0.176,0.071,0.152,0.107,0.103,4,26,441,226,8,296,307,289,113,138,258,284,250,177,212,229,232,200,131,266,183,259,292
Players,1629103,Kelan Martin,Kelan,1610612754,IND,25.0,3,1,2,0.333,8.0,0.125,0.167,0.167,0.5,0.25,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.176,363,351,79,330,344,253,187,198,16,121,295,304,263,46,53,291,1,238,30,1,1,319,164
Players,1627763,Malcolm Brogdon,Malcolm,1610612754,IND,28.0,31,15,16,0.484,124.0,0.289,0.276,0.301,0.364,0.289,0.346,0.323,0.222,0.146,0.16,0.449,0.268,0.115,0.071,0.429,0.235,0.286,0.298,32,51,410,216,19,52,81,63,56,94,50,58,144,267,244,35,369,211,177,410,302,75,65
Players,1626167,Myles Turner,Myles,1610612754,IND,25.0,28,12,16,0.429,99.0,0.202,0.242,0.22,0.333,0.338,0.292,0.286,0.133,0.25,0.225,0.027,0.156,0.158,0.692,0.1,0.288,0.222,0.259,58,93,410,265,55,117,108,126,62,59,75,78,198,113,137,289,288,186,19,272,370,110,90
Players,1629052,Oshae Brissett,Oshae,1610612754,IND,23.0,4,3,1,0.75,11.0,0.038,0.091,0.067,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,344,284,25,39,318,405,301,374,245,320,295,304,263,46,53,291,1,238,180,1,1,319,358
Players,204456,T.J. McConnell,T.J.,1610612754,IND,29.0,29,15,14,0.517,87.0,0.129,0.171,0.116,0.045,0.048,0.149,0.155,0.3,0.21,0.222,0.378,0.179,0.375,0.091,0.111,0.109,0.136,0.153,46,51,383,173,80,247,182,290,242,308,161,182,103,172,139,45,310,53,166,275,124,211,210
Players,203933,T.J. Warren,T.J.,1610612754,IND,27.0,2,1,1,0.5,5.0,0.214,0.0,0.222,0.0,0.25,0.0,0.0,0.0,0.5,0.333,0.0,0.25,0.5,0.0,0.0,0.25,0.333,0.0,386,351,25,176,369,104,355,119,245,121,295,304,263,8,53,291,357,21,180,1,314,48,368
