season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2023-24,1610612756,PHX,Phoenix Suns,22301194,2024-04-14,PHX @ MIN,W,48.0,0.663,0.337,0.496,0.112,0.384,0.104,0.12,0.28,0.384,0.484,0.516,0.813,0.188,0.596,0.404,0,0,0,0,119,497,1954,1425,429,707,1560,1749,21,1877,1686,761,1592,834,1605,848,1,2023,2024,False,MIN,PHX,APR
2023-24,1610612756,PHX,Phoenix Suns,22301185,2024-04-12,PHX @ SAC,W,48.0,0.579,0.421,0.519,0.111,0.333,0.083,0.148,0.065,0.407,0.5,0.5,0.917,0.083,0.625,0.375,0,0,0,0,119,1605,849,1188,437,1207,1909,1199,2333,1631,1520,805,714,1665,1311,1116,1,2023,2024,False,SAC,PHX,APR
2023-24,1610612756,PHX,Phoenix Suns,22301165,2024-04-10,PHX @ LAC,W,48.0,0.474,0.526,0.452,0.113,0.435,0.137,0.113,0.153,0.339,0.571,0.429,0.722,0.278,0.63,0.37,0,0,0,0,119,2392,69,1915,414,303,926,1872,992,2222,938,1487,2087,366,1253,1192,1,2023,2024,False,LAC,PHX,APR
2023-24,1610612756,PHX,Phoenix Suns,22301156,2024-04-09,PHX vs. LAC,L,48.0,0.607,0.393,0.478,0.087,0.261,0.13,0.261,0.185,0.391,0.5,0.5,0.75,0.25,0.567,0.433,0,0,0,0,119,1215,1236,1636,813,1990,1050,44,547,1810,1520,805,1919,434,1896,563,1,2023,2024,True,PHX,LAC,APR
2023-24,1610612756,PHX,Phoenix Suns,22301138,2024-04-07,PHX vs. NOP,L,48.0,0.552,0.448,0.476,0.114,0.4,0.133,0.124,0.181,0.362,0.64,0.36,1.0,0.0,0.769,0.231,0,0,0,0,119,1916,540,1656,398,562,991,1685,592,2069,446,1999,1,2028,157,2300,1,2023,2024,True,PHX,NOP,APR
2023-24,1610612756,PHX,Phoenix Suns,22301125,2024-04-05,PHX vs. MIN,W,48.0,0.658,0.342,0.495,0.124,0.278,0.175,0.227,0.247,0.371,0.875,0.125,0.889,0.111,0.879,0.121,0,0,0,0,119,555,1904,1476,297,1821,422,179,93,2001,3,2458,983,1401,8,2453,1,2023,2024,True,PHX,MIN,APR
2023-24,1610612756,PHX,Phoenix Suns,22301110,2024-04-03,PHX vs. CLE,W,48.0,0.621,0.379,0.426,0.066,0.443,0.074,0.131,0.205,0.361,0.615,0.385,0.889,0.111,0.727,0.273,0,0,0,0,119,1034,1415,2137,1295,270,2053,1551,353,2080,610,1839,983,1401,367,2074,1,2023,2024,True,PHX,CLE,APR
2023-24,1610612756,PHX,Phoenix Suns,22301092,2024-04-01,PHX @ NOP,W,48.0,0.46,0.54,0.403,0.065,0.435,0.089,0.161,0.097,0.339,0.6,0.4,0.778,0.222,0.674,0.326,0,0,0,0,119,2411,50,2257,1317,303,1843,952,2001,2222,689,1712,1806,602,785,1654,1,2023,2024,False,NOP,PHX,APR
2023-24,1610612756,PHX,Phoenix Suns,22301069,2024-03-29,PHX @ OKC,L,48.0,0.529,0.471,0.505,0.078,0.379,0.058,0.117,0.107,0.427,0.538,0.462,0.923,0.077,0.667,0.333,0,0,0,0,119,2128,330,1316,999,753,2239,1811,1834,1375,1233,1196,644,1749,839,1530,1,2023,2024,False,OKC,PHX,MAR
2023-24,1610612756,PHX,Phoenix Suns,22301059,2024-03-27,PHX @ DEN,W,48.0,0.602,0.398,0.442,0.115,0.462,0.067,0.096,0.067,0.327,0.565,0.435,1.0,0.0,0.744,0.256,0,0,0,0,119,1268,1186,2003,380,180,2144,2115,2319,2275,1004,1437,1,2028,276,2176,1,2023,2024,False,DEN,PHX,MAR
2023-24,1610612756,PHX,Phoenix Suns,22301039,2024-03-25,PHX @ SAS,L,48.0,0.663,0.337,0.627,0.196,0.294,0.137,0.078,0.098,0.431,0.594,0.406,0.9,0.1,0.667,0.333,0,0,0,0,119,508,1950,212,25,1678,924,2285,1988,1328,753,1694,901,1492,839,1530,1,2023,2024,False,SAS,PHX,MAR
