group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,2594,Kyle Korver,Kyle,1610612749,MIL,39.0,7,0,7,0.0,5.0,0.16,0.143,0.176,0.0,0.222,0.333,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.2,0.19,299,415,232,415,365,181,217,178,224,135,65,90,273,346,365,285,1,235,181,1,208,157,150,MIL
Players,203114,Khris Middleton,Khris,1610612749,MIL,28.0,16,12,4,0.75,49.0,0.331,0.262,0.343,0.7,0.543,0.433,0.378,0.053,0.222,0.164,0.304,0.214,0.0,0.0,0.0,0.206,0.281,0.339,194,102,148,38,171,30,74,31,7,6,38,50,264,140,229,82,331,235,181,1,267,91,39,MIL
Players,1626192,Pat Connaughton,Pat,1610612749,MIL,27.0,13,9,4,0.692,28.0,0.076,0.087,0.089,0.2,0.158,0.111,0.087,0.125,0.0,0.054,0.222,0.0,0.333,0.25,0.0,0.0,0.067,0.101,215,157,148,63,240,362,295,334,131,198,216,245,210,346,351,119,1,75,103,1,1,295,295,MIL
Players,101107,Marvin Williams,Marvin,1610612749,MIL,34.0,19,10,9,0.526,41.0,0.116,0.172,0.103,0.273,0.172,0.121,0.103,0.214,0.2,0.205,0.118,0.235,0.4,0.667,0.0,0.286,0.107,0.167,166,139,279,167,186,268,181,305,101,186,206,227,139,168,168,205,350,60,18,1,355,251,185,MIL
Players,201588,George Hill,George,1610612749,MIL,34.0,19,14,5,0.737,51.0,0.105,0.043,0.08,0.125,0.143,0.273,0.209,0.2,0.135,0.161,0.25,0.143,0.333,0.143,0.0,0.147,0.171,0.104,166,76,180,44,166,297,329,349,182,222,94,136,146,261,230,99,276,75,139,1,188,185,292,MIL
Players,1628412,Frank Mason III,Frank,1610612749,MIL,26.0,1,0,1,0.0,4.0,0.154,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.333,0.25,0.5,0.25,0.0,0.0,1.0,0.0,0.5,0.0,414,415,28,415,373,192,340,191,224,312,297,301,273,48,116,21,352,235,181,441,1,18,365,MIL
Players,101141,Ersan Ilyasova,Ersan,1610612749,MIL,33.0,7,4,3,0.571,11.0,0.059,0.2,0.095,0.0,0.0,0.0,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.143,299,261,117,145,313,381,141,317,224,312,297,301,273,168,219,285,1,235,181,1,156,319,224,MIL
Players,1628425,Sterling Brown,Sterling,1610612749,MIL,25.0,9,4,5,0.444,10.0,0.172,0.5,0.278,0.5,0.333,0.0,0.0,0.4,0.143,0.25,0.667,0.0,0.0,1.0,0.5,0.0,0.0,0.294,272,261,180,252,327,160,7,63,20,54,297,301,71,245,116,5,1,235,1,407,1,319,60,MIL
Players,202083,Wesley Matthews,Wesley,1610612749,MIL,33.0,17,12,5,0.706,29.0,0.056,0.038,0.078,0.167,0.174,0.0,0.0,0.0,0.083,0.053,0.2,0.0,0.0,0.0,0.2,0.278,0.2,0.039,187,102,180,53,230,387,331,350,145,183,297,301,273,317,352,127,1,235,181,321,351,157,353,MIL
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,25.0,21,16,5,0.762,55.0,0.423,0.519,0.41,0.2,0.222,0.361,0.417,0.367,0.455,0.419,0.087,0.667,0.5,0.333,0.4,0.471,0.425,0.46,142,49,180,36,157,9,5,14,131,135,54,38,80,23,34,234,447,28,77,388,425,31,10,MIL
