group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,201599,DeAndre Jordan,DeAndre,1610612755,PHI,33.0,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,375,1,1,465,241,245,158,317,1,1,1,437,199,1,1,344,438,PHI
Players,202699,Tobias Harris,Tobias,1610612755,PHI,29.0,38,19,19,0.5,4.0,0.1,0.2,0.1,0.6,1.2,1.1,0.9,3.0,0.0,0.1,0.4,0.3,2.4,9,32,476,206,43,193,131,105,128,394,375,466,93,199,384,336,165,170,PHI
Players,1627777,Georges Niang,Georges,1610612755,PHI,29.0,31,17,14,0.548,2.3,0.0,0.0,0.0,0.1,0.6,0.7,0.4,1.6,0.0,0.0,0.3,0.1,1.0,55,43,401,185,293,241,245,158,314,201,222,269,349,199,307,260,334,360,PHI
Players,201980,Danny Green,Danny,1610612755,PHI,35.0,21,9,12,0.429,2.6,0.0,0.1,0.0,0.0,0.6,0.6,0.4,2.2,0.1,0.0,0.2,0.0,2.0,164,173,365,305,263,241,174,158,317,204,192,317,249,90,1,205,344,228,PHI
Players,1629003,Shake Milton,Shake,1610612755,PHI,25.0,7,4,3,0.571,3.6,0.3,0.3,0.0,0.6,1.1,1.7,0.4,2.6,0.0,0.0,0.0,0.4,1.6,305,275,139,155,79,94,81,158,129,392,475,317,189,199,1,1,104,278,PHI
Players,1629680,Matisse Thybulle,Matisse,1610612755,PHI,25.0,27,17,10,0.63,2.8,0.1,0.0,0.1,0.4,0.6,0.4,0.5,1.9,0.0,0.0,0.4,0.2,1.7,93,43,322,96,225,167,245,137,199,194,156,371,319,175,1,391,239,269,PHI
Players,200794,Paul Millsap,Paul,1610612755,PHI,37.0,6,3,3,0.5,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.2,0.2,0.0,326,304,139,206,447,241,245,158,317,113,1,1,419,199,1,150,246,438,PHI
Players,203954,Joel Embiid,Joel,1610612755,PHI,28.0,36,20,16,0.556,4.1,0.7,0.6,0.0,1.1,1.1,1.0,0.8,2.9,0.4,0.2,0.6,1.2,8.0,17,26,438,178,36,9,16,158,37,384,334,455,112,8,452,452,5,3,PHI
Players,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,24.0,14,7,7,0.5,2.1,0.0,0.0,0.0,0.1,0.4,1.4,0.5,1.6,0.0,0.0,0.1,0.0,1.4,224,211,255,206,328,241,245,158,288,125,446,353,358,199,1,135,344,309,PHI
Players,1630198,Isaiah Joe,Isaiah,1610612755,PHI,22.0,4,3,1,0.75,0.9,0.0,0.0,0.0,0.0,1.0,0.3,0.5,1.0,0.0,0.0,0.0,0.0,0.0,369,304,38,54,440,241,245,158,317,332,114,353,401,199,1,1,344,438,PHI
Players,201935,James Harden,James,1610612755,PHI,32.0,33,20,13,0.606,3.6,0.1,0.2,0.2,0.8,0.5,0.8,0.4,2.7,0.0,0.0,0.3,0.9,4.0,41,26,380,122,88,182,147,62,87,178,254,292,156,199,305,237,19,57,PHI
Players,1630178,Tyrese Maxey,Tyrese,1610612755,PHI,21.0,41,21,20,0.512,3.8,0.1,0.1,0.2,0.5,1.0,1.1,0.8,2.8,0.0,0.2,0.3,0.3,2.3,2,17,484,205,61,181,231,60,142,325,380,445,136,159,466,284,155,187,PHI
Players,1629718,Charlie Brown Jr.,Charlie,1610612755,PHI,25.0,2,1,1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,408,375,38,206,451,241,245,158,317,1,1,1,437,199,1,1,344,397,PHI
Players,1630194,Paul Reed,Paul,1610612755,PHI,23.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,448,100,448,488,241,245,158,317,1,1,1,437,199,1,1,344,438,PHI
