season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612753,ORL,Orlando Magic,22401186,2025-04-13,ORL @ ATL,L,48.0,0.54,0.17,0.152,0.265,0.631,0.114,0.162,0.262,0,0,0,0,121,1283,2010,1491,1516,2233,84,748,870,1,2024,2025,False,ATL,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22401172,2025-04-11,ORL @ IND,W,48.0,0.653,0.247,0.19,0.282,0.517,0.393,0.189,0.404,0,0,0,0,121,128,1094,2168,1315,834,2325,304,2291,1,2024,2025,False,IND,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22401156,2025-04-09,ORL vs. BOS,W,48.0,0.495,0.088,0.11,0.315,0.433,0.073,0.18,0.235,0,0,0,0,121,1881,2427,505,905,95,19,424,563,1,2024,2025,True,ORL,BOS,APR
2024-25,1610612753,ORL,Orlando Magic,22401149,2025-04-08,ORL vs. ATL,W,48.0,0.583,0.369,0.144,0.378,0.534,0.25,0.186,0.4,0,0,0,0,121,663,211,1315,318,1087,1390,348,2267,1,2024,2025,True,ORL,ATL,APR
2024-25,1610612753,ORL,Orlando Magic,22401112,2025-04-03,ORL @ WAS,W,48.0,0.53,0.305,0.133,0.362,0.518,0.129,0.146,0.277,0,0,0,0,121,1429,565,1050,442,849,146,1079,1071,1,2024,2025,False,WAS,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22400988,2025-04-01,ORL @ SAS,W,48.0,0.578,0.133,0.137,0.319,0.574,0.21,0.181,0.279,0,0,0,0,121,732,2276,1143,849,1674,899,403,1102,1,2024,2025,False,SAS,ORL,APR
2024-25,1610612753,ORL,Orlando Magic,22401091,2025-03-31,ORL vs. LAC,L,48.0,0.441,0.289,0.161,0.17,0.488,0.232,0.17,0.348,0,0,0,0,121,2341,678,1695,2327,490,1196,571,1896,1,2024,2025,True,ORL,LAC,MAR
2024-25,1610612753,ORL,Orlando Magic,22401074,2025-03-29,ORL vs. SAC,W,48.0,0.596,0.27,0.144,0.36,0.463,0.247,0.165,0.224,0,0,0,0,121,535,845,1315,451,259,1354,687,453,1,2024,2025,True,ORL,SAC,MAR
2024-25,1610612753,ORL,Orlando Magic,22401060,2025-03-27,ORL vs. DAL,L,48.0,0.456,0.3,0.175,0.24,0.545,0.282,0.155,0.186,0,0,0,0,121,2250,602,1955,1842,1241,1710,896,192,1,2024,2025,True,ORL,DAL,MAR
2024-25,1610612753,ORL,Orlando Magic,22401045,2025-03-25,ORL @ CHA,W,48.0,0.528,0.211,0.116,0.333,0.5,0.239,0.117,0.255,0,0,0,0,121,1466,1536,634,661,595,1275,1794,757,1,2024,2025,False,CHA,ORL,MAR
