close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
201572,Brook Lopez,1610612747,LAL,C,30.0,74,74,0.784,5.19,10.89,0.476,0.516,-0.039
1628366,Lonzo Ball,1610612747,LAL,G,20.0,52,52,0.689,4.48,8.87,0.505,0.505,0.0
203944,Julius Randle,1610612747,LAL,F-C,23.0,82,82,0.704,4.13,8.57,0.482,0.515,-0.033
203484,Kentavious Caldwell-Pope,1610612747,LAL,G,25.0,73,73,0.705,4.66,8.1,0.575,0.505,0.07
1628398,Kyle Kuzma,1610612747,LAL,F,22.0,77,77,0.676,3.56,7.48,0.476,0.509,-0.033
2736,Luol Deng,1610612747,LAL,F,33.0,1,1,0.778,2.0,7.0,0.286,0.489,-0.203
1627742,Brandon Ingram,1610612747,LAL,F-G,20.0,59,59,0.601,3.46,6.85,0.505,0.513,-0.008
1628404,Josh Hart,1610612747,LAL,G,23.0,63,62,0.677,3.43,6.73,0.509,0.507,0.003
202738,Isaiah Thomas,1610612747,LAL,G,29.0,32,31,0.65,3.56,6.63,0.538,0.506,0.032
1627826,Ivica Zubac,1610612747,LAL,C,21.0,38,37,0.785,2.42,5.37,0.451,0.523,-0.072
101112,Channing Frye,1610612747,LAL,F,35.0,51,51,0.737,2.71,5.27,0.513,0.504,0.009
204037,Travis Wear,1610612747,LAL,F,27.0,16,16,0.644,2.13,4.19,0.507,0.525,-0.018
1627936,Alex Caruso,1610612747,LAL,G,24.0,37,34,0.696,2.05,4.08,0.503,0.501,0.002
201281,Andre Ingram,1610612747,LAL,G,32.0,2,2,0.5,1.5,4.0,0.375,0.565,-0.19
101106,Andrew Bogut,1610612747,LAL,C,33.0,23,23,0.772,1.74,3.83,0.455,0.526,-0.071
1627780,Gary Payton II,1610612747,LAL,G,25.0,19,16,0.744,2.05,3.53,0.582,0.498,0.084
203898,Tyler Ennis,1610612747,LAL,G,23.0,47,43,0.656,1.89,3.49,0.543,0.498,0.045
1628418,Thomas Bryant,1610612747,LAL,C,20.0,13,11,0.771,1.38,2.08,0.667,0.537,0.13
203505,Vander Blue,1610612747,LAL,G,25.0,3,3,0.545,0.33,2.0,0.167,0.479,-0.312
