GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,203932,Aaron Gordon,Aaron,1610612743,DEN,28.0,5,3,2,0.6,12.625,0.0,0.0,0.0,0.0,11.4,30.4,19.0,98.9,0.0,0.0,3.8,3.8,24.3,30,22,60,23,37,33,38,18,48,60,104,112,8,27,1,60,46,73
Players,1630174,Aaron Nesmith,Aaron,1610612754,IND,24.0,7,2,5,0.286,37.53333333333333,0.0,2.6,0.0,2.6,21.7,5.1,7.7,33.3,0.0,0.0,6.4,7.7,36.2,7,35,113,70,8,33,34,18,47,102,52,89,59,27,1,83,27,57
Players,1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,2,1,1,0.5,1.3383333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,47,15,41,97,33,38,18,48,1,1,1,101,27,1,1,53,92
Players,201143,Al Horford,Al,1610612738,BOS,38.0,6,6,0,1.0,24.153333333333332,0.0,0.0,0.0,0.0,19.9,4.0,9.9,19.9,2.0,0.0,0.0,0.0,30.8,19,1,1,1,18,33,38,18,48,93,47,97,85,21,1,1,53,64
Players,202692,Alec Burks,Alec,1610612752,NYK,32.0,1,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,87,79,15,79,103,33,38,18,48,1,1,1,101,27,1,118,53,92
Players,1629599,Amir Coffey,Amir,1610612746,LAC,27.0,1,1,0,1.0,1.7066666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,28.1,0.0,0.0,87,47,1,1,96,33,38,18,48,1,1,1,24,27,1,116,53,92
Players,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,22.0,1,0,1,0.0,0.10833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,79,15,79,113,33,38,18,48,1,1,1,101,27,1,1,53,92
Players,1629614,Andrew Nembhard,Andrew,1610612754,IND,24.0,7,2,5,0.286,40.11333333333334,6.0,7.2,0.0,7.2,26.3,8.4,7.2,35.9,0.0,2.4,4.8,6.0,42.6,7,35,113,70,4,18,18,18,36,107,57,86,50,27,107,71,33,46
Players,203076,Anthony Davis,Anthony,1610612747,LAL,31.0,3,0,3,0.0,9.053333333333333,0.0,0.0,0.0,0.0,0.0,26.5,0.0,63.6,5.3,0.0,5.3,0.0,22.3,47,79,91,79,60,33,38,18,48,1,97,1,19,8,1,77,53,75
Players,1630162,Anthony Edwards,Anthony,1610612750,MIN,22.0,7,4,3,0.571,24.755,13.6,0.0,1.9,15.5,23.3,25.2,5.8,34.9,1.9,0.0,1.9,9.7,77.2,7,15,91,33,17,8,38,17,20,104,94,82,54,23,1,51,18,14
Players,1630559,Austin Reaves,Austin,1610612747,LAL,26.0,3,0,3,0.0,9.053333333333333,0.0,0.0,10.6,21.2,0.0,26.5,0.0,63.6,0.0,0.0,5.3,0.0,55.7,47,79,91,79,60,33,38,2,11,1,97,1,19,27,1,77,53,28
Players,1641767,Ben Sheppard,Ben,1610612754,IND,22.0,1,1,0,1.0,0.2733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.7,87,47,1,1,106,33,38,18,48,1,1,1,101,27,1,1,53,3
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,29.0,1,0,1,0.0,10.233333333333333,14.1,0.0,0.0,0.0,4.7,23.5,0.0,28.1,4.7,0.0,0.0,0.0,39.4,87,79,15,79,46,6,38,18,48,41,87,1,72,10,1,1,53,51
Players,203078,Bradley Beal,Bradley,1610612756,PHX,31.0,1,0,1,0.0,3.25,29.5,29.5,0.0,29.5,59.1,0.0,0.0,29.5,0.0,0.0,14.8,0.0,7.4,87,79,15,79,90,1,2,18,6,119,1,1,67,27,1,111,53,89
Players,1627742,Brandon Ingram,Brandon,1610612740,NOP,26.0,2,0,2,0.0,5.783333333333333,16.6,0.0,16.6,16.6,16.6,0.0,0.0,16.6,8.3,0.0,8.3,0.0,43.2,61,79,60,79,73,4,38,1,17,79,1,1,93,5,1,93,53,44
Players,201572,Brook Lopez,Brook,1610612749,MIL,36.0,1,0,1,0.0,10.148333333333333,0.0,0.0,0.0,0.0,4.7,23.6,0.0,28.4,0.0,4.7,0.0,0.0,7.1,87,79,15,79,48,33,38,18,48,43,89,1,71,27,113,1,53,90
