close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
101162,Marcin Gortat,1610612764,WAS,C,34.0,6,6,0.366,3.0,6.17,0.486,0.372,0.114
202322,John Wall,1610612764,WAS,G,27.0,6,6,0.408,1.67,5.17,0.323,0.378,-0.055
203078,Bradley Beal,1610612764,WAS,G,25.0,6,6,0.392,2.17,4.83,0.448,0.382,0.066
203490,Otto Porter Jr.,1610612764,WAS,F,25.0,5,5,0.458,1.8,4.4,0.409,0.369,0.04
1626162,Kelly Oubre Jr.,1610612764,WAS,F,22.0,6,6,0.51,1.17,4.33,0.269,0.344,-0.075
202693,Markieff Morris,1610612764,WAS,F,28.0,6,6,0.338,1.17,3.67,0.318,0.385,-0.067
203118,Mike Scott,1610612764,WAS,F,29.0,6,6,0.42,1.67,3.5,0.476,0.352,0.124
201951,Ty Lawson,1610612764,WAS,G,30.0,5,5,0.419,0.2,2.6,0.077,0.375,-0.298
101133,Ian Mahinmi,1610612764,WAS,C,31.0,5,4,0.219,0.8,1.4,0.571,0.353,0.219
203107,Tomas Satoransky,1610612764,WAS,G-F,26.0,6,4,0.4,0.17,1.0,0.167,0.358,-0.191
