GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,25.0,5,2,3,0.4,4.6,0.667,0.333,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,34,31,89,68,16,49,44,63,25,9,24,31,36,55,33,47,1,9,1,47,44,47,48
Players,203459,Allen Crabbe,Allen,1610612757,POR,24.0,3,1,2,0.333,5.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,49,60,69,81,3,1,68,1,25,33,24,46,36,1,33,1,30,9,52,1,44,61,24
Players,203148,Brian Roberts,Brian,1610612757,POR,30.0,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,98,99,19,99,124,85,1,63,25,33,24,46,36,55,33,47,30,9,52,47,74,76,74
Players,203468,CJ McCollum,CJ,1610612757,POR,24.0,5,2,3,0.4,5.0,0.6,0.4,0.25,0.125,0.563,0.25,0.187,0.063,0.125,0.0,1.0,0.667,0.333,0.4,0.6,5,10,0.5,34,31,89,68,12,58,39,58,20,16,15,39,34,52,33,1,25,7,42,31,6,12,24
Players,203081,Damian Lillard,Damian,1610612757,POR,25.0,5,2,3,0.4,5.0,0.625,0.375,0.375,0.25,0.188,0.0,0.437,0.313,0.125,0.0,1.0,1.0,0.0,0.25,0.75,4,16,0.25,34,31,89,68,11,57,42,51,13,28,24,21,20,52,33,1,1,9,47,27,11,8,60
Players,202334,Ed Davis,Ed,1610612757,POR,27.0,2,1,1,0.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,78,60,19,49,105,85,68,63,25,33,24,1,1,55,33,47,30,9,52,47,74,99,74
Players,201945,Gerald Henderson,Gerald,1610612757,POR,28.0,2,1,1,0.5,1.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,78,60,19,49,111,85,1,63,25,33,24,46,36,55,33,47,30,9,52,47,74,76,74
Players,203486,Mason Plumlee,Mason,1610612757,POR,26.0,4,2,2,0.5,4.9,1.0,0.0,0.5,0.0,0.0,0.25,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,2,5,0.4,45,31,69,49,14,1,68,38,25,33,15,16,36,29,1,47,30,9,1,47,28,28,45
Players,203090,Maurice Harkless,Maurice,1610612757,POR,23.0,3,1,2,0.333,2.7,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,3,0.667,49,60,69,81,78,49,44,1,25,33,24,46,36,1,20,36,30,9,33,34,28,47,15
