close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203991,Clint Capela,1610612745,HOU,C,24.0,73,73,1.0,554,1190,0.466,0.474,-0.008
201935,James Harden,1610612745,HOU,G,28.0,71,71,1.0,459,979,0.469,0.458,0.011
200782,P.J. Tucker,1610612745,HOU,F,33.0,81,81,1.0,404,829,0.487,0.461,0.027
101108,Chris Paul,1610612745,HOU,G,33.0,57,57,1.0,297,651,0.456,0.457,-0.001
2772,Trevor Ariza,1610612745,HOU,F-G,33.0,65,65,1.0,312,625,0.499,0.461,0.039
201583,Ryan Anderson,1610612745,HOU,F,30.0,64,64,1.0,270,620,0.435,0.451,-0.016
201569,Eric Gordon,1610612745,HOU,G,29.0,68,68,1.0,262,604,0.434,0.451,-0.017
201601,Luc Mbah a Moute,1610612745,HOU,F,31.0,60,60,1.0,245,568,0.431,0.46,-0.029
2207,Joe Johnson,1610612745,HOU,G-F,37.0,55,55,1.0,190,443,0.429,0.458,-0.029
2403,Nene,1610612745,HOU,C-F,35.0,52,52,1.0,166,388,0.428,0.461,-0.033
101123,Gerald Green,1610612745,HOU,G-F,32.0,40,40,1.0,142,295,0.481,0.445,0.036
204028,Tarik Black,1610612745,HOU,F-C,26.0,49,49,1.0,118,273,0.432,0.466,-0.034
201148,Brandan Wright,1610612745,HOU,F-C,30.0,27,27,1.0,76,166,0.458,0.47,-0.013
1627753,Zhou Qi,1610612745,HOU,F-C,22.0,15,15,1.0,23,59,0.39,0.447,-0.058
201628,Bobby Brown,1610612745,HOU,G,33.0,14,14,1.0,17,35,0.486,0.405,0.081
203900,Markel Brown,1610612745,HOU,G,26.0,4,4,1.0,10,21,0.476,0.474,0.002
1626154,RJ Hunter,1610612745,HOU,G,24.0,4,4,1.0,4,16,0.25,0.429,-0.179
1628935,Aaron Jackson,1610612745,HOU,G,32.0,1,1,1.0,4,6,0.667,0.486,0.18
1627778,Chinanu Onuaku,1610612745,HOU,C,21.0,1,1,1.0,3,6,0.5,0.448,0.052
1627817,Tim Quarterman,1610612745,HOU,G,23.0,3,3,1.0,3,6,0.5,0.432,0.069
