close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203991,Clint Capela,1610612745,HOU,C,24.0,73,73,0.452,301,538,0.559,0.609,-0.049
201935,James Harden,1610612745,HOU,G,28.0,71,70,0.371,227,363,0.625,0.603,0.023
200782,P.J. Tucker,1610612745,HOU,F,33.0,81,80,0.382,199,317,0.628,0.606,0.021
101108,Chris Paul,1610612745,HOU,G,33.0,57,56,0.456,178,297,0.599,0.602,-0.002
2772,Trevor Ariza,1610612745,HOU,F-G,33.0,65,63,0.424,184,265,0.694,0.61,0.084
201583,Ryan Anderson,1610612745,HOU,F,30.0,64,63,0.377,131,234,0.56,0.596,-0.036
201601,Luc Mbah a Moute,1610612745,HOU,F,31.0,60,57,0.366,119,208,0.572,0.602,-0.03
201569,Eric Gordon,1610612745,HOU,G,29.0,68,64,0.336,132,203,0.65,0.599,0.051
2207,Joe Johnson,1610612745,HOU,G-F,37.0,55,51,0.357,98,158,0.62,0.608,0.013
204028,Tarik Black,1610612745,HOU,F-C,26.0,49,44,0.48,66,131,0.504,0.602,-0.099
2403,Nene,1610612745,HOU,C-F,35.0,52,49,0.309,66,120,0.55,0.596,-0.046
101123,Gerald Green,1610612745,HOU,G-F,32.0,40,36,0.369,72,109,0.661,0.585,0.075
201148,Brandan Wright,1610612745,HOU,F-C,30.0,27,24,0.386,37,64,0.578,0.605,-0.027
1627753,Zhou Qi,1610612745,HOU,F-C,22.0,15,13,0.475,10,28,0.357,0.562,-0.205
201628,Bobby Brown,1610612745,HOU,G,33.0,14,8,0.314,8,11,0.727,0.579,0.149
203900,Markel Brown,1610612745,HOU,G,26.0,4,3,0.476,5,10,0.5,0.641,-0.141
1626154,RJ Hunter,1610612745,HOU,G,24.0,4,2,0.375,4,6,0.667,0.564,0.102
1628935,Aaron Jackson,1610612745,HOU,G,32.0,1,1,0.833,4,5,0.8,0.586,0.214
1627817,Tim Quarterman,1610612745,HOU,G,23.0,3,2,0.5,1,3,0.333,0.381,-0.047
1627778,Chinanu Onuaku,1610612745,HOU,C,21.0,1,1,0.333,2,2,1.0,0.551,0.449
