group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203083,Andre Drummond,,1610612765,DET,23.0,31,11,20,0.355,93.21,7,18,3,26,35,36,17,90,4,1,15,12,94.0,96,162,390,336,110,57,10,86,38,369,367,319,369,38,236,384,64,74
,203382,Aron Baynes,,1610612765,DET,30.0,15,6,9,0.4,24.891666666666666,0,2,0,4,1,16,7,10,2,2,4,1,19.4,235,247,215,300,265,228,170,184,178,61,246,201,116,73,313,200,268,238
,2757,Beno Udrih,,1610612765,DET,34.0,9,4,5,0.444,0.4816666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,285,280,136,269,420,228,242,184,308,1,1,1,1,200,1,1,327,396
,1626246,Boban Marjanović,,1610612765,DET,28.0,4,2,2,0.5,8.725,2,8,0,8,2,0,3,6,0,0,1,3,16.0,348,333,67,185,343,165,56,184,130,70,1,131,80,200,1,65,194,261
,1627740,Henry Ellenson,,1610612765,DET,20.0,2,1,1,0.5,7.61,0,2,0,4,0,0,3,6,1,0,0,1,15.0,378,361,25,185,354,228,170,184,178,1,1,131,80,110,1,1,268,266
,202397,Ish Smith,,1610612765,DET,28.0,24,9,15,0.375,88.89666666666666,2,5,0,6,25,24,17,82,2,0,13,2,76.2,156,191,323,320,122,165,96,184,149,317,305,319,350,73,1,367,223,101
,202720,Jon Leuer,,1610612765,DET,28.0,21,8,13,0.381,40.02666666666666,0,2,0,0,10,10,6,36,0,3,3,3,17.3,179,211,286,316,214,228,170,184,308,196,193,180,226,200,354,157,194,256
,203484,Kentavious Caldwell-Pope,,1610612765,DET,24.0,33,12,21,0.364,125.165,11,16,5,10,35,48,21,106,2,4,10,7,111.2,77,150,400,327,57,36,16,54,111,369,405,360,396,73,392,311,114,57
,202694,Marcus Morris Sr.,,1610612765,DET,27.0,33,15,18,0.455,114.905,3,6,0,2,34,48,26,94,1,3,15,12,85.0,77,98,370,260,70,134,83,184,229,363,405,393,377,110,354,384,64,87
,203493,Reggie Bullock Jr.,,1610612765,DET,26.0,6,3,3,0.5,19.585,3,0,0,0,6,2,5,26,0,0,0,0,14.1,322,302,96,185,286,134,242,184,308,146,82,168,188,200,1,1,327,272
,202704,Reggie Jackson,,1610612765,DET,27.0,15,6,9,0.4,54.62,0,3,3,12,16,31,12,46,0,2,2,12,56.6,235,247,215,300,186,228,139,86,89,251,342,268,254,200,313,125,64,137
,1626169,Stanley Johnson,,1610612765,DET,21.0,12,4,8,0.333,37.95166666666667,0,0,0,2,9,17,11,36,0,0,6,1,17.0,260,280,202,343,221,228,242,184,229,186,256,256,226,200,1,241,268,260
,202699,Tobias Harris,,1610612765,DET,24.0,34,13,21,0.382,108.48166666666668,3,4,4,10,32,43,17,102,4,1,12,10,84.0,68,133,400,314,77,134,114,65,111,350,391,319,388,38,236,352,83,89
