close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201143,Al Horford,1610612738,BOS,C,31.0,18,18,0.423,2.5,6.22,0.402,0.389,0.013
203109,Jae Crowder,1610612738,BOS,F,26.0,18,18,0.495,2.06,5.33,0.385,0.376,0.01
203935,Marcus Smart,1610612738,BOS,G,23.0,18,18,0.545,1.89,5.06,0.374,0.38,-0.006
202340,Avery Bradley,1610612738,BOS,G,26.0,18,18,0.512,1.89,4.89,0.386,0.388,-0.002
202738,Isaiah Thomas,1610612738,BOS,G,28.0,15,15,0.473,1.4,4.73,0.296,0.372,-0.076
203482,Kelly Olynyk,1610612738,BOS,C-F,26.0,18,17,0.385,1.44,3.33,0.433,0.38,0.054
101123,Gerald Green,1610612738,BOS,F,31.0,12,10,0.58,1.08,3.33,0.325,0.374,-0.049
1626179,Terry Rozier,1610612738,BOS,G,23.0,17,17,0.521,1.12,2.88,0.388,0.36,0.028
1627759,Jaylen Brown,1610612738,BOS,F,20.0,15,14,0.627,0.93,2.8,0.333,0.393,-0.059
201973,Jonas Jerebko,1610612738,BOS,F,30.0,11,10,0.511,0.91,2.18,0.417,0.373,0.043
203092,Tyler Zeller,1610612738,BOS,C,27.0,9,7,0.486,0.78,2.0,0.389,0.422,-0.033
101161,Amir Johnson,1610612738,BOS,F,30.0,14,11,0.303,0.79,1.64,0.478,0.389,0.089
203923,James Young,1610612738,BOS,G-F,21.0,6,5,0.667,0.33,1.33,0.25,0.375,-0.125
1626175,Jordan Mickey,1610612738,BOS,F,22.0,2,2,0.667,0.5,1.0,0.5,0.362,0.138
