close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1626167,Myles Turner,1610612754,IND,C-F,29.0,23,23,1.0,6.83,14.83,0.46,0.513,-0.052
1629614,Andrew Nembhard,1610612754,IND,G-F,25.0,23,23,1.0,6.3,14.22,0.443,0.483,-0.04
1627783,Pascal Siakam,1610612754,IND,F,31.0,23,23,1.0,6.0,13.26,0.452,0.5,-0.047
1630169,Tyrese Haliburton,1610612754,IND,G,25.0,22,22,1.0,5.77,12.77,0.452,0.472,-0.02
1630174,Aaron Nesmith,1610612754,IND,G-F,25.0,23,23,1.0,5.26,11.0,0.478,0.486,-0.007
1630167,Obi Toppin,1610612754,IND,F,27.0,23,23,1.0,2.91,6.43,0.453,0.485,-0.032
1631097,Bennedict Mathurin,1610612754,IND,G-F,23.0,20,20,1.0,3.15,6.35,0.496,0.473,0.023
1641767,Ben Sheppard,1610612754,IND,G,23.0,21,21,1.0,2.52,4.95,0.51,0.475,0.035
204456,T.J. McConnell,1610612754,IND,G,33.0,23,23,1.0,1.87,4.91,0.381,0.457,-0.077
1628418,Thomas Bryant,1610612754,IND,C-F,27.0,18,18,1.0,1.89,4.5,0.42,0.49,-0.07
1641716,Jarace Walker,1610612754,IND,F,21.0,9,9,1.0,2.22,3.67,0.606,0.502,0.104
201949,James Johnson,1610612754,IND,F,38.0,3,3,1.0,1.33,3.67,0.364,0.484,-0.12
1628396,Tony Bradley,1610612754,IND,C-F,27.0,9,9,1.0,1.11,3.22,0.345,0.502,-0.157
1642277,Johnny Furphy,1610612754,IND,G,20.0,7,7,1.0,0.71,2.43,0.294,0.472,-0.178
