GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,203458,Alex Len,Alex,1610612756,PHX,23.0,22,7,15,0.318,2.1,1.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,0.667,0.667,0.333,0.0,0.0,0.667,0.333,6,11,0.545,182,215,313,362,283,1,275,1,31,209,175,299,234,46,103,203,194,82,143,182,164,197,76
Players,203462,Archie Goodwin,Archie,1610612756,PHX,21.0,10,3,7,0.3,1.3,0.556,0.444,0.545,0.0,0.273,0.182,0.182,0.0,0.545,0.333,0.667,0.0,1.0,0.25,0.75,4,9,0.444,277,293,188,363,358,256,121,141,195,117,58,237,234,81,200,107,194,1,284,54,197,217,146
Players,202688,Brandon Knight,Brandon,1610612756,PHX,24.0,30,9,21,0.3,3.3,0.564,0.436,0.431,0.196,0.235,0.039,0.334,0.039,0.235,0.273,0.727,0.75,0.25,0.4,0.6,15,55,0.273,107,182,402,363,132,254,125,214,87,133,158,125,228,241,221,98,144,60,246,89,76,46,295
Players,201978,Chase Budinger,Chase,1610612756,PHX,28.0,19,7,12,0.368,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,203,215,264,313,408,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,203928,Cory Jefferson,Cory,1610612756,PHX,25.0,3,1,2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,357,362,75,330,432,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,1626164,Devin Booker,Devin,1610612756,PHX,19.0,25,8,17,0.32,2.5,0.789,0.211,0.435,0.261,0.261,0.0,0.304,0.174,0.174,0.2,0.8,0.5,0.5,0.286,0.714,7,19,0.368,151,195,341,360,238,153,226,212,53,122,175,156,106,270,239,78,167,32,275,64,149,142,220
Players,202339,Eric Bledsoe,Eric,1610612756,PHX,26.0,18,6,12,0.333,3.6,0.771,0.229,0.478,0.13,0.065,0.239,0.457,0.196,0.348,0.182,0.818,1.0,0.0,0.25,0.75,12,35,0.343,211,235,264,330,96,157,222,186,131,201,30,62,92,166,244,72,1,82,284,54,100,79,252
Players,203098,John Jenkins,John,1610612756,PHX,25.0,2,0,2,0.0,0.8,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,374,408,75,408,391,268,92,320,195,209,175,299,234,303,270,257,194,82,313,264,342,316,342
Players,202720,Jon Leuer,Jon,1610612756,PHX,27.0,13,3,10,0.231,3.0,0.615,0.385,0.8,0.4,0.0,0.0,0.2,0.2,0.4,0.75,0.25,0.0,0.0,0.75,0.25,4,13,0.308,250,293,238,395,174,225,153,53,20,209,175,222,84,142,88,226,194,82,119,213,197,178,278
Players,203141,Mirza Teletovic,Mirza,1610612756,PHX,30.0,28,10,18,0.357,2.1,0.13,0.87,0.148,0.0,0.667,0.0,0.185,0.074,0.148,0.5,0.5,0.667,0.333,0.625,0.375,8,23,0.348,128,176,361,321,285,360,19,310,195,22,175,236,207,280,138,146,153,47,163,178,138,116,249
