player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
202711,Bojan Bogdanović,Bojan,1610612762,UTA,31.0,63,41,22,0.651,33.1,108.0,3.5,0.1,0.138,0.5,0.139,0.1,0.042,12.0,8.2,9.3,31.6,0.105,107,60,270,98,38,245,157,378,402,276,419,408,454,499,453,478,473,56,UTA
1628378,Donovan Mitchell,Donovan,1610612762,UTA,23.0,69,43,26,0.623,34.3,108.6,3.6,0.101,0.144,1.0,0.236,0.2,0.074,11.9,8.5,9.0,33.3,0.104,37,42,328,124,27,271,138,367,384,82,141,325,400,494,475,471,490,61,UTA
202334,Ed Davis,Ed,1610612762,UTA,31.0,28,16,12,0.571,10.8,110.4,2.5,0.234,0.355,0.4,0.234,0.3,0.409,4.4,1.8,3.3,9.6,0.027,371,304,141,188,419,361,258,36,29,355,145,230,81,126,52,141,97,443,UTA
1626144,Emmanuel Mudiay,Emmanuel,1610612762,UTA,24.0,54,34,20,0.63,15.7,107.4,2.0,0.117,0.166,0.4,0.226,0.2,0.115,6.4,4.1,4.1,16.3,0.055,232,109,242,113,332,228,312,306,319,325,162,346,329,237,176,191,221,276,UTA
1627777,Georges Niang,Georges,1610612762,UTA,27.0,66,41,25,0.621,14.0,108.1,1.7,0.117,0.172,0.3,0.151,0.1,0.074,4.9,3.6,3.2,14.1,0.046,70,60,307,128,361,252,369,305,307,420,377,447,401,156,143,137,181,333,UTA
1629714,Jarrell Brantley,Jarrell,1610612762,UTA,24.0,9,3,6,0.333,10.7,107.7,2.0,0.189,0.269,0.3,0.273,0.6,0.417,4.0,2.0,3.1,11.6,0.036,461,462,83,396,424,238,312,94,102,391,84,114,76,109,57,127,132,399,UTA
204060,Joe Ingles,Joe,1610612762,UTA,32.0,72,44,28,0.611,29.7,105.6,3.5,0.112,0.159,0.9,0.223,0.2,0.056,10.3,7.6,7.3,29.4,0.116,9,32,354,147,92,162,158,321,339,117,173,380,431,448,414,389,439,32,UTA
203903,Jordan Clarkson,Jordan,1610612762,UTA,28.0,71,34,37,0.479,24.0,111.0,1.9,0.078,0.112,0.6,0.201,0.2,0.124,8.1,6.0,6.4,24.2,0.056,21,109,452,254,189,380,327,447,455,227,226,309,316,331,316,334,353,269,UTA
1629625,Justin Wright-Foreman,Justin,1610612762,UTA,22.0,4,1,3,0.25,11.3,121.1,1.3,0.125,0.2,0.5,0.222,0.0,0.0,3.8,4.3,1.8,11.5,-0.008,498,501,37,482,407,514,424,271,234,289,174,480,480,98,188,55,131,515,UTA
1629752,Juwan Morgan,Juwan,1610612762,UTA,23.0,21,12,9,0.571,6.4,100.3,0.9,0.128,0.184,0.0,0.053,0.1,0.2,2.7,1.4,1.1,6.4,0.037,398,351,109,188,484,54,460,261,274,499,496,434,185,55,37,31,54,394,UTA
201144,Mike Conley,Mike,1610612762,UTA,32.0,47,26,21,0.553,29.0,107.6,2.5,0.083,0.119,0.8,0.211,0.1,0.043,10.1,7.7,7.7,29.0,0.097,273,193,256,200,108,231,257,434,442,178,205,423,453,436,422,409,432,79,UTA
1629671,Miye Oni,Miye,1610612762,UTA,22.0,10,5,5,0.5,10.9,119.9,1.2,0.121,0.188,0.4,0.333,0.2,0.2,3.5,2.7,2.7,12.2,-0.004,449,440,71,217,416,512,430,286,266,347,28,327,185,86,95,105,143,512,UTA
1628430,Nigel Williams-Goss,Nigel,1610612762,UTA,25.0,10,6,4,0.6,5.0,94.5,0.4,0.07,0.103,0.3,0.5,0.1,0.25,1.3,1.3,0.8,3.8,0.038,449,425,55,153,502,22,509,474,475,411,7,429,147,19,31,21,20,381,UTA
1629730,Rayjon Tucker,Rayjon,1610612762,UTA,22.0,20,12,8,0.6,8.1,113.3,0.9,0.113,0.159,0.1,0.045,0.1,0.091,2.7,2.0,1.6,7.9,0.014,401,351,103,153,461,441,467,318,340,498,497,472,368,54,57,48,72,491,UTA
1626220,Royce O'Neale,Royce,1610612762,UTA,27.0,71,44,27,0.62,28.9,107.3,5.1,0.165,0.231,0.8,0.227,0.5,0.189,10.0,7.3,7.5,28.0,0.099,21,32,339,133,112,219,58,142,167,144,160,163,207,431,398,395,419,69,UTA
203497,Rudy Gobert,Rudy,1610612762,UTA,28.0,68,42,26,0.618,34.3,106.6,10.1,0.276,0.386,0.8,0.174,2.0,0.685,12.1,8.6,9.1,32.7,0.123,48,51,328,137,24,190,3,16,16,185,298,8,5,503,481,474,485,23,UTA
1629742,Stanton Kidd,Stanton,1610612762,UTA,28.0,4,3,1,0.75,3.8,88.9,0.8,0.158,0.2,0.0,0.0,0.0,0.0,2.3,0.5,1.0,4.0,0.038,498,462,7,32,515,15,477,163,234,500,500,480,480,42,7,27,21,380,UTA
1628396,Tony Bradley,Tony,1610612762,UTA,22.0,58,36,22,0.621,11.4,109.4,2.7,0.226,0.324,0.2,0.2,0.6,0.6,3.9,3.1,2.5,12.9,0.033,173,99,270,129,404,312,239,39,45,436,230,111,17,103,120,100,153,416,UTA
