player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1629014,Anfernee Simons,Anfernee,1610612757,POR,22.0,6,2,4,0.333,107.0,0.109,0.175,0.132,0.314,0.198,0.0,0.0,0.15,0.197,0.186,0.102,0.037,0.286,0.125,0.0,0.111,0.023,0.165,100,115,95,131,122,197,118,173,29,111,178,183,100,112,117,138,55,39,112,1,50,199,128,POR
1629604,CJ Elleby,CJ,1610612757,POR,21.0,2,1,1,0.5,8.0,0.091,0.0,0.067,0.0,0.0,0.0,0.0,0.2,0.286,0.25,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,209,137,8,96,213,217,212,226,158,192,178,183,80,47,68,1,158,180,156,1,1,202,219,POR
203468,CJ McCollum,CJ,1610612757,POR,29.0,6,2,4,0.333,240.0,0.25,0.245,0.268,0.192,0.227,0.108,0.119,0.15,0.195,0.186,0.234,0.231,0.077,0.143,0.273,0.24,0.115,0.216,100,115,95,131,58,35,57,31,98,89,131,128,100,114,118,66,180,168,103,181,168,156,77,POR
2546,Carmelo Anthony,Carmelo,1610612757,POR,37.0,6,2,4,0.333,143.0,0.219,0.227,0.234,0.259,0.282,0.185,0.19,0.071,0.193,0.164,0.164,0.194,0.222,0.091,0.091,0.208,0.224,0.226,100,115,95,131,99,56,70,60,53,43,90,90,160,115,136,102,157,76,129,90,139,74,65,POR
203081,Damian Lillard,Damian,1610612757,POR,30.0,6,2,4,0.333,248.0,0.3,0.284,0.305,0.393,0.4,0.461,0.42,0.024,0.152,0.126,0.5,0.22,0.222,0.143,0.4,0.073,0.402,0.329,100,115,95,131,57,22,34,16,9,4,14,19,182,155,174,15,173,76,103,217,42,18,20,POR
1627884,Derrick Jones Jr.,Derrick,1610612757,POR,24.0,2,1,1,0.5,10.0,0.192,0.182,0.238,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.333,0.0,0.129,209,137,8,96,206,84,110,54,158,93,178,183,185,219,223,195,1,6,156,1,200,202,168,POR
202683,Enes Freedom,Enes,1610612757,POR,29.0,5,2,3,0.4,56.0,0.094,0.105,0.086,0.0,0.0,0.074,0.061,0.5,0.233,0.31,0.0,0.2,0.0,0.4,0.125,0.333,0.071,0.082,120,115,64,118,154,215,185,218,158,192,154,167,25,79,45,195,158,180,38,104,200,180,207,POR
1628385,Harry Giles III,Harry,1610612757,POR,23.0,1,0,1,0.0,4.0,0.4,0.0,0.167,0.0,0.0,0.0,0.0,0.667,0.333,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,228,201,8,201,228,3,212,132,158,192,178,183,11,22,6,195,237,180,156,1,1,202,219,POR
203994,Jusuf Nurkić,Jusuf,1610612757,POR,26.0,6,2,4,0.333,173.0,0.204,0.189,0.176,0.018,0.04,0.265,0.313,0.621,0.367,0.416,0.168,0.368,0.136,0.318,0.235,0.395,0.296,0.179,100,115,95,131,82,73,103,119,157,186,59,45,17,12,13,97,222,138,57,161,218,48,115,POR
1629833,Keljin Blevins,Keljin,1610612757,POR,25.0,2,1,1,0.5,4.0,0.182,0.25,0.222,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222,209,137,8,96,227,98,45,73,158,69,178,183,185,219,223,195,1,180,156,1,237,202,68,POR
