group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1630205,Lamar Stevens,Lamar,1610612739,CLE,23.0,6,4,2,0.667,0.6,161.6,93.8,93.8,111.9,94.7,94.7,49.7,-1.0,-1.0,0.0,0.0,0.0,0.2,0.286,0.25,0.0,0.0,1.0,0.798,0.111,0.167,159.19,219.7,183.09,219.7,0.219,16,1,1,0.2,0.2,1.0,317,259,79,67,426,14,331,331,220,103,103,17,205,205,291,219,291,8,22,6,1,1,9,47,283,194,9,10,10,28,284,356,295,381,1,CLE
Players,1626204,Larry Nance Jr.,Larry,1610612739,CLE,28.0,13,8,5,0.615,3.2,103.7,98.0,98.0,93.6,91.2,91.2,10.0,6.8,6.8,0.074,1.0,14.3,0.0,0.116,0.059,14.3,15.2,0.714,0.707,0.113,0.114,103.18,107.59,89.66,107.59,0.109,98,4,7,0.3,0.5,0.571,218,171,171,94,145,285,302,302,58,77,77,128,153,153,219,125,163,263,217,271,373,382,74,91,278,299,205,198,198,158,189,217,206,263,86,CLE
Players,1630171,Isaac Okoro,Isaac,1610612739,CLE,20.0,24,10,14,0.417,3.9,94.5,93.0,93.0,117.2,114.9,114.9,-22.8,-21.9,-21.9,0.02,0.25,4.3,0.011,0.034,0.022,17.4,17.5,0.5,0.589,0.106,0.111,95.42,97.12,80.93,97.12,0.012,186,6,13,0.3,0.5,0.462,95,137,383,277,52,358,338,338,285,310,310,356,357,357,286,216,284,249,351,366,397,397,179,174,295,306,386,403,403,337,149,152,232,260,174,CLE
Players,201567,Kevin Love,Kevin,1610612739,CLE,32.0,8,1,7,0.125,3.9,94.2,100.0,100.0,131.6,125.4,125.4,-37.3,-25.4,-25.4,0.059,0.0,8.3,0.033,0.242,0.143,0.0,0.0,0.3,0.368,0.169,0.171,91.66,91.26,76.05,91.26,0.065,57,2,10,0.3,1.3,0.2,286,351,238,401,50,360,261,261,377,387,387,392,365,365,240,219,248,179,36,51,1,1,329,337,160,182,422,438,438,245,245,183,232,104,343,CLE
Players,1629731,Dean Wade,Dean,1610612739,CLE,24.0,9,3,6,0.333,3.2,102.5,97.0,97.0,112.3,110.3,110.3,-9.8,-13.3,-13.3,0.0,0.0,0.0,0.028,0.273,0.121,12.5,13.7,0.2,0.316,0.104,0.102,107.86,111.8,93.17,111.8,0.054,67,1,5,0.1,0.6,0.2,271,284,205,330,147,298,311,311,226,257,257,292,316,316,291,219,291,193,26,94,348,367,349,349,305,323,100,132,132,279,284,252,328,256,343,CLE
Players,1629636,Darius Garland,Darius,1610612739,CLE,21.0,18,8,10,0.444,3.3,101.6,96.9,96.9,104.8,101.6,101.6,-3.2,-4.6,-4.6,0.222,0.75,12.8,0.0,0.048,0.026,17.0,17.5,0.457,0.55,0.285,0.302,99.14,103.13,85.95,103.13,0.079,131,10,23,0.6,1.3,0.435,163,171,302,247,129,308,313,313,139,166,166,237,237,237,65,172,189,263,339,360,396,396,246,215,57,53,311,304,304,217,92,98,93,101,199,CLE
Players,1630271,Brodric Thomas,Brodric,1610612739,CLE,24.0,3,0,3,0.0,1.3,41.0,44.4,44.4,163.9,166.7,166.7,-123.0,-122.2,-122.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.102,137.73,131.71,109.76,131.71,-0.121,9,0,1,0.0,0.3,0.0,363,405,109,405,384,428,426,426,429,439,439,437,441,441,291,219,291,263,360,374,1,1,355,368,315,324,17,38,38,428,355,356,355,328,355,CLE
Players,1628422,Damyean Dotson,Damyean,1610612739,CLE,27.0,8,5,3,0.625,2.0,106.5,94.7,94.7,97.2,87.9,87.9,9.3,6.9,6.9,0.375,3.0,27.3,0.0,0.063,0.029,9.1,8.6,0.5,0.589,0.19,0.229,96.39,107.54,89.62,107.54,0.162,38,2,5,0.3,0.6,0.4,286,237,109,91,311,254,325,325,90,54,54,134,151,151,17,28,51,263,315,357,289,286,179,173,132,101,366,201,201,74,245,252,232,238,224,CLE
Players,203521,Matthew Dellavedova,Matthew,1610612739,CLE,30.0,1,0,1,0.0,4.2,77.8,77.8,77.8,130.3,110.0,110.0,-52.6,-32.2,-32.2,0.333,0.0,33.3,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.222,0.222,100.29,109.27,91.05,109.27,0.0,9,0,2,0.0,2.0,0.0,406,405,25,405,37,403,396,396,373,251,251,411,383,383,23,219,23,263,31,134,1,1,355,368,94,107,285,165,165,347,355,323,355,40,355,CLE
Players,1629012,Collin Sexton,Collin,1610612739,CLE,22.0,20,9,11,0.45,4.0,105.0,102.9,102.9,110.7,107.8,107.8,-5.7,-4.8,-4.8,0.233,1.17,9.7,0.026,0.064,0.045,8.3,8.5,0.62,0.661,0.335,0.35,98.25,100.59,83.83,100.59,0.2,170,26,50,1.3,2.5,0.52,137,152,332,242,44,269,234,234,198,227,227,255,239,239,60,121,220,198,314,318,278,284,110,120,30,32,328,348,348,42,22,33,10,19,107,CLE
