group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1630205,Lamar Stevens,Lamar,1610612739,CLE,23.0,6,4,2,0.667,0.6,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,317,259,79,67,426,1,320,75,113,245,150,93,225,65,1,245,235,85,1,251,284,356,1,CLE
Players,1626204,Larry Nance Jr.,Larry,1610612739,CLE,28.0,13,8,5,0.615,3.2,0.429,0.571,0.308,0.0,0.462,0.0,0.23,0.0,0.308,1.0,0.0,1.0,0.0,1.0,0.0,4,7,0.571,218,171,171,94,145,264,136,244,113,103,150,174,225,214,1,245,1,85,1,251,189,217,86,CLE
Players,1630171,Isaac Okoro,Isaac,1610612739,CLE,20.0,24,10,14,0.417,3.9,0.692,0.308,0.476,0.0,0.143,0.048,0.381,0.048,0.476,0.6,0.4,1.0,0.0,0.667,0.333,6,13,0.462,95,137,383,277,52,149,250,174,113,225,132,75,219,137,111,198,1,85,159,176,149,152,174,CLE
Players,201567,Kevin Love,Kevin,1610612739,CLE,32.0,8,1,7,0.125,3.9,0.2,0.8,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,10,0.2,286,351,238,401,50,345,53,315,113,33,150,154,225,305,254,245,1,85,1,251,245,183,343,CLE
Players,1629731,Dean Wade,Dean,1610612739,CLE,24.0,9,3,6,0.333,3.2,0.4,0.6,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,5,0.2,271,284,205,330,147,269,120,154,113,245,150,30,225,117,1,245,235,85,1,251,284,252,343,CLE
Players,1629636,Darius Garland,Darius,1610612739,CLE,21.0,18,8,10,0.444,3.3,0.87,0.13,0.514,0.057,0.086,0.0,0.4,0.257,0.457,0.333,0.667,0.0,1.0,0.3,0.7,10,23,0.435,163,171,302,247,129,95,306,151,96,238,150,61,60,140,182,113,235,1,296,59,92,98,199,CLE
Players,1630271,Brodric Thomas,Brodric,1610612739,CLE,24.0,3,0,3,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,363,405,109,405,384,1,320,315,113,245,150,295,225,305,254,245,235,85,325,251,355,356,355,CLE
Players,1628422,Damyean Dotson,Damyean,1610612739,CLE,27.0,8,5,3,0.625,2.0,0.4,0.6,0.222,0.0,0.333,0.0,0.445,0.444,0.222,0.0,1.0,1.0,0.0,0.5,0.5,2,5,0.4,286,237,109,91,311,269,120,274,113,144,150,49,19,247,254,1,1,85,202,114,245,252,224,CLE
Players,203521,Matthew Dellavedova,Matthew,1610612739,CLE,30.0,1,0,1,0.0,4.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,406,405,25,405,37,360,1,315,113,245,150,295,225,305,254,245,235,85,325,251,355,323,355,CLE
Players,1629012,Collin Sexton,Collin,1610612739,CLE,22.0,20,9,11,0.45,4.0,0.7,0.3,0.421,0.026,0.395,0.053,0.184,0.132,0.395,0.125,0.875,0.6,0.4,0.308,0.692,26,50,0.52,137,152,332,242,44,146,254,195,111,122,127,213,147,176,244,69,203,39,294,61,22,33,107,CLE
Players,1628392,Isaiah Hartenstein,Isaiah,1610612739,CLE,23.0,2,0,2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,386,405,79,405,395,360,320,315,113,245,150,295,225,305,254,245,235,85,325,251,355,401,355,CLE
Players,1628386,Jarrett Allen,Jarrett,1610612739,CLE,23.0,22,8,14,0.364,3.5,1.0,0.0,0.875,0.125,0.0,0.0,0.125,0.0,0.75,0.714,0.286,0.0,0.0,0.714,0.286,7,11,0.636,121,171,383,321,100,1,320,42,53,245,150,256,225,53,84,227,235,85,147,200,130,172,67,CLE
