player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
203085,Austin Rivers,Austin,1610612745,HOU,27.0,12,5,7,0.417,17.6,0.5,0.0,0.2,1.7,4.3,4.6,3.1,13.7,0.1,0.4,1.8,0.8,11.1,48,62,188,125,113,124,150,138,128,79,110,92,115,137,141,108,126,128,HOU
203463,Ben McLemore,Ben,1610612745,HOU,27.0,11,4,7,0.364,11.8,0.5,0.0,0.0,0.2,2.1,2.0,1.3,10.0,0.0,0.4,0.7,0.2,6.8,56,79,188,134,140,121,150,141,179,50,52,47,140,140,130,56,180,155,HOU
203998,Bruno Caboclo,Bruno,1610612745,HOU,24.0,2,1,1,0.5,3.3,1.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,0.5,1.0,0.0,4.3,182,131,21,85,201,99,150,141,144,1,24,1,189,140,144,62,183,173,HOU
1629598,Chris Clemons,Chris,1610612745,HOU,22.0,2,1,1,0.5,4.1,0.0,1.5,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.5,4.7,182,131,21,85,193,157,52,141,180,1,38,1,178,140,1,1,152,170,HOU
1627863,Danuel House Jr.,Danuel,1610612745,HOU,27.0,9,5,4,0.556,31.0,0.4,1.0,1.7,3.8,10.2,7.7,6.4,26.2,0.0,0.4,2.4,1.4,22.4,75,62,77,71,62,133,77,33,74,161,161,155,63,140,143,149,91,69,HOU
201960,DeMarre Carroll,DeMarre,1610612745,HOU,33.0,2,2,0,1.0,2.9,0.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,0.0,0.5,0.5,3.6,182,109,1,1,204,157,150,141,144,1,24,1,189,140,1,38,152,186,HOU
201569,Eric Gordon,Eric,1610612745,HOU,31.0,12,5,7,0.417,34.1,2.8,1.2,2.8,7.0,10.8,9.3,8.4,30.5,0.6,1.0,2.2,2.7,27.3,48,62,188,125,40,28,68,14,30,167,198,182,36,43,196,132,55,45,HOU
201935,James Harden,James,1610612745,HOU,30.0,12,5,7,0.417,37.3,6.1,2.7,0.8,10.8,10.5,10.3,7.8,32.8,0.8,0.9,3.6,7.0,51.0,48,62,188,125,16,1,11,83,9,163,209,176,16,23,193,199,3,6,HOU
201145,Jeff Green,Jeff,1610612745,HOU,33.0,12,5,7,0.417,28.4,2.6,0.9,0.8,4.5,8.4,5.3,6.6,23.8,0.5,0.4,2.3,1.5,21.7,48,62,188,125,77,33,94,83,53,135,124,157,72,49,141,138,87,74,HOU
1626187,Michael Frazier II,Michael,1610612745,HOU,26.0,4,3,1,0.75,2.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.5,0.0,0.0,2.5,132,83,21,32,205,157,150,141,180,1,24,1,197,140,144,1,183,198,HOU
200782,P.J. Tucker,P.J.,1610612745,HOU,35.0,12,5,7,0.417,34.5,1.2,1.6,0.5,1.5,10.3,10.0,6.7,28.8,0.3,0.1,3.9,1.6,21.8,48,62,188,125,37,95,48,106,131,162,205,159,45,101,74,208,85,73,HOU
203496,Robert Covington,Robert,1610612745,HOU,29.0,12,5,7,0.417,31.6,2.8,1.0,0.7,2.2,7.0,9.5,7.4,27.3,1.1,0.2,3.8,0.9,28.9,48,62,188,125,57,31,77,100,108,120,199,172,53,15,90,203,125,42,HOU
201566,Russell Westbrook,Russell,1610612745,HOU,31.0,8,3,5,0.375,32.7,3.6,1.1,2.1,9.5,10.8,9.0,9.9,28.8,0.3,1.5,2.9,4.0,34.7,79,83,154,133,51,13,72,23,13,167,191,198,47,101,214,173,27,30,HOU
2199,Tyson Chandler,Tyson,1610612745,HOU,37.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,131,1,1,217,157,150,141,180,1,1,1,207,140,1,1,183,211,HOU
