TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612757,Portland Trail Blazers,POR,11,11,1.0,39.73,83.27,0.477,0.531,0.702,30.82,58.45,0.527,0.298,8.91,24.82,0.359
1610612746,LA Clippers,LAC,6,6,1.0,35.33,81.67,0.433,0.494,0.637,25.33,52.0,0.487,0.363,10.0,29.67,0.337
1610612744,Golden State Warriors,GSW,24,24,1.0,37.25,81.5,0.457,0.513,0.673,28.08,54.83,0.512,0.327,9.17,26.67,0.344
1610612738,Boston Celtics,BOS,6,6,1.0,37.0,80.67,0.459,0.52,0.603,27.17,48.67,0.558,0.397,9.83,32.0,0.307
1610612742,Dallas Mavericks,DAL,5,5,1.0,39.4,80.4,0.49,0.553,0.652,29.2,52.4,0.557,0.348,10.2,28.0,0.364
1610612737,Atlanta Hawks,ATL,10,10,1.0,36.4,80.4,0.453,0.533,0.59,23.5,47.4,0.496,0.41,12.9,33.0,0.391
1610612765,Detroit Pistons,DET,4,4,1.0,38.5,80.25,0.48,0.569,0.573,24.25,46.0,0.527,0.427,14.25,34.25,0.416
1610612745,Houston Rockets,HOU,5,5,1.0,40.8,80.2,0.509,0.581,0.641,29.2,51.4,0.568,0.359,11.6,28.8,0.403
1610612760,Oklahoma City Thunder,OKC,18,18,1.0,37.94,79.72,0.476,0.532,0.699,28.94,55.72,0.519,0.301,9.0,24.0,0.375
1610612766,Charlotte Hornets,CHA,7,7,1.0,37.86,77.86,0.486,0.539,0.739,29.57,57.57,0.514,0.261,8.29,20.29,0.408
1610612754,Indiana Pacers,IND,7,7,1.0,32.43,76.86,0.422,0.468,0.673,25.29,51.71,0.489,0.327,7.14,25.14,0.284
1610612748,Miami Heat,MIA,14,14,1.0,34.0,76.0,0.447,0.486,0.758,28.07,57.64,0.487,0.242,5.93,18.36,0.323
1610612739,Cleveland Cavaliers,CLE,21,21,1.0,35.33,75.33,0.469,0.539,0.609,24.86,45.86,0.542,0.391,10.48,29.48,0.355
1610612759,San Antonio Spurs,SAS,10,10,1.0,34.9,74.3,0.47,0.511,0.734,28.7,54.5,0.527,0.266,6.2,19.8,0.313
1610612761,Toronto Raptors,TOR,20,20,1.0,35.6,73.6,0.484,0.539,0.696,27.45,51.25,0.536,0.304,8.15,22.35,0.365
1610612763,Memphis Grizzlies,MEM,4,4,1.0,37.0,72.25,0.512,0.583,0.706,26.75,51.0,0.525,0.294,10.25,21.25,0.482
