season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2021-22,1610612757,22100013,2021-10-20,SAC,POR,SAC,1610612758,1,121,124,L,-3
2021-22,1610612757,22100033,2021-10-23,PHX,POR,PHX,1610612756,2,134,105,W,29
2021-22,1610612757,22100049,2021-10-25,POR,LAC,LAC,1610612746,3,86,116,L,-30
2021-22,1610612757,22100063,2021-10-27,MEM,POR,MEM,1610612763,4,116,96,W,20
2021-22,1610612757,22100076,2021-10-29,LAC,POR,LAC,1610612746,5,111,92,W,19
2021-22,1610612757,22100090,2021-10-31,POR,CHA,CHA,1610612766,6,113,125,L,-12
2021-22,1610612757,22100096,2021-11-01,POR,PHI,PHI,1610612755,7,103,113,L,-10
2021-22,1610612757,22100108,2021-11-03,POR,CLE,CLE,1610612739,8,104,107,L,-3
2021-22,1610612757,22100131,2021-11-05,IND,POR,IND,1610612754,9,110,106,W,4
2021-22,1610612757,22100138,2021-11-06,LAL,POR,LAL,1610612747,10,105,90,W,15
2021-22,1610612757,22100157,2021-11-09,POR,LAC,LAC,1610612746,11,109,117,L,-8
2021-22,1610612757,22100168,2021-11-10,POR,PHX,PHX,1610612756,12,109,119,L,-10
2021-22,1610612757,22100177,2021-11-12,POR,HOU,HOU,1610612745,13,104,92,W,12
2021-22,1610612757,22100197,2021-11-14,POR,DEN,DEN,1610612743,14,95,124,L,-29
2021-22,1610612757,22100208,2021-11-15,TOR,POR,TOR,1610612761,15,118,113,W,5
2021-22,1610612757,22100223,2021-11-17,CHI,POR,CHI,1610612741,16,112,107,W,5
2021-22,1610612757,22100246,2021-11-20,PHI,POR,PHI,1610612755,17,118,111,W,7
2021-22,1610612757,22100265,2021-11-23,DEN,POR,DEN,1610612743,18,119,100,W,19
2021-22,1610612757,22100279,2021-11-24,POR,SAC,SAC,1610612758,19,121,125,L,-4
2021-22,1610612757,22100290,2021-11-26,POR,GSW,GSW,1610612744,20,103,118,L,-15
2021-22,1610612757,22100312,2021-11-29,POR,UTA,UTA,1610612762,21,107,129,L,-22
2021-22,1610612757,22100317,2021-11-30,DET,POR,DET,1610612765,22,110,92,W,18
2021-22,1610612757,22100332,2021-12-02,SAS,POR,SAS,1610612759,23,83,114,L,-31
2021-22,1610612757,22100347,2021-12-04,BOS,POR,BOS,1610612738,24,117,145,L,-28
2021-22,1610612757,22100362,2021-12-06,LAC,POR,LAC,1610612746,25,90,102,L,-12
2021-22,1610612757,22100376,2021-12-08,POR,GSW,GSW,1610612744,26,94,104,L,-10
