GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,2405,Amar'e Stoudemire,Amar'e,1610612748,MIA,33.0,2,2,0,1.0,0.5,100.0,66.7,66.7,227.3,100.0,100.0,-127.3,-33.3,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333,0.5,72.76,126.32,105.26,126.32,0.333,3,1,1,0.5,0.5,1.0,374,326,1,1,407,277,397,397,433,171,171,427,390,391,287,238,287,270,356,370,1,1,5,13,23,4,422,43,43,10,279,337,93,251,1
Players,1627362,Briante Weber,Briante,1610612748,MIA,23.0,1,1,0,1.0,8.6,162.7,157.1,157.1,117.3,123.1,123.1,45.4,34.1,34.1,0.2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.091,0.088,94.88,95.1,79.25,95.1,0.095,21,0,1,0.0,1.0,0.0,404,362,1,1,1,10,5,5,322,396,396,29,41,41,71,238,5,270,356,370,1,1,342,193,317,327,338,384,384,169,342,337,342,116,342
Players,2547,Chris Bosh,Chris,1610612748,MIA,32.0,27,18,9,0.667,3.5,112.5,110.2,110.2,89.6,87.7,87.7,22.9,22.5,22.5,0.073,2.0,6.8,0.031,0.146,0.088,3.4,3.4,0.37,0.434,0.249,0.262,97.28,99.32,82.77,99.32,0.098,196,15,46,0.6,1.7,0.326,131,80,223,61,110,136,104,104,73,82,82,60,56,56,205,64,242,185,141,175,167,166,262,278,69,64,282,295,295,160,76,56,82,50,276
Players,2548,Dwyane Wade,Dwyane,1610612748,MIA,34.0,38,21,17,0.553,3.8,117.3,114.6,114.6,97.6,96.3,96.3,19.8,18.3,18.3,0.437,3.44,17.6,0.058,0.127,0.091,5.1,5.3,0.455,0.544,0.414,0.417,96.18,98.0,81.66,98.0,0.236,302,46,101,1.2,2.7,0.455,38,33,341,147,62,85,61,61,118,139,139,69,68,68,22,19,93,121,175,161,191,192,184,182,9,12,310,329,329,24,3,8,9,7,141
Players,101123,Gerald Green,Gerald,1610612748,MIA,30.0,21,14,7,0.667,2.6,131.6,124.8,124.8,94.5,93.6,93.6,37.1,31.2,31.2,0.05,0.0,10.5,0.0,0.074,0.039,0.0,0.0,0.455,0.612,0.137,0.148,95.51,98.61,82.18,98.61,0.094,113,4,11,0.2,0.5,0.364,188,119,188,61,228,31,28,28,96,114,114,42,45,45,240,238,187,270,293,331,1,1,185,113,233,220,325,317,317,173,197,197,254,246,224
Players,201609,Goran Dragic,Goran,1610612748,MIA,30.0,36,19,17,0.528,3.7,115.7,113.5,113.5,102.8,100.0,100.0,12.9,13.5,13.5,0.174,4.0,31.4,0.014,0.076,0.044,7.8,8.0,0.523,0.635,0.111,0.112,95.56,97.79,81.49,97.79,0.102,274,10,22,0.3,0.6,0.455,59,64,341,171,83,95,72,72,181,171,171,104,94,94,86,11,31,239,287,311,253,262,127,99,292,297,322,335,335,156,111,120,197,218,142
Players,202355,Hassan Whiteside,Hassan,1610612748,MIA,27.0,27,13,14,0.481,3.7,108.8,106.2,106.2,103.3,103.2,103.2,5.6,3.0,3.0,0.0,0.0,0.0,0.113,0.311,0.212,14.6,14.7,0.76,0.735,0.181,0.19,90.48,91.63,76.36,91.63,0.208,193,19,25,0.7,0.9,0.76,131,129,298,234,81,182,166,166,189,235,235,163,173,173,287,238,287,44,12,13,365,364,39,59,150,150,381,405,405,31,62,107,54,146,32
Players,2207,Joe Johnson,Joe,1610612748,MIA,35.0,42,16,26,0.381,3.7,110.1,109.7,109.7,115.2,110.0,110.0,-5.0,-0.3,-0.3,0.193,2.13,15.9,0.006,0.082,0.04,7.5,7.5,0.432,0.488,0.233,0.241,97.02,99.41,82.84,99.41,0.075,330,27,74,0.6,1.8,0.365,16,99,431,305,75,169,114,114,297,298,298,242,213,213,80,63,109,268,273,324,239,239,209,242,81,79,288,294,294,212,30,24,67,46,223
Players,201177,Josh McRoberts,Josh,1610612748,MIA,29.0,2,1,1,0.5,1.7,130.2,115.4,115.4,139.6,137.5,137.5,-9.4,-22.1,-22.1,0.333,0.0,25.0,0.25,0.0,0.167,0.0,0.0,0.333,0.333,0.214,0.24,136.81,148.09,123.41,148.09,0.026,13,1,3,0.5,1.5,0.333,374,362,31,188,324,34,56,56,408,421,421,282,360,360,32,238,45,6,356,29,1,1,277,324,101,83,23,25,25,305,279,296,93,63,255
Players,1626196,Josh Richardson,Josh,1610612748,MIA,22.0,13,5,8,0.385,1.8,131.8,128.0,128.0,132.3,137.5,137.5,-0.5,-9.5,-9.5,0.15,3.0,50.0,0.083,0.042,0.063,16.7,15.5,0.75,0.615,0.051,0.06,99.16,98.71,82.26,98.71,-0.005,50,1,2,0.1,0.2,0.5,250,252,204,303,308,30,19,19,391,421,421,214,299,299,111,26,5,78,339,245,379,374,40,109,378,378,232,314,314,372,279,316,323,368,98
