close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1642274,Yves Missi,1610612740,NOP,C,21.0,73,70,0.305,134,332,0.404,0.366,0.038
203468,CJ McCollum,1610612740,NOP,G,33.0,56,56,0.455,109,326,0.334,0.364,-0.029
1630530,Trey Murphy III,1610612740,NOP,F,24.0,52,52,0.387,105,288,0.365,0.369,-0.004
1630526,Jeremiah Robinson-Earl,1610612740,NOP,F,24.0,65,60,0.428,79,236,0.335,0.363,-0.028
1641722,Jordan Hawkins,1610612740,NOP,G,23.0,55,52,0.413,82,236,0.347,0.366,-0.018
1630631,Jose Alvarado,1610612740,NOP,G,27.0,56,56,0.489,74,229,0.323,0.365,-0.042
203482,Kelly Olynyk,1610612740,NOP,F-C,34.0,44,41,0.381,54,175,0.309,0.356,-0.048
1629627,Zion Williamson,1610612740,NOP,F,24.0,30,30,0.515,53,157,0.338,0.367,-0.029
1630527,Brandon Boston,1610612740,NOP,G,23.0,42,40,0.375,53,141,0.376,0.36,0.016
1627749,Dejounte Murray,1610612740,NOP,G,28.0,31,31,0.346,56,140,0.4,0.367,0.033
1628971,Bruce Brown,1610612740,NOP,G-F,28.0,41,39,0.413,55,138,0.399,0.365,0.033
1631255,Karlo Matković,1610612740,NOP,F-C,24.0,42,37,0.312,52,131,0.397,0.366,0.031
1630529,Herbert Jones,1610612740,NOP,F,26.0,20,20,0.449,45,106,0.425,0.36,0.065
1631288,Jamal Cain,1610612740,NOP,F,26.0,34,30,0.433,20,91,0.22,0.355,-0.135
1628464,Daniel Theis,1610612740,NOP,F-C,33.0,38,33,0.304,30,86,0.349,0.355,-0.006
1641810,Antonio Reeves,1610612740,NOP,G,22.0,37,29,0.438,31,81,0.383,0.358,0.025
1628964,Mo Bamba,1610612740,NOP,C,27.0,32,29,0.328,30,78,0.385,0.349,0.036
203901,Elfrid Payton,1610612740,NOP,G,31.0,24,24,0.393,21,70,0.3,0.37,-0.07
1631232,Keion Brooks Jr.,1610612740,NOP,F,24.0,13,13,0.435,30,57,0.526,0.353,0.174
1630283,Kylor Kelley,1610612740,NOP,C,27.0,11,9,0.43,16,43,0.372,0.347,0.025
1631311,Lester Quinones,1610612740,NOP,G,24.0,11,10,0.319,5,22,0.227,0.36,-0.133
1629669,Jaylen Nowell,1610612740,NOP,G,25.0,7,5,0.281,4,16,0.25,0.335,-0.085
