GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,202692,Alec Burks,Alec,1610612762,UTA,24.0,14,4,10,0.286,51.29,4,3,2,16,17,16,10,48,0,3,6,2,48.0,242,270,238,370,189,114,143,114,81,251,258,247,265,200,367,231,224,155
Players,203187,Chris Johnson,Chris,1610612762,UTA,26.0,18,6,12,0.333,19.98,0,0,0,0,7,6,1,22,1,0,8,0,10.2,211,235,264,330,286,234,237,175,303,169,147,105,188,126,1,272,326,297
Players,202324,Derrick Favors,Derrick,1610612762,UTA,24.0,30,12,18,0.4,126.78,3,13,3,36,36,40,20,106,6,2,9,15,136.0,107,144,361,291,58,148,21,94,23,376,391,337,396,21,314,296,58,42
Players,202407,Elijah Millsap,Elijah,1610612762,UTA,28.0,3,2,1,0.667,4.081666666666667,0,0,0,0,2,2,6,6,0,0,3,0,1.4,357,326,31,61,373,234,237,175,303,75,72,193,86,200,1,158,326,381
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,26.0,42,14,28,0.333,202.62833333333333,25,20,14,42,63,68,38,178,2,5,21,30,173.6,16,119,435,330,4,5,6,10,13,430,434,427,435,78,402,415,22,24
Players,203481,Jeff Withey,Jeff,1610612762,UTA,26.0,3,1,2,0.333,10.76,2,0,0,2,8,4,8,12,1,0,2,0,5.2,357,362,75,330,321,169,237,175,234,177,116,223,134,126,1,130,326,336
Players,204060,Joe Ingles,Joe,1610612762,UTA,28.0,33,11,22,0.333,53.693333333333335,2,0,2,2,18,9,10,40,0,0,8,0,29.0,81,157,412,330,185,169,237,114,234,260,187,247,246,200,1,272,326,207
Players,203526,Raul Neto,Raul,1610612762,UTA,24.0,15,5,10,0.333,35.895,2,0,0,2,8,10,0,30,1,0,4,5,26.9,233,252,238,330,227,169,237,175,234,177,195,1,216,126,1,194,154,214
Players,203918,Rodney Hood,Rodney,1610612762,UTA,23.0,38,14,24,0.368,173.835,0,8,0,38,57,60,28,154,1,6,22,12,135.3,38,119,422,313,16,234,62,175,18,424,430,398,429,126,407,418,80,43
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,24.0,25,7,18,0.28,109.205,2,6,1,12,28,36,13,90,7,1,13,14,77.8,151,215,361,374,92,169,81,159,98,326,372,278,364,16,232,353,62,109
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,26.0,12,3,9,0.25,41.73166666666667,4,3,0,4,8,17,12,38,0,2,11,1,15.9,257,293,223,380,210,114,143,175,183,177,260,267,243,200,314,323,268,265
Players,202353,Tibor Pleiss,Tibor,1610612762,UTA,26.0,1,1,0,1.0,3.725,0,0,0,0,0,0,0,0,0,0,1,0,1.2,404,362,1,1,378,234,237,175,303,1,1,1,1,200,1,63,326,383
Players,202344,Trevor Booker,Trevor,1610612762,UTA,28.0,27,8,19,0.296,90.625,2,10,0,12,38,37,22,86,5,1,14,8,77.5,131,195,379,368,115,169,39,175,98,382,380,350,355,24,232,366,118,110
Players,203504,Trey Burke,Trey,1610612762,UTA,23.0,19,7,12,0.368,70.435,1,2,6,2,27,25,16,52,0,2,3,5,39.3,203,215,264,313,153,226,170,44,234,321,309,309,276,200,314,158,154,177
Players,1626168,Trey Lyles,Trey,1610612762,UTA,20.0,14,5,9,0.357,24.176666666666662,0,2,0,0,8,10,6,28,0,0,3,2,14.5,242,252,223,321,261,234,170,175,303,177,195,193,207,200,1,158,224,279
