team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,11,6,5,0.545,52.4,16.6,16.1,12.1,40.5,16.3,16.9,12.2,45.8,7,6,10,6,7,9,5,8,15,6,13,4,8,BOSTON CELTICS
1610612739,Cleveland Cavaliers,9,5,4,0.556,49.3,18.1,18.7,12.3,50.6,14.7,12.1,12.7,45.2,8,7,1,4,8,4,1,7,2,4,2,6,7,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,14,7,7,0.5,49.8,12.7,16.0,12.9,45.7,20.1,13.8,18.2,53.0,5,5,12,7,5,12,6,6,8,13,4,15,14,DENVER NUGGETS
1610612765,Detroit Pistons,6,2,4,0.333,49.2,16.8,16.4,17.6,46.5,17.6,17.3,15.4,47.9,11,11,1,11,11,7,4,1,7,10,14,12,10,DETROIT PISTONS
1610612744,Golden State Warriors,12,5,7,0.417,50.6,16.8,15.5,11.9,41.8,18.6,14.7,12.3,52.2,6,7,12,10,6,6,8,10,12,11,7,5,13,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,7,3,4,0.429,51.5,18.5,15.5,10.9,50.2,16.7,14.9,13.3,38.9,9,9,1,8,10,2,7,13,4,7,9,8,1,HOUSTON ROCKETS
1610612754,Indiana Pacers,23,15,8,0.652,48.7,17.5,12.1,14.7,42.5,14.9,15.6,9.7,47.2,1,2,15,2,1,5,16,4,10,5,10,1,9,INDIANA PACERS
1610612746,LA Clippers,7,3,4,0.429,52.1,16.7,13.3,16.5,57.2,14.2,16.8,15.0,53.8,9,9,1,8,9,8,13,2,1,3,12,10,15,LA CLIPPERS
1610612747,Los Angeles Lakers,5,1,4,0.2,52.2,11.5,15.0,10.4,37.8,20.4,20.4,17.4,54.3,12,12,1,12,13,14,9,14,16,14,16,14,16,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,4,0,4,0.0,46.6,9.7,12.9,7.3,41.7,25.5,13.3,19.2,50.5,15,15,1,15,15,16,15,16,13,16,3,16,12,MEMPHIS GRIZZLIES
1610612748,Miami Heat,4,0,4,0.0,51.6,10.8,14.8,11.8,42.5,21.2,18.0,14.0,48.9,15,15,1,15,15,15,10,11,11,15,15,9,11,MIAMI HEAT
1610612749,Milwaukee Bucks,5,1,4,0.2,49.4,11.9,13.1,9.3,41.1,13.5,9.5,15.1,42.7,12,12,1,12,12,13,14,15,14,2,1,11,3,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,15,9,6,0.6,50.0,18.4,16.9,13.1,50.3,16.9,14.7,11.1,44.9,4,4,11,3,4,3,3,5,3,8,6,3,6,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,18,10,8,0.556,49.9,14.9,17.5,11.9,48.5,18.9,16.0,15.6,42.7,3,3,15,4,3,11,2,9,5,12,11,13,4,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,23,16,7,0.696,48.1,22.6,13.6,15.5,48.4,13.2,14.8,10.2,39.5,1,1,12,1,2,1,12,3,6,1,8,2,2,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,5,1,4,0.2,53.2,15.3,14.6,11.8,44.8,17.1,14.0,13.1,44.3,12,12,1,12,13,10,11,12,9,9,5,7,5,ORLANDO MAGIC
