season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11,LAL @ MIA,W,48.0,43,89,0.483,11,35,0.314,9,14,0.643,12,34,46,23,14.0,5,4,4,22,18,106,13.0,1,1,1,1,13,32,46,49,104,86,125,157,149,154,23,75,42,66,78,120,72,63,80,137,100,25,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900406,2020-10-11,MIA vs. LAL,L,48.0,35,79,0.443,10,28,0.357,13,22,0.591,9,32,41,25,15.0,4,4,4,18,22,93,-13.0,1,84,84,84,13,123,127,103,122,141,80,135,96,161,62,101,93,44,93,137,72,63,23,74,152,138,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900405,2020-10-09,LAL vs. MIA,L,48.0,38,82,0.463,14,38,0.368,18,21,0.857,12,29,41,21,15.0,10,5,3,21,19,108,-3.0,1,84,84,84,13,83,109,75,55,57,69,83,103,44,23,132,93,105,93,18,43,35,63,120,89,91,1,2019,2020,True,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900405,2020-10-09,MIA @ LAL,W,48.0,38,83,0.458,14,33,0.424,21,22,0.955,9,26,35,26,13.0,7,3,5,19,21,111,3.0,1,1,1,1,13,83,98,79,55,111,31,54,96,3,62,153,151,34,64,73,105,96,31,88,70,70,1,2019,2020,False,LAL,MIA
2019-20,1610612747,LAL,Los Angeles Lakers,41900404,2020-10-06,LAL @ MIA,W,48.0,35,79,0.443,14,39,0.359,18,21,0.857,10,32,42,25,15.0,5,4,3,14,21,102,6.0,1,1,1,1,13,123,127,103,55,51,78,83,103,44,46,101,84,44,93,120,72,35,4,88,120,61,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900404,2020-10-06,MIA vs. LAL,L,48.0,32,75,0.427,11,32,0.344,21,26,0.808,7,32,39,18,15.0,8,3,4,21,14,96,-6.0,1,84,84,84,13,153,149,123,104,117,95,54,61,72,101,101,125,140,93,48,105,63,63,161,145,103,1,2019,2020,True,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900403,2020-10-04,MIA vs. LAL,W,48.0,41,80,0.513,12,34,0.353,21,23,0.913,3,34,37,25,13.0,8,3,2,23,22,115,11.0,1,1,1,1,13,47,122,22,87,100,87,54,85,17,161,75,136,44,64,48,105,10,94,74,48,37,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900403,2020-10-04,LAL @ MIA,L,48.0,34,79,0.43,14,42,0.333,22,29,0.759,11,32,43,23,20.0,8,2,3,22,23,104,-11.0,1,84,84,84,13,136,127,117,55,33,107,42,32,103,36,101,75,66,154,48,133,35,80,57,109,127,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900402,2020-10-02,MIA @ LAL,L,48.0,36,71,0.507,11,27,0.407,31,34,0.912,6,31,37,29,10.0,2,1,3,23,26,114,-10.0,1,84,84,84,13,114,163,25,104,147,40,4,11,19,124,114,136,14,18,158,158,35,94,17,54,121,1,2019,2020,False,LAL,MIA
2019-20,1610612747,LAL,Los Angeles Lakers,41900402,2020-10-02,LAL vs. MIA,W,48.0,49,97,0.505,16,47,0.34,10,17,0.588,16,28,44,32,9.0,6,3,1,26,23,124,10.0,1,1,1,1,13,4,9,30,34,11,104,153,131,162,8,140,62,6,11,98,105,4,137,57,18,41,1,2019,2020,True,LAL,MIA
